#{"t_start": 1763362893.3432245, "env_id": "None"}
r,l,t
-5.0,1,2.029643
-5.0,1,2.03653
-5.0,2,2.047206
-5.0,1,2.053622
-5.0,1,2.056978
-5.0,1,2.064656
-5.0,1,2.069077
-5.0,1,2.074109
-2.02,1,2.081281
-5.0,2,2.092097
-5.0,1,2.098733
-5.0,1,2.102995
-5.0,1,2.1077
-5.0,1,2.115651
-5.0,1,2.120644
-5.0,1,2.129396
-5.0,1,2.133182
-5.0,1,2.141045
-5.0,2,2.1517
-5.0,2,2.165244
-5.0,1,2.169621
-2.02,1,2.174957
-5.0,1,2.180819
-5.0,1,2.186893
-5.0,1,2.191089
-5.0,1,2.196779
-5.0,1,2.202864
-5.0,1,2.207663
-5.0,1,2.214507
-5.0,1,2.219987
-5.0,1,2.225817
-5.0,1,2.230944
-5.0,1,2.236822
-5.0,1,2.242163
-5.0,1,2.249137
-5.0,1,2.252359
-7.02,1,2.259216
-5.0,3,2.275827
-5.0,1,2.279758
-5.0,1,2.287445
-5.0,1,2.293457
-5.0,2,2.30459
-5.0,3,2.320612
-5.0,1,2.326431
-5.0,1,2.329651
-5.0,1,2.335084
-5.0,1,2.339998
-5.0,1,2.345819
-5.0,3,2.362342
-5.0,1,2.368722
-5.0,1,2.374651
-5.0,2,2.388735
-5.0,1,2.393726
-5.0,2,2.408965
-5.0,2,2.419373
-5.0,1,2.427325
-5.0,2,2.437065
-5.0,1,2.442546
-5.0,1,2.450051
-5.0,1,2.458393
-5.0,1,2.464337
-5.0,1,2.470449
-5.0,2,2.483255
-5.0,1,2.489675
-5.0,2,2.503606
-5.0,1,2.509928
-5.0,1,2.515397
-5.0,1,2.520005
-5.0,1,2.527606
-5.0,2,2.540079
-5.0,1,2.544958
-7.02,2,2.556885
-5.0,1,2.562599
-5.0,1,2.570642
-5.0,1,2.576942
-5.0,1,2.581358
-2.02,1,2.588968
-5.0,4,2.613697
-5.0,2,2.628482
-5.0,1,2.635139
-5.0,1,2.641639
-5.0,2,2.656463
-5.0,1,2.662463
-5.0,1,2.669721
-5.0,1,2.676387
-7.02,2,2.693
-5.0,1,2.699215
-5.0,1,2.703572
-5.0,1,2.711456
-5.0,1,2.718056
-5.0,1,2.725706
-5.0,1,2.731544
-5.0,2,2.745988
-5.0,1,2.754828
-5.0,1,2.759498
-5.0,1,2.76376
-5.0,1,2.772856
-5.0,1,2.779368
-5.0,1,2.785976
-5.0,1,2.792711
-5.0,1,2.799212
-5.0,1,2.802847
-5.0,1,2.809583
-5.0,2,2.822442
-5.0,1,2.828619
-5.0,1,2.834267
-5.0,1,2.840626
-5.0,1,2.846456
-5.0,1,2.853034
-5.0,1,2.85669
-5.0,1,2.865852
-5.0,1,2.871813
-5.0,1,2.878141
-5.0,1,2.883594
-5.0,1,2.889147
-5.0,2,2.907935
-5.0,2,2.91775
-5.0,1,2.924044
-5.0,1,2.931294
-5.0,1,2.936029
-5.0,1,2.945155
-5.0,1,2.951918
-5.0,2,2.969612
-5.0,1,2.974871
-5.0,3,2.996447
-5.0,1,3.004444
-5.0,1,3.011036
-5.0,1,3.015509
-5.0,2,3.027443
-5.0,1,3.032077
-5.0,1,3.037395
-5.0,1,3.043324
-5.0,1,3.04918
-5.0,1,3.053701
-5.0,1,3.062217
-5.0,1,3.067282
-5.0,1,3.073646
-5.0,1,3.079515
-5.0,1,3.083147
-5.0,1,3.089903
-5.0,2,3.098925
-5.0,1,3.105353
-5.0,1,3.111523
-5.0,1,3.117834
-5.0,1,3.123919
-5.0,1,3.128693
-5.0,1,3.134068
-5.0,4,3.157674
-5.0,1,3.162909
-5.0,1,3.168496
-5.0,2,3.178884
-5.0,1,3.183082
-5.0,1,3.189862
-5.0,1,3.194721
-5.0,2,3.206548
-5.0,2,3.219548
-5.0,2,3.229414
-5.0,1,3.234522
-5.0,1,3.238842
-5.0,1,3.24597
-5.0,1,3.253155
-7.02,3,3.271937
-5.0,2,3.281205
-5.0,1,3.28691
-5.0,2,3.301124
-5.0,1,3.304773
-5.0,2,3.314833
-5.0,1,3.322931
-5.0,1,3.328192
-5.0,1,3.334087
-5.0,2,3.343646
-5.0,1,3.347622
-5.0,1,3.353308
-5.0,1,3.35769
-5.0,1,3.364823
-5.0,1,3.372629
-5.0,1,3.3783
-5.0,1,3.383872
-5.0,1,3.389888
-5.0,1,3.39551
-5.0,1,3.400161
-5.0,1,3.404225
-5.0,1,3.411529
-5.0,1,3.414757
-5.0,2,3.427007
-5.0,3,3.445383
-5.0,1,3.448733
-5.0,2,3.463159
-5.0,1,3.467799
-7.02,2,3.478624
-5.0,3,3.494817
-5.0,1,3.501427
-5.0,1,3.507168
-5.0,2,3.516174
-5.0,2,3.528343
-5.0,1,3.538916
-5.0,1,3.544914
-5.0,1,3.550421
-5.0,2,3.56527
-5.0,1,3.572321
-5.0,1,3.576669
-5.0,3,3.596338
-5.0,1,3.601631
-5.0,1,3.610008
-5.0,1,3.616868
-5.0,1,3.621927
-5.0,1,3.628868
-5.0,1,3.638652
-5.0,1,3.644898
-5.0,1,3.650499
-5.0,1,3.65674
-5.0,4,3.682405
-5.0,1,3.688742
-2.02,1,3.693042
-5.0,1,3.699139
-5.0,1,3.705174
-5.0,1,3.712481
-5.0,1,3.719834
-5.0,1,3.726774
-5.0,1,3.730814
-5.0,1,3.737565
-5.0,3,3.758075
-5.0,1,3.766682
-5.0,1,3.771873
-5.0,1,3.778919
-5.0,1,3.784707
-5.0,2,3.800697
-5.0,1,3.806242
-5.0,1,3.810444
-5.0,1,3.817589
-5.0,2,3.833109
-5.0,1,3.842362
-5.0,1,3.848675
-5.0,1,3.853184
-5.0,1,3.859058
-5.0,1,3.866486
-5.0,1,3.871276
-5.0,3,3.888847
-5.0,1,3.893935
-5.0,1,3.901848
-5.0,1,3.908827
-5.0,1,3.915175
-5.0,1,3.921596
-5.0,1,3.929467
-5.0,1,3.933172
-5.0,1,3.939824
-5.0,1,3.947309
-5.0,1,3.954321
-5.0,1,3.961262
-5.0,1,3.967669
-5.0,1,3.975049
-5.0,1,3.981227
-5.0,2,3.990337
-5.0,1,3.998382
-5.0,1,4.002785
-5.0,2,4.015756
-5.0,1,4.022531
-5.0,1,4.026515
-5.0,1,4.03334
-5.0,2,4.045578
-5.0,1,4.052365
-5.0,1,4.060599
-5.0,1,4.066859
-5.0,1,4.073459
-5.0,1,4.079062
-5.0,1,4.084759
-5.0,1,4.090651
-5.0,1,4.095637
-5.0,1,4.103278
-5.0,1,4.109107
-5.0,1,4.114758
-5.0,1,4.119191
-5.0,1,4.129476
-5.0,1,4.134795
-5.0,2,4.145745
-5.0,1,4.151533
-5.0,1,4.160107
-5.0,1,4.166483
-5.0,1,4.17196
-5.0,1,4.177382
-5.0,1,4.184177
-5.0,1,4.189714
-5.0,1,4.197242
-5.0,1,4.20346
-5.0,1,4.208159
-5.0,1,4.217157
-5.0,1,4.222032
-5.0,1,4.231162
-5.0,1,4.234475
-5.0,1,4.243608
-7.02,1,4.249368
-5.0,1,4.256151
-5.0,1,4.260753
-5.0,1,4.265468
-5.0,1,4.27199
-5.0,1,4.279846
-5.0,1,4.286209
-5.0,1,4.293202
-5.0,2,4.305498
-5.0,1,4.310652
-5.0,1,4.318665
-5.0,1,4.322814
-5.0,1,4.328286
-5.0,1,4.336954
-5.0,3,4.358753
-5.0,1,4.364506
-5.0,2,4.376997
-5.0,1,4.382258
-5.0,1,4.387904
-7.02,1,4.39291
-5.0,1,4.401001
-5.0,1,4.408469
-5.0,1,4.412895
-5.0,1,4.421848
-5.0,1,4.427269
-5.0,4,4.455952
-5.0,1,4.462341
-5.0,1,4.468783
-5.0,1,4.477493
-5.0,1,4.483852
-5.0,2,4.498256
-5.0,1,4.502939
-5.0,1,4.508664
-5.0,1,4.51566
-5.0,1,4.522879
-5.0,2,4.536544
-5.0,1,4.54095
-5.0,1,4.546508
-5.0,1,4.554527
-5.0,1,4.560381
-5.0,1,4.566084
-5.0,1,4.574634
-5.0,1,4.579922
-5.0,1,4.587075
-5.0,3,4.605805
-5.0,2,4.620387
-5.0,2,4.632164
-5.0,1,4.638916
-7.02,3,4.65511
-5.0,1,4.660126
-5.0,1,4.665385
-5.0,1,4.674648
-5.0,1,4.680757
-5.0,1,4.687697
-5.0,1,4.693813
-5.0,1,4.698064
-5.0,1,4.708189
-5.0,2,4.719916
-5.0,1,4.728574
-5.0,2,4.738402
-5.0,1,4.746311
-5.0,1,4.751207
-5.0,1,4.759343
-5.0,1,4.766999
-5.0,1,4.771909
-5.0,1,4.779273
-5.0,1,4.785072
-5.0,1,4.791031
-5.0,1,4.797786
-5.0,1,4.80564
-5.0,1,4.810309
-5.0,1,4.819421
-5.0,2,4.83096
-5.0,1,4.836246
-5.0,2,4.847976
-5.0,1,4.854558
-5.0,2,4.869105
-5.0,1,4.872427
-5.0,1,4.883259
-5.0,1,4.891842
-5.0,1,4.895984
-5.0,1,4.906042
-5.0,1,4.911577
-5.0,2,4.924368
-5.0,1,4.929909
-5.0,1,4.939338
-5.0,1,4.94429
-5.0,1,4.948586
-5.0,2,4.962451
-5.0,1,4.96844
-5.0,1,4.973442
-5.0,1,4.981373
-5.0,1,4.986647
-5.0,1,4.994132
-5.0,1,4.999037
-5.0,1,5.010246
-5.0,1,5.017295
-5.0,1,5.023912
-5.0,3,5.046358
-5.0,1,5.052775
-5.0,1,5.059081
-5.0,1,5.064531
-5.0,1,5.071288
-5.0,1,5.075521
-5.0,1,5.085278
-5.0,1,5.091876
-5.0,1,5.097297
-5.0,2,5.111021
-5.0,1,5.116532
-5.0,1,5.122603
-5.0,1,5.130692
-5.0,1,5.135633
-5.0,2,5.150645
-5.0,1,5.159057
-5.0,1,5.165115
-5.0,1,5.172689
-5.0,1,5.176011
-5.0,2,5.189477
-5.0,1,5.195363
-5.0,1,5.20147
-5.0,1,5.208673
-5.0,2,5.220669
-5.0,2,5.232685
-5.0,1,5.239291
-5.0,1,5.245246
-7.02,1,5.252537
-5.0,2,5.263702
-5.0,1,5.27014
-5.0,1,5.276482
-5.0,1,5.28345
-5.0,1,5.292361
-5.0,1,5.297288
-5.0,2,5.310452
-5.0,2,5.323214
-5.0,1,5.330014
-5.0,1,5.336897
-5.0,1,5.346013
-5.0,2,5.35963
-5.0,1,5.366551
-5.0,1,5.37099
-5.0,1,5.379213
-5.0,1,5.384877
-5.0,1,5.391351
-5.0,1,5.398974
-5.0,1,5.405826
-5.0,2,5.416924
-5.0,2,5.4313
-5.0,1,5.435913
-5.0,1,5.442381
-7.02,1,5.447753
-5.0,2,5.461934
-5.0,1,5.467143
-5.0,1,5.473264
-5.0,1,5.477612
-5.0,1,5.485475
-5.0,1,5.491172
-5.0,1,5.498906
-5.0,1,5.5033
-5.0,1,5.512085
-5.0,1,5.519761
-5.0,1,5.525586
-5.0,1,5.531417
-5.0,1,5.537752
-5.0,1,5.542868
-5.0,1,5.550563
-5.0,1,5.556366
-5.0,1,5.56216
-5.0,2,5.575287
-5.0,2,5.58775
-5.0,1,5.593094
-5.0,1,5.601457
-5.0,1,5.608728
-5.0,1,5.614645
-5.0,1,5.622486
-5.0,1,5.62895
-5.0,2,5.642632
-5.0,1,5.647791
-5.0,1,5.656945
-5.0,1,5.664415
-5.0,1,5.670225
-5.0,2,5.684639
-5.0,1,5.688301
-5.0,1,5.69357
-5.0,1,5.70185
-5.0,1,5.706684
-7.02,1,5.711146
-5.0,1,5.719232
-5.0,2,5.730992
-5.0,1,5.737385
-5.0,2,5.749118
-5.0,1,5.757149
-5.0,1,5.76164
-5.0,1,5.770312
-5.0,1,5.776503
-5.0,2,5.788426
-5.0,1,5.795033
-5.0,1,5.799554
-7.02,1,5.805338
-7.02,1,5.812693
-5.0,1,5.821402
-5.0,4,5.846719
-5.0,1,5.852475
-7.02,1,5.859452
-5.0,1,5.864506
-5.0,1,5.871572
-5.0,1,5.878049
-5.0,1,5.884124
-5.0,1,5.88815
-5.0,1,5.896407
-5.0,1,5.904188
-5.0,1,5.910959
-7.02,1,5.916781
-5.0,2,5.929693
-5.0,2,5.944018
-5.0,1,5.951705
-5.0,1,5.957132
-5.0,1,5.966518
-5.0,1,5.974171
-5.0,2,5.987064
-5.0,1,5.993538
-5.0,1,6.000236
-5.0,1,6.006941
-5.0,1,6.013808
-5.0,1,6.021435
-5.0,2,6.034269
-5.0,1,6.039595
-5.0,1,6.047409
-5.0,1,6.053832
-5.0,1,6.05916
-5.0,1,6.065648
-5.0,2,6.081069
-5.0,1,6.086791
-5.0,2,6.099883
-5.0,1,6.105692
-5.0,1,6.111079
-5.0,1,6.115593
-5.0,1,6.121515
-5.0,1,6.127655
-5.0,1,6.135386
-5.0,2,6.14849
-5.0,1,6.155681
-5.0,1,6.159303
-5.0,1,6.166893
-5.0,1,6.172689
-5.0,1,6.177607
-5.0,2,6.189822
-5.0,1,6.197212
-5.0,1,6.202276
-5.0,1,6.208753
-5.0,1,6.216132
-5.0,1,6.223597
-5.0,1,6.231247
-5.0,1,6.240001
-5.0,1,6.245458
-5.0,1,6.250573
-5.0,1,6.256905
-5.0,1,6.262756
-5.0,1,6.269357
-5.0,1,6.275822
-5.0,1,6.282648
-5.0,1,6.288185
-5.0,1,6.294712
-5.0,1,6.301414
-5.0,1,6.308319
-5.0,1,6.314208
-5.0,1,6.321935
-5.0,1,6.326959
-5.0,1,6.332031
-5.0,3,6.352516
-5.0,1,6.359581
-5.0,1,6.365926
-5.0,1,6.369337
-5.0,1,6.379971
-5.0,1,6.385113
-5.0,1,6.39246
-5.0,1,6.396711
-5.0,1,6.403876
-5.0,1,6.410757
-5.0,1,6.415334
-5.0,1,6.421374
-5.0,1,6.426165
-5.0,2,6.441873
-5.0,1,6.448486
-5.0,2,6.46044
-5.0,1,6.466652
-5.0,1,6.473892
-5.0,1,6.478289
-5.0,2,6.489437
-5.0,1,6.497356
-5.0,1,6.504896
-5.0,2,6.516594
-5.0,1,6.52548
-5.0,1,6.531796
-5.0,1,6.538304
-5.0,1,6.548592
-7.02,1,6.555742
-5.0,1,6.560513
-5.0,1,6.56909
-5.0,1,6.575193
-5.0,1,6.580128
-5.0,1,6.586268
-5.0,1,6.593785
-5.0,2,6.606929
-5.0,1,6.616552
-5.0,2,6.628922
-5.0,1,6.634756
-5.0,1,6.640938
-5.0,1,6.64668
-5.0,1,6.653574
-5.0,1,6.657852
-5.0,2,6.669082
-5.0,1,6.677292
-5.0,1,6.682562
-5.0,2,6.695255
-5.0,1,6.701973
-5.0,2,6.712961
-5.0,1,6.718337
-5.0,1,6.726212
-7.02,1,6.73054
-5.0,1,6.736142
-5.0,1,6.742482
-5.0,1,6.750093
-5.0,1,6.757325
-7.02,1,6.762555
-5.0,1,6.770903
-5.0,1,6.776939
-5.0,1,6.784299
-5.0,1,6.79158
-5.0,1,6.796121
-5.0,1,6.803295
-5.0,1,6.808674
-5.0,1,6.813997
-5.0,1,6.821768
-2.02,1,6.827458
-5.0,1,6.836293
-5.0,1,6.841149
-5.0,1,6.845111
-5.0,1,6.852088
-5.0,1,6.857519
-5.0,1,6.8674
-5.0,2,6.880588
-5.0,1,6.887849
-5.0,2,6.90069
-5.0,1,6.907097
-5.0,2,6.921546
-5.0,1,6.927431
-5.0,1,6.934197
-5.0,1,6.94083
-5.0,1,6.948485
-5.0,1,6.955473
-5.0,1,6.960916
-5.0,2,6.973388
-7.02,1,6.981103
-5.0,1,6.989224
-5.0,1,6.992693
-5.0,1,6.998886
-5.0,1,7.005067
-5.0,1,7.011066
-5.0,1,7.019081
-5.0,1,7.024958
-5.0,1,7.031124
-5.0,1,7.036721
-5.0,1,7.042796
-7.02,1,7.046521
-5.0,1,7.053607
-5.0,1,7.059917
-5.0,1,7.06852
-5.0,1,7.072497
-5.0,1,7.079085
-5.0,1,7.08483
-5.0,1,7.091607
-7.02,3,7.109799
-5.0,1,7.117994
-5.0,1,7.125905
-2.02,1,7.133334
-5.0,2,7.14813
-5.0,2,7.161048
-5.0,1,7.166585
-5.0,1,7.174014
-5.0,1,7.180258
-5.0,2,7.191932
-5.0,1,7.197638
-5.0,1,7.203075
-2.02,1,7.21097
-5.0,1,7.217593
-5.0,1,7.222712
-5.0,1,7.232505
-5.0,1,7.239274
-5.0,1,7.245255
-5.0,1,7.251553
-5.0,1,7.258292
-5.0,1,7.263709
-5.0,1,7.269193
-5.0,3,7.287045
-5.0,1,7.294379
-5.0,2,7.30556
-5.0,1,7.313679
-5.0,1,7.32097
-5.0,1,7.325812
-5.0,1,7.331161
-5.0,1,7.337462
-5.0,2,7.347966
-5.0,1,7.355135
-5.0,1,7.361652
-5.0,1,7.36805
-5.0,2,7.379873
-5.0,1,7.387675
-5.0,1,7.393565
-5.0,1,7.398963
-5.0,1,7.405005
-5.0,1,7.412342
-5.0,1,7.418514
-5.0,2,7.43169
-5.0,1,7.436262
-5.0,1,7.444765
-5.0,1,7.452361
-5.0,1,7.458216
-5.0,1,7.465746
-5.0,1,7.470331
-5.0,1,7.478397
-5.0,1,7.482673
-5.0,1,7.487607
-5.0,1,7.494153
-5.0,1,7.501584
-5.0,1,7.507849
-5.0,1,7.515038
-5.0,1,7.520477
-5.0,1,7.526119
-5.0,2,7.53844
-5.0,1,7.544032
-5.0,1,7.553542
-5.0,1,7.561381
-5.0,1,7.566775
-5.0,1,7.573288
-5.0,1,7.57775
-5.0,1,7.583426
-5.0,2,7.598522
-5.0,1,7.605234
-5.0,1,7.612784
-5.0,1,7.617335
-5.0,1,7.623295
-5.0,1,7.630917
-5.0,2,7.643795
-5.0,1,7.650362
-5.0,1,7.657917
-5.0,1,7.663966
-5.0,1,7.669423
-5.0,1,7.677299
-5.0,1,7.68327
-5.0,1,7.689847
-5.0,1,7.69768
-5.0,1,7.703416
-5.0,1,7.709506
-5.0,1,7.716557
-5.0,1,7.724248
-5.0,1,7.730631
-5.0,1,7.740931
-5.0,2,7.752809
-5.0,1,7.758502
-5.0,2,7.770037
-5.0,2,7.780837
-5.0,1,7.787573
-5.0,1,7.793815
-5.0,1,7.799511
-5.0,2,7.810629
-5.0,1,7.818522
-5.0,1,7.825495
-5.0,1,7.829232
-5.0,2,7.844445
-5.0,1,7.848055
-5.0,1,7.855723
-5.0,1,7.861562
-5.0,1,7.866723
-5.0,1,7.872391
-5.0,1,7.878292
-5.0,1,7.885801
-5.0,1,7.892521
-5.0,1,7.897886
-5.0,2,7.909827
-5.0,1,7.915006
-5.0,2,7.928487
-7.02,2,7.939406
-5.0,1,7.944639
-5.0,4,7.971779
-5.0,2,7.983013
-5.0,1,7.989547
-5.0,1,7.994094
-5.0,1,8.004711
-5.0,1,8.017003
-5.0,1,8.023262
-5.0,1,8.032584
-5.0,1,8.038582
-5.0,1,8.042301
-5.0,1,8.0493
-5.0,1,8.056068
-5.0,2,8.067611
-5.0,1,8.072047
-5.0,1,8.076788
-5.0,1,8.082531
-5.0,1,8.088158
-5.0,1,8.097906
-5.0,1,8.103532
-5.0,2,8.116555
-5.0,2,8.129518
-5.0,1,8.135132
-5.0,1,8.141995
-5.0,1,8.14975
-5.0,1,8.153912
-5.0,2,8.167904
-5.0,1,8.172086
-5.0,1,8.179701
-5.0,3,8.199752
-5.0,1,8.203742
-5.0,1,8.2104
-5.0,1,8.21667
-5.0,1,8.224367
-5.0,1,8.230635
-5.0,1,8.240298
-5.0,1,8.244012
-5.0,1,8.251703
-5.0,1,8.255185
-5.0,1,8.263595
-5.0,1,8.270915
-5.0,5,8.302936
-5.0,1,8.310483
-5.0,1,8.318511
-5.0,1,8.324864
-5.0,1,8.338464
-5.0,1,8.34513
-5.0,1,8.351704
-5.0,1,8.358261
-5.0,1,8.365417
-5.0,1,8.373075
-5.0,1,8.37986
-5.0,1,8.387395
-5.0,1,8.395615
-5.0,1,8.402526
-5.0,1,8.407476
-5.0,1,8.413707
-5.0,1,8.421466
-5.0,1,8.429401
-5.0,2,8.438743
-5.0,1,8.44781
-5.0,1,8.455299
-5.0,1,8.462142
-5.0,1,8.468304
-5.0,1,8.472796
-5.0,1,8.480981
-5.0,1,8.48711
-5.0,1,8.493074
-5.0,1,8.500051
-5.0,1,8.508816
-5.0,1,8.515616
-5.0,1,8.522314
-5.0,2,8.534478
-5.0,1,8.538982
-5.0,1,8.547793
-5.0,2,8.560179
-5.0,2,8.571601
-5.0,1,8.578444
-5.0,1,8.585909
-5.0,2,8.599248
-5.0,2,8.612072
-5.0,1,8.616824
-5.0,1,8.623975
-5.0,1,8.631162
-5.0,1,8.637831
-5.0,2,8.651958
-5.0,1,8.655277
-5.0,1,8.661473
-5.0,1,8.668384
-5.0,1,8.674243
-5.0,2,8.68435
-5.0,1,8.692986
-5.0,1,8.698407
-5.0,1,8.704522
-5.0,1,8.711579
-5.0,1,8.71685
-5.0,1,8.724286
-5.0,1,8.729968
-5.0,1,8.735583
-5.0,1,8.743917
-5.0,1,8.750458
-5.0,1,8.755334
-5.0,3,8.773912
-5.0,1,8.780789
-5.0,1,8.786451
-5.0,1,8.791704
-5.0,1,8.798971
-5.0,1,8.803578
-2.02,1,8.81105
-5.0,1,8.81672
-5.0,1,8.82212
-5.0,1,8.827608
-5.0,1,8.837483
-5.0,1,8.841006
-5.0,1,8.847199
-5.0,1,8.854299
-5.0,2,8.8697
-5.0,1,8.873384
-5.0,1,8.881483
-5.0,1,8.886881
-5.0,1,8.893278
-5.0,1,8.900378
-5.0,1,8.906592
-5.0,1,8.912507
-5.0,1,8.917833
-5.0,1,8.922219
-7.02,1,8.927888
-5.0,2,8.942142
-5.0,1,8.945944
-5.0,1,8.953813
-5.0,2,8.966214
-5.0,1,8.973001
-5.0,1,8.979587
-5.0,2,8.992267
-5.0,1,8.998318
-5.0,1,9.004596
-5.0,1,9.010431
-5.0,1,9.016999
-5.0,1,9.02279
-5.0,1,9.028393
-5.0,1,9.036198
-5.0,1,9.042437
-5.0,1,9.046798
-5.0,1,9.055041
-5.0,1,9.06145
-5.0,1,9.06872
-5.0,1,9.07279
-5.0,1,9.078546
-5.0,1,9.088535
-5.0,1,9.094168
-5.0,1,9.100582
-5.0,1,9.108085
-5.0,1,9.114154
-5.0,1,9.119089
-7.02,1,9.12618
-5.0,1,9.13329
-7.02,2,9.142528
-5.0,1,9.150187
-5.0,1,9.157476
-5.0,1,9.161229
-2.02,2,9.174946
-5.0,2,9.18904
-5.0,1,9.193396
-5.0,1,9.200743
-7.02,1,9.20643
-5.0,1,9.213356
-5.0,1,9.21972
-5.0,1,9.226223
-5.0,1,9.233876
-5.0,1,9.241291
-5.0,1,9.247339
-5.0,1,9.250835
-5.0,1,9.260952
-5.0,2,9.270316
-5.0,1,9.276452
-5.0,2,9.289195
-5.0,1,9.29513
-5.0,1,9.301528
-5.0,1,9.306155
-5.0,1,9.312124
-5.0,2,9.323899
-5.0,1,9.329854
-5.0,1,9.336899
-5.0,1,9.341617
-5.0,1,9.347539
-5.0,1,9.352384
-5.0,1,9.36072
-5.0,2,9.37166
-5.0,1,9.377523
-5.0,2,9.390597
-5.0,1,9.396939
-5.0,1,9.403444
-5.0,1,9.409486
-5.0,1,9.415133
-5.0,1,9.420897
-5.0,1,9.428018
-5.0,1,9.435261
-7.02,1,9.441284
-5.0,1,9.447416
-5.0,1,9.453796
-5.0,1,9.459461
-5.0,1,9.465693
-5.0,1,9.47272
-5.0,1,9.477247
-5.0,1,9.485461
-5.0,2,9.498344
-5.0,1,9.505701
-5.0,1,9.511889
-5.0,1,9.520404
-5.0,2,9.530675
-5.0,1,9.535724
-5.0,1,9.542501
-5.0,1,9.548356
-5.0,3,9.56894
-5.0,1,9.573738
-5.0,1,9.582657
-5.0,1,9.587706
-5.0,1,9.593783
-5.0,1,9.599432
-5.0,1,9.605168
-5.0,3,9.622678
