#{"t_start": 1763362893.3220696, "env_id": "None"}
r,l,t
-5.0,1,4.7803
-5.0,1,4.786065
-5.0,1,4.791883
-5.0,1,4.799653
-5.0,1,4.805714
-5.0,2,4.817554
-5.0,1,4.82452
-5.0,3,4.845312
-5.0,1,4.852253
-5.0,3,4.872177
-5.0,1,4.876614
-5.0,1,4.882676
-2.142857,1,4.889115
-5.0,2,4.900968
-5.0,1,4.909273
-5.0,1,4.916734
-5.0,1,4.925636
-5.0,1,4.933307
-5.0,1,4.939056
-7.02,1,4.944623
-5.0,1,4.950442
-5.0,1,4.958125
-5.0,1,4.965105
-5.0,1,4.971836
-5.0,3,4.990147
-5.0,1,4.995211
-5.0,1,5.002644
-5.0,1,5.008575
-5.0,1,5.013572
-5.0,1,5.022185
-7.02,1,5.028386
-5.0,1,5.035682
-5.0,1,5.041615
-5.0,1,5.048625
-5.0,1,5.060396
-5.0,2,5.071263
-5.0,1,5.079476
-5.0,1,5.084074
-5.0,1,5.091319
-5.0,1,5.096189
-7.02,1,5.103365
-5.0,1,5.110356
-5.0,1,5.117661
-5.0,1,5.122721
-5.0,1,5.129683
-5.0,1,5.136042
-5.0,1,5.142408
-5.0,1,5.151943
-5.0,1,5.156934
-5.0,1,5.166165
-5.0,1,5.169707
-5.0,1,5.17781
-5.0,1,5.185373
-5.0,1,5.191018
-5.0,1,5.197219
-5.0,1,5.2042
-5.0,1,5.209118
-5.0,1,5.215086
-5.0,1,5.221548
-5.0,1,5.228753
-5.0,1,5.235546
-5.0,2,5.249432
-5.0,1,5.25547
-5.0,1,5.261379
-2.02,1,5.265316
-5.0,1,5.273633
-5.0,1,5.278053
-5.0,1,5.284378
-5.0,1,5.291718
-5.0,1,5.297958
-5.0,2,5.310948
-5.0,2,5.322604
-5.0,1,5.33111
-5.0,1,5.336268
-5.0,1,5.344751
-5.0,1,5.351766
-5.0,1,5.355964
-5.0,1,5.36545
-5.0,1,5.371088
-5.0,1,5.378953
-5.0,1,5.385401
-5.0,2,5.398649
-5.0,1,5.406453
-5.0,1,5.410545
-5.0,1,5.417719
-5.0,1,5.423223
-5.0,1,5.432358
-5.0,2,5.446842
-5.0,1,5.452237
-5.0,1,5.456825
-5.0,2,5.470606
-5.0,1,5.475055
-5.0,1,5.480532
-5.0,1,5.487068
-5.0,1,5.49163
-5.0,1,5.497819
-5.0,3,5.517298
-5.0,1,5.52608
-5.0,1,5.530307
-7.02,1,5.537373
-5.0,2,5.55087
-5.0,1,5.556782
-5.0,1,5.563073
-7.02,2,5.576086
-5.0,1,5.583381
-5.0,1,5.587727
-5.0,1,5.594091
-5.0,1,5.599826
-5.0,2,5.615459
-5.0,2,5.629016
-7.02,1,5.633435
-5.0,1,5.641261
-5.0,1,5.648681
-5.0,1,5.655613
-5.0,1,5.662791
-5.0,1,5.669553
-5.0,1,5.677047
-5.0,1,5.682545
-5.0,1,5.690506
-5.0,1,5.696362
-5.0,2,5.710403
-5.0,1,5.715972
-5.0,1,5.721998
-5.0,1,5.726787
-5.0,1,5.734138
-5.0,1,5.739236
-5.0,2,5.753198
-5.0,1,5.760106
-7.02,1,5.764599
-5.0,1,5.769539
-5.0,1,5.777438
-5.0,1,5.785175
-5.0,2,5.795648
-5.0,1,5.802607
-7.02,1,5.80813
-5.0,3,5.827172
-5.0,2,5.839745
-5.0,1,5.846618
-5.0,1,5.8548
-5.0,1,5.861098
-5.0,1,5.868462
-5.0,2,5.881858
-5.0,1,5.885514
-5.0,1,5.892857
-5.0,1,5.897507
-5.0,1,5.904345
-5.0,1,5.911548
-5.0,2,5.921762
-5.0,1,5.928967
-5.0,1,5.935098
-5.0,1,5.943805
-5.0,1,5.948809
-5.0,1,5.960506
-5.0,1,5.966541
-5.0,1,5.971668
-5.0,1,5.978217
-5.0,1,5.98372
-5.0,1,5.993256
-5.0,1,6.000662
-5.0,1,6.008246
-5.0,3,6.025018
-7.02,1,6.033139
-5.0,1,6.041137
-5.0,1,6.04725
-7.02,1,6.052193
-5.0,1,6.060415
-5.0,1,6.066656
-5.0,1,6.072142
-5.0,1,6.079521
-5.0,1,6.086414
-5.0,1,6.091208
-5.0,1,6.0972
-5.0,1,6.108201
-5.0,1,6.112895
-5.0,1,6.118104
-5.0,1,6.124282
-5.0,2,6.135884
-5.0,2,6.150941
-5.0,1,6.156358
-5.0,2,6.166801
-5.0,1,6.172894
-5.0,1,6.183009
-5.0,1,6.188319
-5.0,2,6.199559
-5.0,1,6.206214
-5.0,1,6.210015
-5.0,1,6.217579
-5.0,1,6.222486
-5.0,1,6.231373
-5.0,3,6.249104
-5.0,1,6.256229
-5.0,1,6.265199
-5.0,1,6.270986
-5.0,1,6.27593
-5.0,1,6.282369
-5.0,1,6.288139
-5.0,1,6.29579
-5.0,1,6.30358
-5.0,1,6.309029
-7.02,1,6.313183
-5.0,1,6.319406
-5.0,1,6.327755
-5.0,1,6.333212
-5.0,1,6.340466
-7.02,1,6.348985
-5.0,1,6.352266
-5.0,2,6.367352
-5.0,1,6.371901
-5.0,1,6.380131
-5.0,1,6.385203
-5.0,1,6.394282
-5.0,1,6.397827
-5.0,1,6.406943
-5.0,1,6.412094
-5.0,2,6.425243
-5.0,1,6.431948
-5.0,1,6.43722
-5.0,2,6.447398
-7.02,1,6.454867
-5.0,1,6.459594
-7.02,1,6.468083
-5.0,1,6.475643
-5.0,1,6.481997
-7.02,1,6.488483
-5.0,1,6.493063
-5.0,2,6.505321
-5.0,1,6.51096
-5.0,1,6.518615
-5.0,1,6.526412
-5.0,1,6.530815
-5.0,1,6.538025
-5.0,1,6.543672
-5.0,1,6.550822
-5.0,1,6.56092
-5.0,1,6.566138
-5.0,1,6.576165
-5.0,1,6.582256
-5.0,1,6.586738
-5.0,2,6.6006
-5.0,1,6.606368
-5.0,1,6.612401
-5.0,1,6.618133
-5.0,2,6.635295
-7.02,2,6.646725
-5.0,1,6.65352
-5.0,3,6.674207
-5.0,1,6.678715
-5.0,1,6.685884
-5.0,1,6.691984
-5.0,1,6.695995
-5.0,1,6.704309
-5.0,1,6.708153
-5.0,1,6.714847
-5.0,1,6.720803
-5.0,4,6.745647
-5.0,1,6.752856
-5.0,2,6.763609
-5.0,1,6.770231
-5.0,1,6.777391
-5.0,3,6.797991
-5.0,1,6.801939
-5.0,1,6.810096
-5.0,1,6.816328
-5.0,1,6.8219
-5.0,2,6.834259
-5.0,2,6.848081
-5.0,1,6.852331
-5.0,1,6.861263
-5.0,1,6.86792
-5.0,1,6.872724
-5.0,1,6.877447
-5.0,1,6.885035
-5.0,1,6.894856
-5.0,4,6.919288
-5.0,1,6.927932
-5.0,1,6.931802
-5.0,2,6.948317
-5.0,1,6.952966
-5.0,1,6.9585
-5.0,1,6.966448
-5.0,1,6.974071
-5.0,1,6.979684
-5.0,1,6.985161
-7.02,2,7.001637
-5.0,1,7.006644
-5.0,1,7.014292
-5.0,1,7.019467
-5.0,1,7.025655
-5.0,2,7.039582
-5.0,2,7.050205
-5.0,1,7.055546
-5.0,1,7.061752
-5.0,1,7.067805
-5.0,2,7.080523
-5.0,1,7.086386
-5.0,1,7.094788
-5.0,1,7.100586
-5.0,1,7.105534
-5.0,1,7.111221
-5.0,1,7.119536
-5.0,1,7.125262
-5.0,1,7.13123
-7.02,1,7.136153
-5.0,1,7.146357
-5.0,1,7.150343
-5.0,2,7.167617
-5.0,1,7.173967
-5.0,1,7.179484
-5.0,1,7.185092
-5.0,1,7.193244
-5.0,1,7.198823
-5.0,1,7.204888
-5.0,1,7.213352
-5.0,1,7.219417
-5.0,1,7.223554
-5.0,1,7.231862
-5.0,1,7.237451
-5.0,4,7.264436
-5.0,1,7.272289
-5.0,1,7.279103
-5.0,1,7.282848
-5.0,1,7.290499
-5.0,1,7.296544
-5.0,1,7.301417
-5.0,1,7.306327
-5.0,1,7.315006
-5.0,2,7.327595
-5.0,1,7.331453
-5.0,1,7.338764
-5.0,1,7.346539
-5.0,1,7.352391
-5.0,1,7.358423
-5.0,1,7.362453
-5.0,1,7.369168
-5.0,1,7.372839
-5.0,1,7.382153
-5.0,1,7.387673
-7.02,2,7.399229
-5.0,1,7.407572
-5.0,1,7.411889
-5.0,1,7.419295
-5.0,1,7.42463
-5.0,1,7.430447
-5.0,1,7.437576
-5.0,1,7.443743
-5.0,1,7.452065
-5.0,1,7.457481
-5.0,1,7.46316
-5.0,1,7.470811
-5.0,1,7.479087
-5.0,1,7.485987
-5.0,1,7.491307
-5.0,1,7.498537
-5.0,1,7.504123
-5.0,1,7.508917
-5.0,2,7.522543
-5.0,1,7.529423
-5.0,1,7.533942
-5.0,1,7.540336
-5.0,2,7.552516
-5.0,1,7.55819
-5.0,1,7.564759
-5.0,1,7.569948
-5.0,1,7.578924
-5.0,1,7.586627
-5.0,1,7.591917
-5.0,1,7.600296
-5.0,1,7.604915
-5.0,1,7.612423
-5.0,1,7.61917
-5.0,1,7.625154
-5.0,1,7.630508
-5.0,1,7.637458
-5.0,2,7.652382
-7.02,1,7.657926
-5.0,1,7.662034
-5.0,1,7.668478
-5.0,1,7.676712
-5.0,1,7.682245
-5.0,2,7.697532
-5.0,2,7.708475
-7.02,1,7.71617
-5.0,2,7.731745
-7.02,1,7.735407
-5.0,1,7.743037
-5.0,1,7.749063
-5.0,1,7.759375
-5.0,1,7.76521
-5.0,1,7.771056
-5.0,1,7.777609
-5.0,1,7.784581
-5.0,1,7.788582
-5.0,1,7.7949
-5.0,1,7.801922
-5.0,1,7.806285
-5.0,1,7.81167
-5.0,1,7.81912
-5.0,1,7.827031
-5.0,1,7.833205
-5.0,3,7.852296
-5.0,1,7.858611
-5.0,2,7.869639
-5.0,1,7.875776
-5.0,1,7.881157
-5.0,1,7.886784
-5.0,1,7.892526
-5.0,1,7.897997
-5.0,2,7.912186
-5.0,1,7.91822
-5.0,3,7.934312
-5.0,1,7.94237
-5.0,1,7.949576
-5.0,1,7.955021
-5.0,1,7.9611
-5.0,1,7.965126
-5.0,1,7.971024
-5.0,1,7.978209
-5.0,1,7.985416
-5.0,1,7.990953
-5.0,1,7.99793
-5.0,1,8.002084
-5.0,2,8.015764
-5.0,1,8.024297
-5.0,2,8.042924
-5.0,1,8.049464
-5.0,1,8.057982
-5.0,1,8.063124
-5.0,1,8.070575
-5.0,1,8.074682
-5.0,2,8.087332
-5.0,1,8.093477
-5.0,1,8.097911
-7.02,1,8.10465
-5.0,2,8.118278
-5.0,1,8.122904
-5.0,1,8.130338
-5.0,1,8.134421
-5.0,1,8.140989
-5.0,1,8.147485
-5.0,1,8.154487
-5.0,1,8.161536
-5.0,1,8.166098
-5.0,2,8.18242
-5.0,2,8.195915
-5.0,1,8.200829
-5.0,1,8.205657
-5.0,1,8.210328
-5.0,1,8.217007
-5.0,2,8.230522
-5.0,2,8.243724
-5.0,1,8.25257
-5.0,1,8.257797
-5.0,1,8.26576
-5.0,1,8.271434
-5.0,1,8.278469
-5.0,1,8.283858
-5.0,1,8.288977
-5.0,1,8.297299
-5.0,1,8.303124
-5.0,1,8.310219
-5.0,1,8.316653
-5.0,1,8.324606
-5.0,1,8.331638
-5.0,1,8.338387
-5.0,1,8.343562
-5.0,1,8.352489
-5.0,1,8.363885
-5.0,1,8.369939
-5.0,1,8.379573
-5.0,1,8.385756
-5.0,1,8.393058
-5.0,1,8.397938
-5.0,3,8.422127
-5.0,1,8.429187
-5.0,1,8.433671
-5.0,1,8.440421
-5.0,1,8.446688
-5.0,1,8.455278
-5.0,1,8.462398
-5.0,1,8.46673
-5.0,3,8.488574
-5.0,2,8.503335
-5.0,1,8.50879
-5.0,2,8.521084
-5.0,1,8.528969
-5.0,1,8.535589
-5.0,1,8.540921
-5.0,1,8.54761
-5.0,1,8.556385
-5.0,1,8.561244
-5.0,1,8.566827
-5.0,1,8.573869
-5.0,1,8.579171
-5.0,1,8.58492
-5.0,1,8.592071
-5.0,2,8.604607
-5.0,1,8.611006
-5.0,1,8.619111
-5.0,2,8.630872
-5.0,1,8.637358
-5.0,2,8.649839
-5.0,1,8.656198
-5.0,2,8.67113
-5.0,1,8.677942
-5.0,1,8.681828
-5.0,4,8.705705
-5.0,1,8.711776
-5.0,1,8.717525
-5.0,1,8.72378
-5.0,1,8.730635
-5.0,1,8.736561
-5.0,1,8.743209
-5.0,3,8.759749
-5.0,2,8.777645
-5.0,1,8.782979
-7.02,1,8.788058
-5.0,1,8.793425
-5.0,1,8.800077
-5.0,1,8.80724
-5.0,1,8.81135
-5.0,1,8.819829
-5.0,1,8.825682
-5.0,2,8.836532
-2.5,1,8.844014
-5.0,1,8.851668
-5.0,1,8.855185
-5.0,1,8.862137
-5.0,1,8.871075
-5.0,1,8.874961
-5.0,1,8.880667
-5.0,1,8.888657
-5.0,1,8.894384
-5.0,1,8.901109
-5.0,2,8.913354
-5.0,2,8.925602
-5.0,1,8.931854
-5.0,2,8.944282
-5.0,1,8.950156
-5.0,1,8.956559
-5.0,1,8.961462
-5.0,1,8.968392
-5.0,2,8.981651
-5.0,1,8.987286
-5.0,1,8.991774
-5.0,1,8.998172
-5.0,1,9.004557
-5.0,1,9.011393
-5.0,1,9.017114
-5.0,1,9.023258
-5.0,1,9.029898
-7.02,1,9.036664
-5.0,1,9.042547
-5.0,1,9.048549
-5.0,1,9.056555
-5.0,1,9.060659
-5.0,1,9.067918
-5.0,1,9.07549
-5.0,1,9.081701
-5.0,1,9.086491
-5.0,1,9.093316
-5.0,2,9.106191
-5.0,1,9.113726
-5.0,1,9.120117
-5.0,1,9.126208
-5.0,1,9.133085
-5.0,1,9.138766
-5.0,1,9.144065
-5.0,1,9.153358
-2.02,1,9.158508
-5.0,2,9.170541
-5.0,1,9.177016
-5.0,1,9.18234
-5.0,1,9.189404
-5.0,1,9.195761
-5.0,1,9.201525
-5.0,1,9.210403
-5.0,1,9.215301
-5.0,1,9.21886
-5.0,1,9.227958
-5.0,1,9.233343
-5.0,2,9.246397
-5.0,1,9.253659
-5.0,2,9.265511
-5.0,1,9.274457
-5.0,1,9.279871
-5.0,1,9.286914
-5.0,1,9.29299
-5.0,1,9.297224
-5.0,1,9.304811
-5.0,1,9.311015
-5.0,1,9.315041
-5.0,2,9.326128
-5.0,1,9.331525
-5.0,2,9.345058
-5.0,1,9.350248
-5.0,2,9.361282
-5.0,1,9.366461
-5.0,1,9.373439
