#{"t_start": 1763362893.334886, "env_id": "None"}
r,l,t
-5.0,1,1.464457
-5.0,1,1.470563
-5.0,1,1.47676
-5.0,1,1.482037
-5.0,2,1.493384
-5.0,1,1.499743
-5.0,1,1.505924
-5.0,1,1.509879
-5.0,1,1.515221
-5.0,1,1.521727
-5.0,3,1.536339
-5.0,1,1.542452
-5.0,1,1.549898
-5.0,1,1.553745
-5.0,1,1.56192
-5.0,3,1.576538
-5.0,2,1.585969
-5.0,1,1.590343
-5.0,1,1.597657
-5.0,1,1.606807
-5.0,3,1.622547
-5.0,1,1.627192
-5.0,1,1.633548
-5.0,1,1.639703
-5.0,1,1.644435
-5.0,1,1.648646
-5.0,1,1.654293
-5.0,1,1.659959
-5.0,1,1.668877
-5.0,1,1.673338
-5.0,1,1.677775
-5.0,1,1.684576
-5.0,1,1.688877
-5.0,1,1.69602
-5.0,1,1.700536
-5.0,1,1.705924
-5.0,1,1.712856
-5.0,1,1.716863
-5.0,1,1.722926
-5.0,1,1.73077
-5.0,1,1.734747
-5.0,1,1.739727
-5.0,1,1.747117
-5.0,1,1.753192
-7.02,1,1.75793
-7.02,1,1.762821
-5.0,1,1.768012
-5.0,1,1.7751
-5.0,2,1.785119
-5.0,2,1.796453
-5.0,1,1.802099
-5.0,1,1.807605
-7.02,1,1.813445
-5.0,1,1.818719
-5.0,1,1.822607
-5.0,1,1.828954
-5.0,1,1.834042
-5.0,1,1.839699
-5.0,1,1.843892
-5.0,1,1.849555
-5.0,1,1.856359
-5.0,1,1.861575
-5.0,1,1.867591
-5.0,1,1.874963
-5.0,1,1.880121
-5.0,1,1.884692
-5.0,1,1.892607
-5.0,2,1.904085
-5.0,1,1.909284
-5.0,1,1.916178
-5.0,2,1.925955
-5.0,2,1.939468
-5.0,1,1.944345
-5.0,1,1.950374
-5.0,2,1.960006
-5.0,2,1.971261
-5.0,1,1.975689
-5.0,1,1.982563
-5.0,1,1.986926
-5.0,1,1.993333
-5.0,1,1.998177
-5.0,1,2.00683
-5.0,1,2.011339
-5.0,1,2.018277
-5.0,1,2.023856
-5.0,2,2.035631
-5.0,1,2.042108
-5.0,1,2.048995
-5.0,1,2.053454
-5.0,1,2.060695
-5.0,1,2.065383
-5.0,1,2.071373
-5.0,1,2.077258
-5.0,1,2.082762
-5.0,1,2.087337
-5.0,2,2.099951
-5.0,1,2.104497
-5.0,1,2.111869
-5.0,3,2.130099
-5.0,1,2.138557
-5.0,1,2.142849
-5.0,1,2.145962
-5.0,1,2.15427
-5.0,2,2.166022
-5.0,1,2.171439
-5.0,2,2.182704
-7.02,1,2.189318
-5.0,1,2.192792
-5.0,1,2.198642
-5.0,1,2.202291
-5.0,2,2.214675
-5.0,1,2.221896
-5.0,1,2.228464
-5.0,3,2.242999
-5.0,1,2.250988
-5.0,1,2.255194
-5.0,1,2.261282
-7.02,1,2.265506
-5.0,1,2.271778
-5.0,1,2.277166
-5.0,1,2.282429
-5.0,1,2.28921
-5.0,2,2.299633
-5.0,1,2.30639
-5.0,1,2.310442
-5.0,1,2.318041
-5.0,1,2.322252
-5.0,2,2.332978
-5.0,2,2.344185
-5.0,1,2.34916
-5.0,1,2.353998
-5.0,1,2.35777
-5.0,1,2.364372
-5.0,1,2.370507
-5.0,1,2.374558
-5.0,1,2.382065
-5.0,1,2.38797
-5.0,1,2.395691
-5.0,1,2.40142
-5.0,1,2.409829
-5.0,2,2.421888
-5.0,1,2.426419
-5.0,1,2.43492
-5.0,1,2.440089
-5.0,1,2.446099
-5.0,1,2.451922
-5.0,1,2.457301
-5.0,1,2.463336
-5.0,1,2.469388
-5.0,1,2.478504
-5.0,1,2.483796
-5.0,1,2.488558
-5.0,1,2.496465
-5.0,1,2.501
-5.0,1,2.5101
-5.0,1,2.517086
-5.0,1,2.522151
-5.0,1,2.529345
-5.0,1,2.53688
-5.0,1,2.541701
-5.0,1,2.548178
-5.0,3,2.566571
-5.0,1,2.571868
-5.0,1,2.576784
-5.0,1,2.582186
-5.0,1,2.593075
-5.0,1,2.597295
-5.0,1,2.605262
-5.0,1,2.610758
-5.0,1,2.614666
-5.0,1,2.622377
-5.0,1,2.627413
-5.0,1,2.635966
-5.0,1,2.640844
-5.0,1,2.647891
-5.0,1,2.658269
-5.0,1,2.663454
-5.0,2,2.676175
-5.0,1,2.685048
-5.0,1,2.689523
-5.0,1,2.698372
-5.0,1,2.705577
-5.0,2,2.717599
-5.0,2,2.731246
-5.0,1,2.739632
-5.0,1,2.744775
-5.0,1,2.752022
-5.0,1,2.759605
-5.0,1,2.768337
-5.0,2,2.777769
-5.0,2,2.791678
-5.0,1,2.798002
-5.0,1,2.805192
-5.0,1,2.812015
-5.0,1,2.816715
-5.0,1,2.82329
-5.0,1,2.828728
-7.02,1,2.835155
-5.0,1,2.84094
-5.0,1,2.847573
-5.0,1,2.853441
-5.0,1,2.859256
-5.0,1,2.864872
-7.02,1,2.873112
-5.0,1,2.877944
-5.0,1,2.887079
-5.0,1,2.891595
-5.0,1,2.900518
-5.0,1,2.908848
-5.0,1,2.91414
-5.0,1,2.920265
-5.0,1,2.927651
-5.0,1,2.934036
-5.0,1,2.938134
-5.0,1,2.945296
-5.0,1,2.951474
-7.02,1,2.959357
-5.0,2,2.973285
-5.0,2,2.988061
-5.0,1,2.997675
-5.0,1,3.004585
-5.0,1,3.010508
-5.0,1,3.019564
-5.0,1,3.022577
-5.0,1,3.029282
-5.0,2,3.039049
-5.0,1,3.044824
-5.0,1,3.052244
-5.0,1,3.056176
-5.0,1,3.06415
-5.0,1,3.068746
-5.0,1,3.073719
-5.0,1,3.080045
-5.0,1,3.085919
-5.0,1,3.092531
-5.0,1,3.096225
-5.0,1,3.102632
-5.0,2,3.113034
-5.0,1,3.117612
-5.0,1,3.125621
-5.0,1,3.131307
-5.0,1,3.136355
-5.0,1,3.140836
-5.0,1,3.148858
-5.0,1,3.154214
-5.0,1,3.160286
-5.0,1,3.165525
-5.0,1,3.16982
-5.0,1,3.176348
-7.02,1,3.180501
-5.0,1,3.18551
-5.0,1,3.191599
-5.0,1,3.195142
-5.0,2,3.209738
-5.0,1,3.214676
-5.0,1,3.219258
-5.0,1,3.226132
-5.0,1,3.232656
-5.0,1,3.23595
-5.0,1,3.241789
-5.0,1,3.247573
-2.02,1,3.252433
-5.0,2,3.265651
-5.0,1,3.273553
-5.0,1,3.279999
-5.0,1,3.285461
-5.0,1,3.29172
-5.0,1,3.295974
-5.0,1,3.301091
-5.0,1,3.308484
-5.0,2,3.319701
-5.0,1,3.323456
-5.0,1,3.327399
-5.0,1,3.336269
-5.0,1,3.340203
-5.0,1,3.34709
-5.0,1,3.351573
-5.0,1,3.355917
-2.02,1,3.360348
-5.0,1,3.367988
-7.02,3,3.384195
-2.02,1,3.390399
-5.0,1,3.396191
-5.0,1,3.401652
-5.0,1,3.407475
-5.0,1,3.413742
-5.0,1,3.419133
-5.0,1,3.423563
-5.0,1,3.429238
-5.0,1,3.434147
-5.0,1,3.439836
-5.0,2,3.453431
-5.0,1,3.459332
-5.0,1,3.46371
-5.0,1,3.470294
-5.0,1,3.474899
-5.0,2,3.48577
-7.02,1,3.491076
-5.0,2,3.501357
-5.0,1,3.50858
-5.0,2,3.519985
-5.0,1,3.525452
-5.0,1,3.533094
-5.0,2,3.546733
-5.0,1,3.553141
-5.0,1,3.558333
-5.0,1,3.566806
-5.0,1,3.572506
-5.0,1,3.578534
-5.0,1,3.585095
-5.0,2,3.598611
-5.0,1,3.603879
-5.0,1,3.610337
-5.0,1,3.615621
-5.0,1,3.622856
-5.0,1,3.630163
-5.0,1,3.638155
-5.0,1,3.64467
-5.0,1,3.653109
-5.0,1,3.658043
-5.0,2,3.669133
-5.0,1,3.676612
-5.0,1,3.682577
-5.0,1,3.689392
-5.0,2,3.702091
-5.0,1,3.707245
-5.0,1,3.714276
-5.0,1,3.719931
-5.0,1,3.725402
-5.0,1,3.731676
-5.0,1,3.74149
-5.0,1,3.746794
-5.0,1,3.752199
-5.0,1,3.757625
-5.0,1,3.766393
-5.0,1,3.772571
-7.02,2,3.785067
-5.0,1,3.793673
-5.0,1,3.797966
-5.0,1,3.808355
-5.0,3,3.824835
-5.0,1,3.830867
-5.0,1,3.837713
-5.0,1,3.84727
-5.0,2,3.861314
-5.0,1,3.868765
-5.0,1,3.872596
-5.0,2,3.884623
-5.0,1,3.890443
-5.0,1,3.897078
-5.0,1,3.901586
-5.0,1,3.906572
-5.0,1,3.913058
-5.0,1,3.920787
-5.0,1,3.927626
-5.0,1,3.934705
-5.0,1,3.942525
-5.0,4,3.966254
-5.0,1,3.976093
-5.0,1,3.98262
-5.0,1,3.987226
-5.0,1,3.994093
-5.0,2,4.005644
-5.0,1,4.012012
-5.0,1,4.019732
-5.0,1,4.02577
-5.0,2,4.035325
-5.0,1,4.042783
-5.0,1,4.047849
-5.0,1,4.053822
-5.0,1,4.061196
-5.0,2,4.073891
-5.0,1,4.080208
-5.0,1,4.085915
-5.0,2,4.097375
-5.0,1,4.103438
-5.0,1,4.109959
-5.0,1,4.117532
-5.0,1,4.120437
-5.0,2,4.134215
-5.0,1,4.141856
-5.0,2,4.153524
-5.0,1,4.159695
-5.0,1,4.167097
-5.0,1,4.1736
-5.0,2,4.184567
-5.0,1,4.191349
-5.0,1,4.196378
-5.0,1,4.201987
-5.0,1,4.212112
-5.0,1,4.217089
-5.0,1,4.223082
-5.0,2,4.23812
-5.0,1,4.243304
-5.0,1,4.249656
-5.0,1,4.256559
-5.0,1,4.261545
-5.0,1,4.269511
-5.0,1,4.273951
-5.0,1,4.280701
-5.0,1,4.287248
-5.0,1,4.291892
-5.0,1,4.300161
-5.0,1,4.305408
-5.0,1,4.315212
-5.0,1,4.320518
-5.0,2,4.332239
-5.0,1,4.337832
-5.0,1,4.345285
-5.0,1,4.351218
-5.0,2,4.363948
-5.0,1,4.372756
-5.0,1,4.379387
-5.0,1,4.3838
-5.0,1,4.390778
-5.0,1,4.394561
-5.0,2,4.407866
-5.0,2,4.420213
-5.0,1,4.429635
-5.0,2,4.440269
-5.0,1,4.449788
-5.0,1,4.454612
-5.0,1,4.462435
-5.0,2,4.47544
-5.0,1,4.484006
-5.0,2,4.498614
-5.0,1,4.502694
-5.0,1,4.51156
-5.0,1,4.516108
-5.0,2,4.528931
-5.0,1,4.535125
-5.0,1,4.543506
-5.0,1,4.54884
-5.0,2,4.560576
-5.0,1,4.566146
-5.0,1,4.573638
-5.0,1,4.579504
-5.0,2,4.59376
-5.0,3,4.611862
-5.0,1,4.620125
-5.0,2,4.632475
-5.0,1,4.639707
-5.0,1,4.647147
-5.0,1,4.650684
-5.0,1,4.657448
-5.0,1,4.661579
-5.0,1,4.668184
-5.0,1,4.673921
-5.0,1,4.679716
-5.0,1,4.687226
-5.0,1,4.6936
-5.0,1,4.70191
-5.0,1,4.709344
-5.0,1,4.71455
-5.0,1,4.720291
-5.0,1,4.728134
-5.0,1,4.734112
-5.0,1,4.740567
-5.0,1,4.748127
-5.0,1,4.754332
-7.02,1,4.758766
-5.0,1,4.766537
-5.0,1,4.77331
-5.0,1,4.781686
-5.0,1,4.787253
-5.0,1,4.79181
-5.0,1,4.797749
-5.0,1,4.805973
-5.0,1,4.810295
-5.0,1,4.820188
-5.0,1,4.824929
-5.0,1,4.832641
-5.0,1,4.838551
-5.0,1,4.845958
-5.0,1,4.850137
-5.0,1,4.856058
-5.0,1,4.865379
-5.0,2,4.87681
-5.0,1,4.883746
-7.02,1,4.88941
-5.0,2,4.906035
-5.0,1,4.913337
-5.0,1,4.918533
-5.0,1,4.92658
-5.0,1,4.933164
-5.0,1,4.938514
-5.0,1,4.945065
-5.0,1,4.951355
-5.0,2,4.964463
-5.0,1,4.971532
-5.0,1,4.976261
-5.0,1,4.983684
-5.0,1,4.988974
-5.0,2,4.9998
-5.0,1,5.010292
-5.0,2,5.022419
-5.0,1,5.030698
-5.0,1,5.037594
-5.0,1,5.048744
-5.0,1,5.055054
-5.0,1,5.059083
-5.0,1,5.065218
-5.0,3,5.085778
-5.0,1,5.090285
-5.0,1,5.099481
-5.0,1,5.105206
-5.0,1,5.10948
-5.0,2,5.124463
-5.0,1,5.130013
-5.0,1,5.136779
-5.0,1,5.146825
-5.0,1,5.150999
-5.0,1,5.157495
-5.0,1,5.164393
-5.0,1,5.173432
-5.0,1,5.178691
-5.0,1,5.186155
-5.0,1,5.191894
-5.0,1,5.199032
-5.0,1,5.203322
-5.0,1,5.210139
-5.0,1,5.216082
-5.0,1,5.220994
-5.0,1,5.229046
-5.0,1,5.235727
-5.0,1,5.241711
-2.02,2,5.253427
-5.0,1,5.257624
-5.0,1,5.266539
-5.0,1,5.271434
-5.0,2,5.285591
-5.0,1,5.291325
-5.0,1,5.297379
-5.0,2,5.310156
-5.0,2,5.322885
-5.0,2,5.337251
-5.0,1,5.343292
-5.0,1,5.351076
-5.0,1,5.360465
-5.0,1,5.36541
-5.0,2,5.378769
-5.0,2,5.392478
-5.0,1,5.39823
-5.0,1,5.405106
-5.0,1,5.412468
-5.0,2,5.424097
-5.0,1,5.431286
-5.0,1,5.438968
-5.0,1,5.445969
-5.0,1,5.451415
-5.0,1,5.456596
-5.0,1,5.462154
-5.0,2,5.474032
-5.0,1,5.480918
-5.0,1,5.487624
-5.0,1,5.495005
-5.0,1,5.499655
-5.0,1,5.507217
-5.0,2,5.51725
-5.0,1,5.524551
-5.0,1,5.53395
-5.0,1,5.537837
-5.0,1,5.546326
-5.0,3,5.562741
-5.0,2,5.576721
-5.0,1,5.582477
-5.0,1,5.588433
-5.0,1,5.594948
-5.0,1,5.599318
-5.0,1,5.60702
-5.0,2,5.621177
-5.0,1,5.626788
-5.0,1,5.638037
-5.0,1,5.643494
-5.0,1,5.651985
-5.0,1,5.657804
-5.0,1,5.664167
-5.0,1,5.669222
-5.0,1,5.676455
-5.0,1,5.683989
-5.0,1,5.691913
-5.0,1,5.697774
-5.0,1,5.702505
-5.0,1,5.708474
-5.0,3,5.727328
-5.0,1,5.734816
-5.0,1,5.741128
-5.0,1,5.746768
-5.0,1,5.751802
-5.0,1,5.756554
-5.0,1,5.765912
-5.0,1,5.772139
-5.0,1,5.777147
-5.0,1,5.78429
-5.0,1,5.790602
-7.02,1,5.795494
-5.0,4,5.821866
-7.02,1,5.825669
-5.0,1,5.833989
-5.0,1,5.839565
-5.0,1,5.847714
-5.0,1,5.854701
-5.0,1,5.862014
-5.0,1,5.866712
-5.0,1,5.874204
-5.0,2,5.885
-5.0,1,5.891044
-5.0,2,5.905507
-5.0,3,5.923028
-5.0,1,5.930046
-5.0,1,5.938587
-5.0,1,5.944151
-5.0,1,5.952143
-5.0,1,5.958851
-5.0,2,5.97507
-5.0,1,5.980731
-5.0,1,5.987099
-5.0,1,5.994717
-5.0,1,6.001978
-5.0,1,6.006994
-5.0,1,6.012606
-5.0,1,6.019327
-5.0,3,6.040504
-5.0,1,6.048022
-5.0,3,6.068508
-5.0,1,6.074529
-5.0,1,6.079478
-5.0,1,6.087032
-5.0,1,6.094587
-5.0,1,6.101395
-5.0,2,6.112944
-5.0,1,6.118228
-5.0,1,6.123079
-5.0,1,6.129946
-5.0,1,6.134959
-5.0,1,6.142791
-5.0,1,6.148561
-5.0,1,6.156986
-5.0,1,6.161371
-5.0,1,6.167448
-5.0,3,6.186703
-5.0,2,6.198316
-5.0,1,6.204521
-5.0,1,6.211972
-5.0,1,6.216429
-5.0,2,6.231212
-5.0,1,6.2367
-5.0,1,6.245159
-5.0,2,6.257056
-5.0,1,6.26236
-5.0,2,6.276295
-5.0,1,6.283237
-5.0,1,6.288495
-5.0,1,6.296592
-5.0,2,6.307175
-5.0,1,6.314817
-5.0,2,6.326164
-5.0,1,6.334332
-5.0,1,6.340461
-5.0,1,6.349305
-5.0,1,6.353135
-5.0,1,6.360617
-5.0,1,6.366157
-5.0,1,6.372267
-5.0,2,6.385724
-5.0,3,6.404686
-5.0,1,6.411291
-5.0,1,6.417577
-5.0,1,6.42414
-5.0,1,6.430976
-5.0,2,6.441361
-5.0,1,6.449421
-5.0,1,6.456137
-5.0,1,6.461315
-5.0,1,6.467178
-5.0,2,6.481634
-5.0,2,6.49309
-5.0,1,6.49754
-5.0,1,6.506459
-5.0,1,6.512754
-5.0,1,6.517936
-5.0,1,6.524426
-5.0,1,6.531519
-5.0,1,6.539081
-5.0,1,6.548104
-5.0,1,6.552352
-5.0,1,6.562449
-5.0,1,6.567621
-5.0,1,6.57736
-5.0,1,6.581817
-5.0,1,6.589718
-5.0,2,6.600543
-5.0,1,6.606337
-5.0,1,6.61727
-5.0,1,6.622648
-5.0,1,6.630976
-5.0,1,6.634769
-5.0,1,6.641124
-5.0,1,6.6467
-5.0,1,6.65467
-5.0,1,6.659747
-5.0,2,6.672152
-5.0,3,6.690824
-5.0,1,6.696484
-7.02,1,6.701262
-5.0,1,6.706982
-5.0,2,6.721894
-5.0,1,6.729253
-5.0,1,6.733847
-5.0,1,6.739509
-5.0,1,6.745378
-5.0,1,6.752529
-5.0,1,6.75675
-5.0,1,6.763702
-5.0,1,6.771051
-5.0,1,6.778232
-5.0,1,6.786019
-5.0,1,6.79083
-5.0,1,6.798117
-5.0,1,6.805547
-5.0,2,6.815541
-5.0,1,6.822875
-5.0,1,6.827197
-5.0,1,6.833773
-5.0,1,6.840804
-5.0,1,6.849759
-5.0,3,6.864117
-5.0,1,6.874938
-5.0,1,6.879539
-5.0,1,6.889491
-5.0,1,6.894478
-5.0,2,6.905936
-5.0,1,6.915171
-5.0,1,6.920694
-5.0,1,6.925442
-5.0,2,6.94025
-5.0,4,6.967913
-5.0,1,6.97414
-5.0,1,6.983394
-5.0,1,6.990407
-5.0,2,7.001682
-5.0,2,7.013912
-5.0,1,7.020618
-5.0,1,7.026066
-5.0,1,7.031499
-5.0,1,7.0387
-5.0,1,7.043864
-5.0,1,7.050415
-5.0,1,7.056337
-5.0,1,7.062497
-5.0,1,7.067771
-5.0,1,7.073916
-5.0,1,7.082449
-5.0,1,7.088126
-5.0,1,7.094521
-7.02,1,7.100358
-5.0,2,7.111806
-5.0,2,7.126513
-5.0,1,7.131471
-5.0,1,7.13963
-5.0,1,7.147545
-5.0,1,7.156228
-5.0,1,7.16218
-5.0,1,7.166398
-5.0,1,7.174379
-5.0,1,7.180454
-5.0,1,7.188623
-5.0,1,7.194798
-5.0,4,7.217008
-5.0,1,7.22363
-5.0,1,7.229904
-5.0,1,7.237955
-5.0,2,7.251753
-5.0,2,7.262988
-5.0,1,7.270159
-5.0,1,7.277514
-5.0,1,7.282163
-5.0,1,7.28819
-5.0,1,7.296291
-5.0,1,7.299846
-5.0,1,7.308376
-5.0,1,7.314087
-5.0,1,7.31866
-5.0,2,7.333028
-7.02,1,7.339272
-5.0,1,7.346281
-5.0,1,7.35101
-5.0,1,7.356722
-5.0,1,7.361692
-5.0,1,7.367914
-5.0,1,7.375525
-5.0,1,7.379948
-5.0,1,7.387852
-5.0,1,7.392411
-5.0,1,7.401552
-5.0,1,7.405978
-5.0,1,7.412974
-5.0,1,7.417171
-5.0,1,7.426967
-5.0,1,7.432291
-5.0,1,7.439695
-5.0,1,7.446053
-5.0,2,7.458507
-5.0,1,7.463923
-5.0,1,7.471099
-5.0,1,7.480049
-5.0,1,7.485541
-5.0,1,7.492486
-5.0,1,7.496886
-5.0,3,7.515094
-5.0,2,7.527136
-5.0,1,7.534818
-5.0,1,7.541143
-5.0,1,7.546606
-5.0,1,7.550519
-5.0,1,7.557608
-5.0,1,7.56892
-5.0,1,7.575656
-5.0,1,7.581628
-5.0,1,7.587452
-5.0,2,7.598145
-5.0,1,7.607029
-5.0,1,7.611647
-5.0,1,7.618416
-5.0,1,7.626452
-5.0,1,7.631689
-5.0,1,7.638353
-7.02,1,7.644292
-5.0,1,7.652385
-5.0,1,7.658169
-5.0,1,7.664935
-5.0,1,7.670973
-5.0,1,7.678011
-5.0,1,7.684011
-5.0,1,7.689606
-5.0,1,7.697135
-7.02,1,7.702243
-5.0,2,7.718215
-5.0,3,7.736254
-5.0,1,7.74423
-5.0,1,7.754111
-5.0,1,7.760505
-5.0,1,7.765445
-5.0,1,7.7697
-5.0,1,7.776777
-5.0,1,7.782837
-5.0,1,7.789739
-5.0,2,7.801421
-5.0,1,7.807908
-5.0,1,7.813963
-5.0,1,7.8184
-5.0,2,7.832807
-5.0,1,7.840705
-5.0,1,7.845461
-5.0,1,7.850587
-5.0,1,7.857656
-5.0,1,7.862726
-5.0,1,7.868492
-5.0,1,7.87431
-5.0,1,7.879905
-5.0,1,7.884739
-5.0,1,7.893152
-5.0,1,7.898143
-5.0,1,7.905765
-5.0,1,7.910729
-5.0,2,7.92275
-5.0,1,7.928398
-5.0,1,7.936152
-7.02,2,7.948065
-5.0,1,7.953847
-5.0,1,7.959249
-5.0,1,7.965357
-5.0,2,7.976019
-5.0,1,7.984381
-5.0,1,7.991867
-7.02,1,7.998614
-5.0,1,8.00243
-5.0,1,8.009194
-5.0,1,8.026344
-5.0,1,8.030316
-5.0,1,8.039506
-2.02,1,8.044499
-5.0,1,8.052
-5.0,1,8.057095
-5.0,1,8.061771
-5.0,2,8.074683
-5.0,1,8.080935
-5.0,1,8.085896
-5.0,1,8.09184
-5.0,2,8.105501
-5.0,1,8.111314
-5.0,1,8.117314
-5.0,1,8.122553
-5.0,1,8.128423
-5.0,1,8.136052
-5.0,1,8.142061
-5.0,1,8.149336
-5.0,1,8.154997
-5.0,1,8.162059
-5.0,1,8.169192
-5.0,1,8.175047
-5.0,1,8.18203
-5.0,1,8.188311
-5.0,2,8.200838
-7.02,1,8.205992
-5.0,1,8.214461
-5.0,1,8.21812
-5.0,1,8.226139
-5.0,1,8.233736
-5.0,1,8.239346
-5.0,1,8.247346
-5.0,2,8.258542
-5.0,2,8.272225
-5.0,1,8.277552
-5.0,1,8.285315
-5.0,1,8.29161
-5.0,2,8.304938
-5.0,1,8.310159
-5.0,1,8.317488
-5.0,1,8.322732
-5.0,1,8.335428
-5.0,1,8.341963
-5.0,1,8.352097
-5.0,1,8.358165
-5.0,1,8.366725
-5.0,1,8.371587
-5.0,1,8.379303
-5.0,1,8.386927
-5.0,1,8.394669
-5.0,1,8.401597
-5.0,1,8.407508
-5.0,1,8.414309
-5.0,1,8.422253
-5.0,1,8.426004
-5.0,2,8.442166
-5.0,1,8.448514
-5.0,1,8.453819
-5.0,1,8.461874
-5.0,1,8.467018
-5.0,4,8.495319
-5.0,1,8.501721
-5.0,1,8.508267
-5.0,1,8.51373
-5.0,1,8.522929
-5.0,1,8.528873
-5.0,1,8.537752
-5.0,1,8.542674
-5.0,1,8.54896
-5.0,2,8.561012
-5.0,2,8.574926
-5.0,1,8.578812
-5.0,1,8.586257
-2.02,1,8.591043
-5.0,1,8.597145
-5.0,1,8.605049
-5.0,1,8.612002
-5.0,1,8.616558
-5.0,1,8.624662
-5.0,1,8.629801
-5.0,1,8.636103
-5.0,1,8.643821
-5.0,2,8.658682
-5.0,1,8.664392
-5.0,1,8.670546
-5.0,1,8.675488
-5.0,2,8.687775
-5.0,1,8.695167
-7.02,1,8.69966
-5.0,1,8.707415
-5.0,1,8.712101
-5.0,1,8.718834
-5.0,2,8.733056
-5.0,2,8.742927
-5.0,1,8.750356
-5.0,2,8.762954
-5.0,1,8.770119
-5.0,1,8.776716
-5.0,1,8.781336
-5.0,1,8.786993
-5.0,1,8.795022
-5.0,1,8.799508
-5.0,1,8.806247
-5.0,1,8.813576
-5.0,1,8.817416
-5.0,1,8.823367
-5.0,1,8.830128
-5.0,1,8.836906
-5.0,1,8.844531
-5.0,1,8.850577
-5.0,1,8.856933
-5.0,1,8.862273
-5.0,1,8.869531
-5.0,2,8.883609
-5.0,1,8.888573
-5.0,1,8.895428
-5.0,1,8.901908
-5.0,1,8.908113
-5.0,1,8.91416
-5.0,2,8.925521
-5.0,1,8.930703
-5.0,1,8.935545
-5.0,1,8.943455
-5.0,1,8.950148
-5.0,1,8.95632
-5.0,1,8.960733
-5.0,2,8.974371
-5.0,1,8.9786
-5.0,1,8.986651
-5.0,1,8.993038
-5.0,1,8.999809
-5.0,1,9.003871
-5.0,1,9.012481
-5.0,1,9.0191
-5.0,1,9.023002
-5.0,2,9.034509
-5.0,2,9.050277
-5.0,1,9.057346
-5.0,1,9.062111
-5.0,1,9.067416
-5.0,1,9.076062
-5.0,1,9.08036
-5.0,1,9.08929
-5.0,1,9.094109
-5.0,2,9.107297
-5.0,1,9.112752
-5.0,2,9.127405
-5.0,1,9.133719
-5.0,1,9.138824
-5.0,2,9.150863
-5.0,1,9.157762
-5.0,1,9.164735
-5.0,2,9.175311
-5.0,1,9.184149
-5.0,1,9.187842
-5.0,1,9.194445
-5.0,1,9.201309
-5.0,1,9.209958
-5.0,1,9.21613
-5.0,1,9.220916
-5.0,2,9.23314
-5.0,1,9.240754
-5.0,1,9.246877
-5.0,2,9.262201
-5.0,1,9.266403
-5.0,2,9.279319
-5.0,1,9.2852
-5.0,1,9.291386
-5.0,1,9.29718
-7.02,2,9.308653
-7.02,1,9.313794
-5.0,1,9.321419
-5.0,1,9.326226
-5.0,1,9.330727
-5.0,1,9.335597
-5.0,4,9.361323
-5.0,1,9.366747
-5.0,1,9.374371
-5.0,2,9.38585
-5.0,2,9.395211
-5.0,1,9.401912
-5.0,1,9.409289
-5.0,1,9.415782
-5.0,1,9.421895
-5.0,1,9.426928
-5.0,1,9.434693
-5.0,1,9.440785
-5.0,1,9.449491
-5.0,1,9.453852
-5.0,1,9.459992
-5.0,3,9.47769
-5.0,2,9.492194
-5.0,1,9.498456
-5.0,1,9.50516
-5.0,1,9.512732
-5.0,1,9.51794
-5.0,1,9.525476
-5.0,1,9.532845
-5.0,1,9.540494
