#{"t_start": 1763362893.3279674, "env_id": "None"}
r,l,t
-5.0,1,1.472456
-5.0,3,1.490356
-5.0,1,1.493519
-5.0,1,1.499799
-5.0,2,1.511787
-5.0,1,1.517988
-5.0,1,1.522555
-5.0,1,1.527758
-5.0,1,1.532596
-5.0,1,1.539002
-5.0,1,1.544412
-2.142857,1,1.550062
-5.0,1,1.557449
-5.0,1,1.561105
-5.0,1,1.567251
-5.0,1,1.573454
-5.0,1,1.577673
-5.0,2,1.587525
-5.0,1,1.593596
-5.0,2,1.605181
-5.0,1,1.614026
-5.0,1,1.620666
-5.0,2,1.629724
-5.0,1,1.634702
-5.0,2,1.646067
-5.0,1,1.650769
-5.0,1,1.656832
-5.0,1,1.662177
-5.0,1,1.666029
-5.0,1,1.672554
-5.0,1,1.680462
-5.0,1,1.68566
-5.0,1,1.690723
-5.0,1,1.696747
-5.0,1,1.701234
-5.0,1,1.707918
-5.0,2,1.720048
-5.0,1,1.726536
-5.0,1,1.731489
-5.0,1,1.736778
-5.0,1,1.742481
-5.0,1,1.748192
-5.0,1,1.753222
-5.0,1,1.758885
-5.0,2,1.771111
-5.0,2,1.77965
-5.0,1,1.786505
-5.0,1,1.793843
-5.0,1,1.79699
-5.0,1,1.803778
-5.0,1,1.808527
-5.0,2,1.819473
-5.0,1,1.826135
-7.02,1,1.829555
-5.0,1,1.836526
-5.0,1,1.841912
-5.0,1,1.845694
-5.0,1,1.852014
-5.0,1,1.855399
-5.0,2,1.869927
-5.0,1,1.875762
-5.0,1,1.880119
-5.0,1,1.887308
-5.0,1,1.894387
-5.0,1,1.897415
-5.0,1,1.902255
-5.0,1,1.910561
-5.0,1,1.917008
-5.0,1,1.923816
-5.0,1,1.92822
-5.0,3,1.945307
-5.0,3,1.96189
-5.0,3,1.977526
-5.0,1,1.984052
-5.0,1,1.988796
-5.0,1,1.995047
-5.0,1,1.998229
-5.0,1,2.006751
-5.0,2,2.017712
-5.0,1,2.024817
-5.0,1,2.029428
-5.0,1,2.036412
-5.0,1,2.043208
-5.0,1,2.050308
-5.0,1,2.054629
-5.0,1,2.061126
-5.0,1,2.065908
-5.0,2,2.079359
-5.0,1,2.084452
-5.0,1,2.090533
-5.0,1,2.095046
-5.0,1,2.101122
-5.0,1,2.104937
-5.0,1,2.111694
-5.0,2,2.124428
-5.0,1,2.12962
-5.0,1,2.135849
-5.0,1,2.144859
-5.0,1,2.149091
-5.0,1,2.155512
-5.0,1,2.161667
-5.0,1,2.166725
-5.0,1,2.173912
-5.0,1,2.179367
-5.0,1,2.184085
-5.0,1,2.18897
-5.0,1,2.196056
-5.0,1,2.199507
-5.0,3,2.21559
-5.0,1,2.223525
-5.0,2,2.235663
-5.0,1,2.240655
-5.0,1,2.245533
-5.0,1,2.250666
-5.0,2,2.262199
-5.0,2,2.271908
-5.0,1,2.27823
-5.0,1,2.284524
-5.0,1,2.288721
-5.0,2,2.302136
-5.0,1,2.307522
-5.0,1,2.312097
-5.0,1,2.319154
-5.0,1,2.323979
-5.0,1,2.329626
-5.0,1,2.333711
-5.0,1,2.338806
-5.0,1,2.345438
-5.0,1,2.349587
-5.0,1,2.356581
-5.0,1,2.360108
-5.0,1,2.364082
-5.0,1,2.371779
-5.0,1,2.375683
-5.0,1,2.380914
-5.0,2,2.393411
-5.0,1,2.398643
-5.0,1,2.411762
-5.0,2,2.423242
-5.0,1,2.428418
-5.0,2,2.44045
-5.0,1,2.447275
-5.0,1,2.453199
-5.0,2,2.465206
-5.0,1,2.472408
-5.0,1,2.479083
-5.0,1,2.485155
-5.0,1,2.490865
-5.0,2,2.502408
-5.0,1,2.509744
-5.0,2,2.522099
-5.0,1,2.531666
-7.02,1,2.536729
-5.0,1,2.541453
-5.0,1,2.54769
-5.0,1,2.554861
-5.0,2,2.565784
-5.0,1,2.572784
-5.0,2,2.584083
-5.0,1,2.590308
-5.0,1,2.596831
-5.0,1,2.605975
-5.0,1,2.609932
-5.0,1,2.61789
-5.0,1,2.622334
-5.0,2,2.633032
-5.0,2,2.647605
-5.0,1,2.657754
-5.0,1,2.662966
-5.0,1,2.670309
-5.0,1,2.676117
-5.0,3,2.69576
-5.0,1,2.705756
-5.0,1,2.712737
-5.0,1,2.720377
-5.0,2,2.732302
-5.0,1,2.738764
-5.0,1,2.744667
-5.0,1,2.750894
-5.0,1,2.756497
-5.0,1,2.76664
-5.0,2,2.7792
-5.0,1,2.785937
-2.02,1,2.791169
-5.0,1,2.797863
-5.0,1,2.805352
-5.0,1,2.811402
-5.0,1,2.818079
-5.0,1,2.824743
-5.0,4,2.847744
-5.0,1,2.853814
-5.0,2,2.865132
-5.0,1,2.873131
-5.0,1,2.878941
-5.0,2,2.891332
-5.0,1,2.897699
-5.0,3,2.920157
-5.0,1,2.927354
-5.0,2,2.939456
-5.0,1,2.947093
-5.0,1,2.951154
-5.0,1,2.960123
-5.0,1,2.967045
-5.0,1,2.9734
-5.0,1,2.980459
-5.0,1,2.98888
-5.0,1,2.996631
-5.0,1,3.001998
-5.0,1,3.010212
-5.0,1,3.017936
-5.0,1,3.023966
-5.0,1,3.029407
-5.0,1,3.036875
-5.0,2,3.047947
-5.0,3,3.064884
-5.0,1,3.068202
-5.0,1,3.074172
-5.0,1,3.083007
-5.0,1,3.086506
-5.0,1,3.093925
-5.0,1,3.098926
-5.0,1,3.103577
-5.0,1,3.109816
-5.0,1,3.114717
-5.0,1,3.120413
-5.0,1,3.126071
-5.0,1,3.131719
-5.0,1,3.137756
-5.0,1,3.142404
-5.0,1,3.148115
-5.0,1,3.152536
-5.0,1,3.159398
-2.02,1,3.166611
-5.0,1,3.170278
-5.0,1,3.17693
-5.0,1,3.182092
-5.0,1,3.187956
-5.0,1,3.192082
-5.0,1,3.197466
-5.0,1,3.201746
-5.0,1,3.210104
-5.0,1,3.215188
-5.0,1,3.221021
-7.02,1,3.22524
-5.0,1,3.232042
-5.0,1,3.238185
-5.0,2,3.248952
-5.0,1,3.254214
-5.0,1,3.258064
-5.0,1,3.266074
-5.0,1,3.273234
-5.0,1,3.280044
-5.0,1,3.287294
-5.0,2,3.296908
-5.0,1,3.303057
-5.0,1,3.309117
-5.0,1,3.315241
-5.0,2,3.324603
-5.0,1,3.331311
-5.0,1,3.336608
-5.0,1,3.342182
-5.0,1,3.346297
-5.0,1,3.35252
-5.0,1,3.357698
-5.0,2,3.368906
-5.0,1,3.373446
-5.0,1,3.378365
-5.0,1,3.386451
-5.0,3,3.403395
-5.0,1,3.410172
-5.0,1,3.414779
-5.0,1,3.420608
-5.0,1,3.423895
-5.0,1,3.4301
-5.0,1,3.435592
-5.0,1,3.440762
-5.0,1,3.447427
-5.0,1,3.453216
-5.0,1,3.459273
-5.0,2,3.471464
-5.0,1,3.477785
-5.0,1,3.481464
-5.0,2,3.493826
-5.0,1,3.497818
-5.0,1,3.502209
-5.0,1,3.50926
-5.0,1,3.514687
-5.0,1,3.519226
-5.0,1,3.526722
-5.0,1,3.532779
-5.0,1,3.537479
-5.0,1,3.545721
-5.0,1,3.55076
-5.0,1,3.557952
-5.0,2,3.571679
-5.0,1,3.579492
-5.0,1,3.584608
-5.0,1,3.592276
-5.0,1,3.599325
-5.0,2,3.611475
-5.0,1,3.614822
-5.0,1,3.622722
-5.0,1,3.629353
-5.0,2,3.643579
-5.0,1,3.650783
-5.0,1,3.657781
-5.0,1,3.663867
-5.0,1,3.67002
-5.0,1,3.679278
-5.0,1,3.68565
-5.0,2,3.695299
-5.0,2,3.709254
-5.0,1,3.71436
-5.0,1,3.719646
-5.0,1,3.725025
-5.0,1,3.734387
-5.0,1,3.740064
-5.0,2,3.754036
-5.0,1,3.758982
-5.0,2,3.772585
-5.0,2,3.785884
-5.0,1,3.792961
-5.0,1,3.798619
-5.0,1,3.807549
-5.0,2,3.820509
-5.0,1,3.827247
-5.0,1,3.831698
-5.0,1,3.839867
-5.0,1,3.846187
-5.0,2,3.861254
-5.0,1,3.868042
-5.0,1,3.875529
-5.0,1,3.879315
-5.0,1,3.887372
-5.0,1,3.892009
-5.0,2,3.902945
-5.0,1,3.908423
-5.0,1,3.91642
-5.0,1,3.922186
-5.0,2,3.935244
-5.0,1,3.941293
-5.0,1,3.950198
-5.0,1,3.955329
-5.0,2,3.969342
-5.0,1,3.972685
-5.0,2,3.986324
-5.0,1,3.993968
-5.0,1,3.999725
-5.0,1,4.007087
-5.0,1,4.013125
-5.0,1,4.020601
-5.0,1,4.025891
-5.0,1,4.030708
-5.0,1,4.036484
-5.0,1,4.041853
-5.0,1,4.050205
-5.0,4,4.073035
-5.0,1,4.079045
-5.0,1,4.086184
-5.0,1,4.092439
-5.0,1,4.099249
-5.0,1,4.104515
-5.0,1,4.110391
-5.0,1,4.11687
-5.0,2,4.128228
-5.0,1,4.134157
-5.0,1,4.144618
-5.0,1,4.148245
-5.0,1,4.15388
-5.0,1,4.161616
-5.0,1,4.166323
-5.0,2,4.180798
-5.0,1,4.186093
-5.0,1,4.192467
-5.0,1,4.197001
-5.0,1,4.203793
-5.0,1,4.209097
-5.0,1,4.216926
-5.0,1,4.222713
-5.0,2,4.238409
-5.0,2,4.252203
-5.0,1,4.256785
-5.0,1,4.264068
-5.0,2,4.276719
-5.0,1,4.28288
-5.0,1,4.288017
-5.0,2,4.300823
-5.0,1,4.305551
-5.0,1,4.31274
-5.0,1,4.320722
-5.0,1,4.326574
-5.0,1,4.331995
-5.0,1,4.33963
-5.0,1,4.343458
-5.0,1,4.348634
-5.0,3,4.371068
-5.0,1,4.380034
-5.0,1,4.386195
-5.0,1,4.391102
-5.0,1,4.395402
-5.0,1,4.401531
-5.0,3,4.423144
-5.0,1,4.428278
-5.0,1,4.434731
-5.0,1,4.442929
-5.0,2,4.456308
-2.02,1,4.462033
-5.0,1,4.468918
-5.0,1,4.47688
-5.0,1,4.483382
-5.0,1,4.489854
-5.0,1,4.496228
-5.0,1,4.502322
-5.0,1,4.509701
-5.0,1,4.517679
-5.0,1,4.522813
-5.0,1,4.529475
-5.0,2,4.543529
-5.0,1,4.550481
-5.0,1,4.557968
-5.0,2,4.566735
-5.0,2,4.581629
-5.0,1,4.585905
-5.0,1,4.595524
-5.0,1,4.60044
-5.0,1,4.606868
-5.0,1,4.612248
-5.0,1,4.6201
-5.0,1,4.625462
-5.0,1,4.632966
-5.0,2,4.647256
-5.0,1,4.651936
-5.0,1,4.659485
-5.0,1,4.662995
-5.0,1,4.669815
-5.0,1,4.674228
-5.0,1,4.680204
-5.0,4,4.708214
-5.0,1,4.714415
-5.0,1,4.720024
-5.0,1,4.728904
-5.0,1,4.732863
-5.0,2,4.747576
-5.0,1,4.755051
-5.0,1,4.761088
-5.0,1,4.766412
-5.0,1,4.773517
-5.0,1,4.781185
-5.0,1,4.785815
-5.0,1,4.792181
-5.0,3,4.810947
-5.0,1,4.818036
-5.0,2,4.833214
-5.0,1,4.840026
-5.0,1,4.846853
-5.0,1,4.851866
-5.0,1,4.856735
-5.0,1,4.864397
-5.0,1,4.87042
-5.0,1,4.876623
-5.0,2,4.888384
-5.0,1,4.895055
-5.0,1,4.902454
-5.0,2,4.919769
-5.0,1,4.925971
-5.0,1,4.933874
-5.0,1,4.939168
-5.0,3,4.958384
-5.0,1,4.96383
-5.0,1,4.972545
-5.0,1,4.976262
-5.0,1,4.982256
-5.0,1,4.988022
-7.02,1,4.995687
-5.0,1,5.003434
-5.0,2,5.01444
-5.0,2,5.031437
-5.0,1,5.03887
-5.0,1,5.042366
-5.0,1,5.053007
-5.0,1,5.061172
-5.0,1,5.066219
-5.0,1,5.073531
-5.0,2,5.085262
-5.0,1,5.090096
-5.0,1,5.099061
-5.0,3,5.117815
-7.02,2,5.130862
-5.0,1,5.137509
-5.0,1,5.145248
-5.0,1,5.152713
-5.0,1,5.157439
-5.0,1,5.163748
-5.0,1,5.170349
-5.0,1,5.178925
-5.0,1,5.18648
-5.0,1,5.191903
-5.0,3,5.20966
-7.02,2,5.222347
-5.0,2,5.236819
-5.0,1,5.241191
-5.0,1,5.249355
-5.0,1,5.254197
-5.0,2,5.265397
-5.0,2,5.279421
-2.02,1,5.284212
-5.0,1,5.291116
-5.0,1,5.296573
-5.0,1,5.301899
-5.0,1,5.312814
-5.0,1,5.319151
-5.0,1,5.322759
-5.0,1,5.330888
-5.0,1,5.336601
-5.0,1,5.344069
-5.0,1,5.352092
-5.0,1,5.35845
-5.0,1,5.366524
-5.0,1,5.372658
-5.0,2,5.387509
-5.0,1,5.39243
-5.0,1,5.399906
-5.0,1,5.404225
-5.0,1,5.412028
-5.0,1,5.417894
-5.0,1,5.427179
-5.0,1,5.432564
-5.0,1,5.438555
-5.0,2,5.451128
-5.0,2,5.465171
-5.0,1,5.469535
-5.0,1,5.476878
-5.0,1,5.480797
-5.0,2,5.493691
-5.0,1,5.499081
-5.0,1,5.506332
-5.0,2,5.519435
-5.0,1,5.52558
-5.0,3,5.545438
-5.0,1,5.552322
-5.0,1,5.557223
-5.0,1,5.563581
-5.0,1,5.569493
-5.0,1,5.57621
-5.0,1,5.582944
-5.0,1,5.587999
-5.0,1,5.595561
-5.0,1,5.60095
-5.0,1,5.607677
-5.0,1,5.615563
-5.0,1,5.620553
-5.0,1,5.62741
-5.0,1,5.636875
-5.0,1,5.642138
-5.0,3,5.666218
-5.0,1,5.670261
-5.0,1,5.677035
-5.0,1,5.684271
-5.0,1,5.690928
-5.0,2,5.703766
-5.0,1,5.709716
-5.0,1,5.71472
-5.0,1,5.722721
-5.0,1,5.729538
-5.0,2,5.741551
-5.0,1,5.747155
-5.0,1,5.753365
-5.0,1,5.759067
-5.0,1,5.765774
-5.0,1,5.770663
-5.0,3,5.790094
-5.0,1,5.795289
-5.0,1,5.803324
-5.0,1,5.810162
-5.0,1,5.814978
-5.0,1,5.821186
-5.0,1,5.827049
-5.0,1,5.833304
-5.0,1,5.842761
-5.0,1,5.847611
-5.0,1,5.854514
-5.0,2,5.868586
-5.0,1,5.875477
-5.0,2,5.886148
-5.0,1,5.891816
-5.0,1,5.897706
-5.0,1,5.903933
-5.0,1,5.911879
-5.0,1,5.917742
-5.0,1,5.923488
-5.0,1,5.929769
-5.0,1,5.935968
-5.0,1,5.94596
-5.0,1,5.953612
-5.0,1,5.960213
-5.0,1,5.96681
-5.0,1,5.972759
-7.02,1,5.978588
-5.0,1,5.988137
-5.0,2,6.003076
-5.0,1,6.00749
-5.0,1,6.012667
-5.0,1,6.020643
-5.0,1,6.0253
-5.0,1,6.032579
-5.0,1,6.040586
-5.0,1,6.047472
-5.0,1,6.053488
-5.0,1,6.061015
-5.0,1,6.067489
-5.0,3,6.085716
-5.0,1,6.094216
-5.0,1,6.102473
-5.0,1,6.108661
-5.0,1,6.112259
-5.0,1,6.119081
-5.0,1,6.125223
-5.0,1,6.131998
-7.02,1,6.137034
-5.0,1,6.143022
-5.0,1,6.149361
-5.0,1,6.156086
-5.0,1,6.163596
-5.0,2,6.177015
-5.0,1,6.183068
-5.0,1,6.187916
-5.0,1,6.192312
-5.0,3,6.21048
-5.0,1,6.217654
-5.0,1,6.225527
-5.0,1,6.232561
-5.0,1,6.239755
-5.0,3,6.26014
-5.0,1,6.264964
-5.0,2,6.275347
-5.0,1,6.283504
-5.0,3,6.30313
-5.0,3,6.322838
-5.0,1,6.327226
-5.0,2,6.341841
-5.0,1,6.348106
-5.0,2,6.361403
-5.0,1,6.366477
-5.0,1,6.3731
-5.0,2,6.385263
-5.0,1,6.394305
-5.0,1,6.401065
-5.0,1,6.406788
-5.0,1,6.412844
-5.0,1,6.419664
-5.0,1,6.425304
-5.0,1,6.430711
-5.0,1,6.437112
-5.0,1,6.44209
-5.0,1,6.447055
-5.0,1,6.455804
-5.0,1,6.462783
-5.0,1,6.4672
-5.0,1,6.474688
-5.0,2,6.48908
-5.0,1,6.494736
-5.0,2,6.504793
-5.0,1,6.51294
-5.0,2,6.52624
-5.0,1,6.533532
-5.0,1,6.5398
-5.0,1,6.545785
-5.0,1,6.553982
-5.0,1,6.563397
-5.0,1,6.569695
-5.0,1,6.575927
-5.0,1,6.581876
-7.02,1,6.58926
-5.0,1,6.594748
-5.0,1,6.600726
-5.0,1,6.606105
-5.0,1,6.614649
-5.0,2,6.62867
-5.0,1,6.637388
-5.0,1,6.641423
-5.0,1,6.648955
-5.0,1,6.653699
-5.0,1,6.659966
-5.0,1,6.666096
-5.0,1,6.67371
-5.0,1,6.678729
-5.0,1,6.685227
-5.0,1,6.69072
-5.0,1,6.698041
-7.02,1,6.702522
-5.0,1,6.708805
-5.0,1,6.714178
-5.0,1,6.720828
-5.0,2,6.733787
-5.0,1,6.74031
-5.0,2,6.752208
-5.0,1,6.757789
-5.0,1,6.7646
-5.0,1,6.773579
-5.0,1,6.778109
-5.0,1,6.783919
-5.0,1,6.790864
-5.0,1,6.796637
-5.0,1,6.804135
-5.0,1,6.810771
-7.02,1,6.817069
-5.0,2,6.827969
-5.0,1,6.835322
-5.0,1,6.841489
-5.0,1,6.847326
-5.0,1,6.856013
-5.0,1,6.860405
-5.0,1,6.86633
-5.0,1,6.874051
-5.0,1,6.879504
-5.0,2,6.89242
-5.0,1,6.901375
-5.0,1,6.909048
-5.0,1,6.913885
-5.0,1,6.92059
-5.0,1,6.925772
-5.0,1,6.933467
-5.0,1,6.940603
-5.0,1,6.949039
-5.0,1,6.954175
-5.0,1,6.961325
-5.0,1,6.96774
-5.0,1,6.974881
-5.0,1,6.981442
-5.0,2,6.99463
-5.0,1,7.001394
-5.0,1,7.00986
-5.0,1,7.014933
-5.0,2,7.026394
-5.0,1,7.034246
-5.0,1,7.039423
-5.0,1,7.044963
-5.0,1,7.050947
-5.0,2,7.061661
-5.0,2,7.075957
-5.0,1,7.082342
-5.0,1,7.088792
-5.0,1,7.093697
-5.0,1,7.101791
-5.0,1,7.105787
-5.0,2,7.118611
-5.0,1,7.124631
-5.0,1,7.132355
-5.0,2,7.145943
-5.0,1,7.156441
-5.0,1,7.160193
-5.0,1,7.167259
-5.0,1,7.175989
-5.0,1,7.180186
-7.02,1,7.18756
-5.0,1,7.192939
-5.0,1,7.201644
-5.0,1,7.205645
-5.0,1,7.212754
-5.0,1,7.219276
-5.0,1,7.223505
-5.0,1,7.231378
-5.0,2,7.245651
-5.0,1,7.253066
-5.0,1,7.258015
-5.0,1,7.264051
-5.0,1,7.272414
-5.0,1,7.278808
-5.0,1,7.283787
-5.0,1,7.289153
-5.0,1,7.296456
-5.0,1,7.299721
-5.0,2,7.314907
-5.0,3,7.332635
-5.0,1,7.340897
-5.0,1,7.34684
-5.0,1,7.352066
-5.0,1,7.359528
-5.0,1,7.363973
-5.0,1,7.367984
-5.0,1,7.375489
-5.0,1,7.381602
-5.0,1,7.389819
-5.0,2,7.401767
-5.0,1,7.407066
-5.0,1,7.412194
-5.0,1,7.418535
-5.0,1,7.424646
-5.0,1,7.431513
-5.0,2,7.44398
-5.0,1,7.451876
-5.0,1,7.460325
-5.0,1,7.465026
-5.0,1,7.47255
-5.0,2,7.48542
-5.0,1,7.491681
-5.0,1,7.498611
-5.0,1,7.503773
-5.0,1,7.510733
-5.0,1,7.516044
-5.0,1,7.522042
-7.02,2,7.535373
-5.0,1,7.542547
-5.0,1,7.546559
-5.0,1,7.552795
-5.0,2,7.564325
-5.0,1,7.571888
-5.0,3,7.594029
-5.0,1,7.601171
-5.0,1,7.606583
-5.0,1,7.614655
-5.0,2,7.624908
-5.0,1,7.632514
-5.0,1,7.636868
-5.0,1,7.64589
-5.0,1,7.652012
-5.0,1,7.65812
-5.0,1,7.663547
-5.0,2,7.677876
-5.0,1,7.683424
-5.0,1,7.689754
-5.0,1,7.696767
-5.0,2,7.710825
-5.0,1,7.718849
-5.0,1,7.725077
-5.0,1,7.730732
-5.0,3,7.754636
-5.0,2,7.765841
-5.0,1,7.772279
-5.0,1,7.777313
-5.0,1,7.782684
-5.0,1,7.790582
-5.0,1,7.796361
-5.0,1,7.802093
-5.0,1,7.809163
-5.0,1,7.815565
-5.0,1,7.82106
-5.0,1,7.826939
-5.0,1,7.832239
-5.0,1,7.838829
-5.0,1,7.846098
-5.0,1,7.853224
-5.0,2,7.864355
-5.0,2,7.874653
-5.0,1,7.880152
-5.0,1,7.886868
-5.0,1,7.891907
-5.0,2,7.904207
-5.0,1,7.911459
-5.0,1,7.918312
-5.0,1,7.923943
-5.0,2,7.935647
-5.0,1,7.942268
-5.0,1,7.949973
-5.0,1,7.955162
-5.0,1,7.960107
-5.0,1,7.965902
-5.0,1,7.9714
-5.0,1,7.977003
-5.0,2,7.992519
-5.0,1,7.996271
-5.0,1,8.002231
-5.0,2,8.018206
-5.0,1,8.03128
-5.0,1,8.038381
-5.0,1,8.042393
-5.0,1,8.051733
-5.0,2,8.063991
-5.0,1,8.069103
-5.0,1,8.074499
-5.0,3,8.093369
-5.0,1,8.097768
-5.0,1,8.102774
-5.0,1,8.109883
-5.0,2,8.123319
-5.0,1,8.129326
-5.0,1,8.136515
-7.02,1,8.143171
-5.0,1,8.149426
-5.0,1,8.155225
-5.0,2,8.170085
-5.0,1,8.176875
-5.0,1,8.182802
-5.0,1,8.18908
-5.0,1,8.193798
-5.0,2,8.207206
-5.0,1,8.213189
-5.0,1,8.219566
-5.0,1,8.225787
-5.0,1,8.230279
-5.0,1,8.241539
-5.0,1,8.247413
-5.0,1,8.250985
-5.0,1,8.260516
-5.0,1,8.264415
-5.0,2,8.27766
-5.0,1,8.283568
-5.0,1,8.292593
-5.0,1,8.298203
-5.0,1,8.304586
-5.0,1,8.311139
-5.0,1,8.318365
-5.0,1,8.325133
-5.0,1,8.331961
-5.0,1,8.337963
-5.0,1,8.351445
-5.0,1,8.357945
-5.0,1,8.366194
-5.0,2,8.37888
-5.0,1,8.388182
-5.0,1,8.392184
-5.0,1,8.399553
-5.0,1,8.40819
-5.0,1,8.415332
-5.0,1,8.422154
-5.0,2,8.434317
-5.0,1,8.444075
-5.0,2,8.454942
-5.0,1,8.46455
-5.0,2,8.475572
-5.0,1,8.481354
-5.0,2,8.49592
-5.0,1,8.503672
-5.0,1,8.509048
-5.0,1,8.516628
-5.0,2,8.528712
-5.0,1,8.535187
-5.0,1,8.543837
-5.0,1,8.549641
-5.0,1,8.554792
-5.0,1,8.561039
-5.0,1,8.566715
-5.0,2,8.579241
-5.0,1,8.585477
-5.0,1,8.591123
-5.0,1,8.598883
-7.02,1,8.606805
-5.0,1,8.612421
-5.0,1,8.619302
-5.0,1,8.624411
-5.0,1,8.631521
-5.0,1,8.637674
-5.0,1,8.643967
-5.0,1,8.65035
-5.0,1,8.656862
-5.0,1,8.66477
-5.0,1,8.670628
-5.0,1,8.676872
-5.0,1,8.683596
-5.0,1,8.688469
-5.0,2,8.699576
-5.0,1,8.705432
-5.0,1,8.713667
-5.0,1,8.71793
-5.0,1,8.723658
-5.0,2,8.738148
-5.0,2,8.750424
-5.0,1,8.755781
-5.0,1,8.76374
-5.0,1,8.770593
-5.0,2,8.782608
-5.0,1,8.788299
-5.0,1,8.793655
-5.0,1,8.801052
-5.0,1,8.806105
-5.0,2,8.818082
-5.0,1,8.825294
-5.0,1,8.830818
-5.0,2,8.844574
-5.0,1,8.850466
-5.0,1,8.858703
-5.0,1,8.86443
-5.0,1,8.868932
-5.0,1,8.875633
-5.0,1,8.88316
-5.0,1,8.888963
-5.0,1,8.896416
-5.0,1,8.902856
-5.0,1,8.90721
-5.0,2,8.919643
-5.0,1,8.925066
-5.0,2,8.937622
-5.0,4,8.962272
-5.0,2,8.976687
-5.0,2,8.987498
-5.0,1,8.992991
-5.0,1,9.000384
-5.0,1,9.005223
-5.0,1,9.012595
-5.0,1,9.018169
-5.0,1,9.02563
-5.0,1,9.031546
-5.0,1,9.035433
-5.0,1,9.04143
-5.0,1,9.051124
-5.0,1,9.057111
-5.0,1,9.062822
-5.0,1,9.067416
-5.0,1,9.075175
-5.0,1,9.083115
-5.0,1,9.088675
-5.0,1,9.095264
-5.0,1,9.100619
-5.0,1,9.108794
-5.0,1,9.114838
-5.0,1,9.119424
-5.0,1,9.128888
-5.0,1,9.132891
-5.0,1,9.140452
-5.0,1,9.147232
-5.0,1,9.152867
-5.0,2,9.16475
-5.0,1,9.171151
-5.0,1,9.177397
-5.0,1,9.183248
-5.0,1,9.187657
-5.0,1,9.195729
-5.0,2,9.209169
-5.0,1,9.216222
-5.0,1,9.221954
-5.0,2,9.233898
-2.02,1,9.241624
-5.0,1,9.247491
-5.0,1,9.254023
-5.0,1,9.260324
-5.0,1,9.268719
-5.0,1,9.273832
-5.0,1,9.28082
-5.0,1,9.285573
-5.0,1,9.292224
-5.0,1,9.297502
-5.0,1,9.304353
-5.0,1,9.308377
-5.0,1,9.315693
-5.0,1,9.320709
-5.0,2,9.33212
-5.0,1,9.338115
-5.0,1,9.344676
-5.0,1,9.351893
-5.0,1,9.356665
-5.0,1,9.362273
-5.0,1,9.366597
-5.0,1,9.373338
-5.0,2,9.387539
-5.0,1,9.393551
-5.0,2,9.40213
-5.0,1,9.410165
-5.0,1,9.416291
-5.0,1,9.422838
-5.0,3,9.440454
-5.0,3,9.462563
-5.0,1,9.466749
-5.0,2,9.479596
-5.0,1,9.485349
-5.0,1,9.492522
-5.0,1,9.498422
-5.0,1,9.504262
-5.0,1,9.514351
-5.0,1,9.520641
-5.0,1,9.525758
-5.0,2,9.54003
-5.0,2,9.55165
-5.0,1,9.557867
-5.0,1,9.562706
-5.0,3,9.582452
-5.0,1,9.590718
-5.0,2,9.602542
