#{"t_start": 1763362893.3222003, "env_id": "None"}
r,l,t
-5.0,1,2.073962
-5.0,1,2.079466
-7.02,2,2.089267
-5.0,1,2.096542
-5.0,1,2.101776
-5.0,1,2.107009
-5.0,1,2.11183
-5.0,1,2.11699
-5.0,1,2.122157
-5.0,1,2.130872
-5.0,2,2.142979
-5.0,1,2.150382
-5.0,1,2.154573
-5.0,1,2.160078
-5.0,1,2.167509
-5.0,1,2.174272
-5.0,1,2.179662
-5.0,1,2.185427
-5.0,1,2.190045
-5.0,1,2.195287
-5.0,1,2.199794
-5.0,1,2.205266
-5.0,1,2.211959
-5.0,1,2.217082
-5.0,1,2.22056
-5.0,1,2.229209
-5.0,1,2.235741
-5.0,2,2.246634
-5.0,1,2.251715
-2.5,1,2.256105
-5.0,1,2.262275
-5.0,1,2.269016
-7.02,1,2.273253
-5.0,1,2.278996
-5.0,1,2.284287
-5.0,1,2.289732
-5.0,1,2.294146
-5.0,1,2.300919
-5.0,1,2.306153
-5.0,1,2.313482
-5.0,1,2.319034
-5.0,1,2.323464
-5.0,1,2.329353
-5.0,1,2.334774
-5.0,1,2.340202
-5.0,1,2.345723
-5.0,1,2.352353
-5.0,1,2.357454
-5.0,1,2.361182
-5.0,1,2.366012
-5.0,1,2.371027
-5.0,1,2.376699
-5.0,1,2.381984
-5.0,1,2.389157
-5.0,1,2.393033
-5.0,1,2.399042
-5.0,1,2.406517
-5.0,2,2.423732
-5.0,1,2.4287
-5.0,1,2.433637
-5.0,1,2.440622
-5.0,1,2.444375
-5.0,1,2.454419
-5.0,2,2.464719
-5.0,1,2.470321
-5.0,1,2.476587
-5.0,1,2.483645
-5.0,2,2.495756
-5.0,1,2.500691
-5.0,1,2.508763
-5.0,1,2.514726
-5.0,3,2.536278
-5.0,1,2.541869
-5.0,1,2.54758
-5.0,1,2.553514
-5.0,3,2.572254
-5.0,1,2.579226
-5.0,1,2.583158
-5.0,2,2.598014
-5.0,2,2.609668
-5.0,1,2.615939
-5.0,1,2.623353
-5.0,1,2.627887
-5.0,1,2.634027
-5.0,1,2.641341
-5.0,2,2.653347
-5.0,2,2.6679
-5.0,1,2.677855
-5.0,1,2.682003
-5.0,3,2.700615
-5.0,1,2.711146
-5.0,1,2.719018
-5.0,1,2.725064
-5.0,1,2.730187
-5.0,1,2.738458
-5.0,4,2.765689
-5.0,1,2.772142
-5.0,3,2.789712
-5.0,1,2.800409
-5.0,2,2.813933
-5.0,1,2.818055
-5.0,1,2.824245
-5.0,1,2.830112
-5.0,1,2.836864
-5.0,1,2.841518
-5.0,2,2.855701
-5.0,1,2.860449
-5.0,1,2.866847
-5.0,1,2.871852
-5.0,1,2.878683
-5.0,3,2.895825
-5.0,1,2.903538
-5.0,1,2.911045
-5.0,1,2.919582
-5.0,1,2.926263
-5.0,1,2.932136
-5.0,5,2.965732
-5.0,1,2.971728
-5.0,1,2.979038
-5.0,1,2.985225
-5.0,1,2.995844
-5.0,2,3.008668
-5.0,1,3.015311
-5.0,1,3.025847
-5.0,3,3.042646
-5.0,1,3.045647
-5.0,1,3.053698
-5.0,1,3.05986
-5.0,1,3.065069
-5.0,1,3.069056
-5.0,1,3.075118
-5.0,1,3.081009
-5.0,1,3.086748
-5.0,1,3.092291
-5.0,1,3.099118
-5.0,1,3.103424
-2.02,2,3.114988
-5.0,1,3.120537
-5.0,1,3.125968
-5.0,1,3.131322
-5.0,1,3.137515
-5.0,1,3.142741
-5.0,2,3.155144
-5.0,1,3.158756
-5.0,1,3.166279
-5.0,1,3.17165
-7.02,1,3.176045
-5.0,2,3.18786
-5.0,2,3.197844
-5.0,1,3.204479
-5.0,1,3.208009
-5.0,2,3.219261
-5.0,1,3.225708
-5.0,1,3.232004
-5.0,1,3.239153
-5.0,1,3.244611
-5.0,2,3.253704
-5.0,1,3.261098
-5.0,1,3.265644
-5.0,1,3.271024
-5.0,1,3.278169
-5.0,2,3.293703
-5.0,1,3.296947
-5.0,3,3.313098
-5.0,1,3.318395
-5.0,1,3.325614
-5.0,1,3.3319
-7.02,1,3.336308
-7.02,1,3.34045
-5.0,2,3.354523
-5.0,2,3.363667
-5.0,2,3.373499
-5.0,1,3.380761
-5.0,1,3.384139
-5.0,1,3.39161
-5.0,1,3.398443
-5.0,1,3.403431
-5.0,1,3.409557
-5.0,1,3.414858
-5.0,1,3.421472
-5.0,1,3.424652
-5.0,1,3.431114
-5.0,1,3.436131
-5.0,1,3.442355
-5.0,1,3.446483
-5.0,1,3.452805
-5.0,1,3.457974
-5.0,1,3.463845
-5.0,1,3.47043
-5.0,1,3.475271
-5.0,1,3.483383
-5.0,1,3.487566
-5.0,1,3.494969
-5.0,1,3.497886
-5.0,1,3.5046
-5.0,1,3.510519
-5.0,1,3.513645
-5.0,1,3.521747
-5.0,1,3.525596
-5.0,1,3.531617
-5.0,1,3.537236
-5.0,1,3.543067
-5.0,1,3.553122
-5.0,1,3.556768
-5.0,1,3.564205
-5.0,3,3.584152
-5.0,1,3.590226
-5.0,1,3.598837
-5.0,1,3.604965
-2.02,1,3.60916
-5.0,1,3.616144
-5.0,2,3.629558
-5.0,1,3.636279
-5.0,1,3.643565
-5.0,1,3.649674
-5.0,2,3.663575
-5.0,1,3.669883
-5.0,1,3.675776
-5.0,1,3.682768
-5.0,1,3.690775
-5.0,1,3.696262
-5.0,1,3.702876
-5.0,1,3.709263
-5.0,1,3.715214
-5.0,1,3.72033
-5.0,1,3.7265
-5.0,1,3.731605
-5.0,1,3.739087
-5.0,1,3.744387
-5.0,1,3.753844
-5.0,1,3.758491
-5.0,1,3.765286
-5.0,2,3.778944
-5.0,1,3.785523
-5.0,1,3.791877
-5.0,1,3.799118
-5.0,1,3.803223
-5.0,1,3.810455
-5.0,1,3.818604
-5.0,1,3.82744
-5.0,1,3.831323
-5.0,1,3.838266
-5.0,1,3.844242
-5.0,1,3.855702
-5.0,1,3.863356
-5.0,1,3.868247
-5.0,1,3.874936
-5.0,2,3.886295
-5.0,1,3.89293
-5.0,1,3.899401
-5.0,2,3.908899
-5.0,2,3.922339
-5.0,1,3.929264
-5.0,1,3.933794
-5.0,1,3.940667
-5.0,1,3.948881
-5.0,1,3.953557
-5.0,1,3.961135
-5.0,1,3.968672
-5.0,1,3.974813
-5.0,1,3.979841
-5.0,1,3.985612
-5.0,1,3.991831
-5.0,1,4.000232
-5.0,1,4.007294
-5.0,1,4.0117
-5.0,1,4.018162
-5.0,1,4.025705
-5.0,1,4.032229
-5.0,1,4.038208
-5.0,2,4.050044
-5.0,1,4.055156
-5.0,1,4.062396
-5.0,1,4.068011
-5.0,1,4.07448
-5.0,1,4.080045
-5.0,1,4.085703
-5.0,1,4.093034
-5.0,1,4.098224
-5.0,1,4.106252
-5.0,2,4.116745
-5.0,1,4.124193
-5.0,1,4.128664
-5.0,1,4.133474
-5.0,1,4.140976
-5.0,1,4.148475
-5.0,1,4.155486
-5.0,1,4.160582
-5.0,1,4.16816
-5.0,1,4.172635
-7.02,2,4.185226
-5.0,1,4.19253
-5.0,1,4.198162
-5.0,1,4.204505
-5.0,2,4.217192
-5.0,2,4.22911
-5.0,1,4.234842
-5.0,1,4.242446
-5.0,1,4.248437
-7.02,1,4.255856
-5.0,1,4.262425
-5.0,1,4.268713
-5.0,3,4.287385
-5.0,1,4.29367
-7.02,1,4.300021
-5.0,2,4.311575
-5.0,1,4.318087
-5.0,1,4.324585
-5.0,1,4.332146
-5.0,1,4.336854
-5.0,1,4.344339
-5.0,1,4.350672
-5.0,1,4.357573
-5.0,1,4.363886
-5.0,1,4.369201
-5.0,1,4.378272
-5.0,1,4.383833
-5.0,1,4.391576
-5.0,1,4.396426
-5.0,1,4.402384
-5.0,1,4.408133
-5.0,1,4.412126
-5.0,1,4.418163
-5.0,1,4.425752
-7.02,1,4.434885
-5.0,2,4.449382
-5.0,1,4.457195
-5.0,2,4.468515
-5.0,1,4.474167
-5.0,2,4.487986
-5.0,1,4.495033
-5.0,1,4.501917
-5.0,2,4.515169
-5.0,2,4.527803
-5.0,1,4.533819
-5.0,1,4.540117
-5.0,1,4.549599
-5.0,1,4.557601
-5.0,1,4.563235
-5.0,2,4.573512
-5.0,1,4.579434
-5.0,1,4.586427
-5.0,1,4.593876
-5.0,1,4.601623
-2.02,2,4.611619
-5.0,1,4.61972
-5.0,4,4.647771
-5.0,1,4.653806
-5.0,1,4.658966
-5.0,2,4.66976
-5.0,1,4.675633
-5.0,2,4.685896
-5.0,1,4.691969
-5.0,1,4.699506
-5.0,1,4.707273
-5.0,1,4.714551
-5.0,1,4.72068
-5.0,1,4.726745
-5.0,1,4.734132
-5.0,1,4.739756
-5.0,1,4.748481
-5.0,2,4.758813
-5.0,1,4.765222
-5.0,1,4.772665
-7.02,1,4.778363
-5.0,1,4.784444
-7.02,1,4.7936
-5.0,2,4.804494
-5.0,1,4.812886
-5.0,2,4.824397
-5.0,1,4.832077
-5.0,1,4.836948
-5.0,1,4.845014
-5.0,1,4.851207
-5.0,1,4.856609
-5.0,1,4.863121
-5.0,1,4.870151
-5.0,1,4.878236
-5.0,2,4.888249
-5.0,2,4.902175
-5.0,1,4.909125
-5.0,1,4.918001
-5.0,1,4.927674
-5.0,1,4.932908
-5.0,1,4.940069
-5.0,1,4.944763
-5.0,2,4.957002
-5.0,1,4.963635
-5.0,1,4.970335
-5.0,1,4.975261
-5.0,1,4.983523
-5.0,1,4.988103
-5.0,1,4.995507
-5.0,2,5.006916
-5.0,1,5.013109
-5.0,1,5.021965
-5.0,1,5.027853
-5.0,1,5.038063
-5.0,1,5.042718
-5.0,1,5.053535
-5.0,1,5.061461
-5.0,1,5.066545
-5.0,2,5.078277
-5.0,1,5.08574
-5.0,1,5.090057
-5.0,2,5.10552
-5.0,1,5.109927
-5.0,1,5.11688
-5.0,1,5.122373
-5.0,1,5.129768
-5.0,1,5.138299
-5.0,1,5.145343
-5.0,1,5.152124
-5.0,1,5.156896
-5.0,2,5.172371
-5.0,1,5.177324
-5.0,1,5.184298
-5.0,1,5.189742
-5.0,2,5.204955
-5.0,2,5.217178
-5.0,1,5.22284
-5.0,1,5.226627
-5.0,1,5.234636
-5.0,1,5.240711
-5.0,1,5.24838
-5.0,3,5.2653
-5.0,1,5.272443
-5.0,1,5.279841
-5.0,1,5.284065
-5.0,1,5.291479
-5.0,1,5.29687
-5.0,1,5.302725
-5.0,1,5.307924
-5.0,2,5.323802
-5.0,1,5.330223
-5.0,1,5.336955
-5.0,2,5.349164
-5.0,1,5.35995
-5.0,1,5.364218
-5.0,1,5.372659
-5.0,1,5.378032
-5.0,1,5.385522
-5.0,1,5.39086
-5.0,1,5.397734
-5.0,1,5.405277
-5.0,1,5.412634
-5.0,1,5.418285
-5.0,1,5.424065
-5.0,1,5.431128
-7.02,1,5.438103
-5.0,1,5.444966
-5.0,1,5.450301
-5.0,2,5.464845
-5.0,1,5.469878
-5.0,1,5.476286
-5.0,1,5.481386
-5.0,2,5.492085
-5.0,1,5.497712
-5.0,1,5.50721
-7.02,1,5.512377
-5.0,1,5.519793
-5.0,2,5.530865
-5.0,1,5.538868
-5.0,1,5.544875
-5.0,1,5.551212
-5.0,1,5.558981
-5.0,1,5.563394
-5.0,2,5.576574
-5.0,1,5.583127
-5.0,1,5.588928
-5.0,1,5.59479
-5.0,1,5.600592
-5.0,1,5.605935
-5.0,1,5.612458
-5.0,1,5.621493
-5.0,1,5.627713
-2.02,1,5.633018
-5.0,1,5.639469
-5.0,1,5.646691
-5.0,1,5.653918
-5.0,1,5.664839
-5.0,1,5.672274
-5.0,1,5.677199
-5.0,2,5.692145
-5.0,1,5.698705
-5.0,1,5.702694
-5.0,1,5.709018
-5.0,2,5.722763
-5.0,1,5.727904
-5.0,1,5.732957
-5.0,2,5.746349
-5.0,1,5.753317
-5.0,1,5.757861
-5.0,2,5.771423
-5.0,1,5.775735
-5.0,1,5.783665
-5.0,1,5.791074
-2.02,2,5.80278
-5.0,1,5.808018
-5.0,1,5.813635
-5.0,1,5.819947
-5.0,1,5.825596
-5.0,1,5.832558
-5.0,1,5.837661
-5.0,1,5.846097
-5.0,1,5.851722
-5.0,1,5.858431
-5.0,2,5.872238
-5.0,1,5.880589
-5.0,1,5.885623
-7.02,1,5.891402
-5.0,2,5.90472
-5.0,1,5.909487
-5.0,1,5.91763
-5.0,1,5.923216
-5.0,1,5.930141
-5.0,1,5.935411
-5.0,1,5.942448
-5.0,2,5.957996
-5.0,1,5.964885
-5.0,2,5.979882
-5.0,1,5.98412
-5.0,2,5.998749
-5.0,1,6.00637
-5.0,2,6.02109
-5.0,1,6.027341
-5.0,1,6.033352
-5.0,1,6.039849
-5.0,1,6.047636
-5.0,1,6.052135
-5.0,1,6.058555
-5.0,1,6.065172
-5.0,1,6.072401
-5.0,1,6.078121
-5.0,1,6.087215
-5.0,1,6.091106
-5.0,1,6.098714
-5.0,1,6.106487
-5.0,2,6.119982
-5.0,2,6.130246
-5.0,1,6.135564
-5.0,1,6.143205
-5.0,2,6.154699
-5.0,1,6.160289
-5.0,1,6.168518
-5.0,1,6.174563
-5.0,1,6.181094
-5.0,3,6.198539
-5.0,1,6.205253
-5.0,1,6.210221
-5.0,2,6.221902
-5.0,1,6.232153
-5.0,1,6.235893
-5.0,1,6.245102
-5.0,1,6.250562
-5.0,1,6.257963
-5.0,2,6.271366
-5.0,1,6.274817
-5.0,1,6.281324
-5.0,1,6.287917
-5.0,1,6.294863
-5.0,1,6.300544
-7.02,1,6.307391
-5.0,1,6.315264
-5.0,3,6.332513
-5.0,1,6.341015
-5.0,3,6.360943
-5.0,1,6.366803
-5.0,1,6.371479
-5.0,1,6.379245
-5.0,1,6.384806
-5.0,1,6.393669
-5.0,1,6.400489
-5.0,1,6.407666
-5.0,1,6.411099
-5.0,1,6.419856
-5.0,1,6.423397
-5.0,1,6.430574
-5.0,2,6.442186
-5.0,1,6.447013
-5.0,2,6.459463
-5.0,1,6.466606
-5.0,1,6.474143
-5.0,1,6.479807
-5.0,1,6.486861
-5.0,1,6.49426
-5.0,2,6.505737
-5.0,1,6.510816
-5.0,1,6.519366
-5.0,1,6.525608
-5.0,1,6.532007
-5.0,1,6.537872
-5.0,1,6.543472
-5.0,1,6.550956
-5.0,2,6.564853
-5.0,1,6.572643
-5.0,1,6.582148
-5.0,1,6.588979
-5.0,1,6.59524
-5.0,1,6.599727
-5.0,2,6.612966
-5.0,1,6.619164
-5.0,1,6.630129
-5.0,1,6.633578
-7.02,1,6.641063
-5.0,1,6.649871
-5.0,1,6.654344
-5.0,1,6.661289
-5.0,1,6.666565
-5.0,1,6.671256
-7.02,1,6.678532
-5.0,1,6.684779
-5.0,1,6.690216
-5.0,1,6.697393
-5.0,1,6.704155
-5.0,1,6.708748
-5.0,2,6.721477
-5.0,1,6.726774
-5.0,1,6.734475
-5.0,1,6.740018
-5.0,2,6.750639
-5.0,1,6.757526
-5.0,1,6.763573
-5.0,1,6.772481
-5.0,1,6.77848
-5.0,1,6.783923
-5.0,1,6.790002
-5.0,1,6.795711
-5.0,1,6.802421
-5.0,1,6.808731
-5.0,1,6.817887
-5.0,1,6.821769
-5.0,1,6.828269
-5.0,1,6.834908
-5.0,2,6.846054
-5.0,1,6.85495
-5.0,1,6.861272
-5.0,2,6.873401
-7.02,1,6.878217
-5.0,1,6.884761
-5.0,1,6.893451
-5.0,1,6.900206
-5.0,1,6.904954
-5.0,3,6.925559
-5.0,1,6.932725
-5.0,3,6.952481
-5.0,1,6.959604
-5.0,1,6.965816
-5.0,1,6.974189
-5.0,1,6.981652
-7.02,1,6.986551
-5.0,1,6.994189
-5.0,1,7.000757
-5.0,3,7.021472
-5.0,1,7.026633
-5.0,1,7.031887
-5.0,1,7.038148
-5.0,1,7.045362
-5.0,1,7.050236
-5.0,1,7.055569
-5.0,1,7.062154
-5.0,1,7.069805
-5.0,1,7.076141
-5.0,1,7.080112
-7.02,1,7.086752
-5.0,2,7.101422
-5.0,1,7.1058
-5.0,2,7.11862
-5.0,1,7.125449
-5.0,2,7.136876
-5.0,1,7.142757
-5.0,3,7.166452
-5.0,1,7.173504
-5.0,1,7.178827
-5.0,1,7.185522
-5.0,1,7.193407
-5.0,2,7.20526
-5.0,1,7.21271
-7.02,1,7.217728
-5.0,1,7.223008
-5.0,1,7.230537
-5.0,1,7.237813
-5.0,1,7.2441
-7.02,2,7.258229
-5.0,1,7.263963
-5.0,1,7.271546
-5.0,1,7.278945
-5.0,1,7.284848
-5.0,2,7.294677
-5.0,1,7.3022
-5.0,1,7.30617
-5.0,1,7.312332
-5.0,1,7.318999
-5.0,1,7.326897
-5.0,1,7.332638
-5.0,1,7.33846
-5.0,1,7.345464
-5.0,1,7.35244
-5.0,1,7.356884
-5.0,1,7.364984
-5.0,1,7.369465
-5.0,1,7.373572
-5.0,1,7.380408
-5.0,2,7.395296
-5.0,1,7.402278
-5.0,1,7.406348
-5.0,2,7.418129
-5.0,1,7.424818
-5.0,1,7.431967
-5.0,1,7.437248
-5.0,1,7.445384
-5.0,1,7.451215
-5.0,1,7.457283
-5.0,1,7.462899
-5.0,1,7.470442
-5.0,1,7.478704
-5.0,2,7.491477
-2.02,1,7.497652
-5.0,2,7.510993
-5.0,1,7.516121
-5.0,1,7.520241
-5.0,1,7.526546
-5.0,1,7.534468
-5.0,1,7.540742
-5.0,1,7.546486
-5.0,1,7.553423
-5.0,1,7.559346
-5.0,1,7.565907
-5.0,1,7.573128
-5.0,1,7.580501
-5.0,1,7.586077
-5.0,1,7.59288
-7.02,2,7.603475
-5.0,1,7.611602
-5.0,1,7.61806
-5.0,1,7.62492
-7.02,1,7.631672
-7.02,1,7.638269
-5.0,1,7.642663
-5.0,1,7.649451
-5.0,2,7.665365
-5.0,1,7.669153
-5.0,2,7.682974
-5.0,2,7.695393
-5.0,1,7.701883
-5.0,1,7.710034
-5.0,1,7.715469
-5.0,1,7.722464
-5.0,1,7.727671
-5.0,2,7.744273
-5.0,1,7.75044
-5.0,1,7.758244
-5.0,2,7.773564
-5.0,1,7.779171
-5.0,1,7.783987
-5.0,1,7.789219
-5.0,1,7.795447
-5.0,2,7.808267
-5.0,1,7.812343
-5.0,1,7.819611
-5.0,2,7.831076
-5.0,1,7.837058
-5.0,1,7.845107
-5.0,1,7.850294
-5.0,1,7.857498
-5.0,2,7.870277
-5.0,1,7.874764
-5.0,1,7.882166
-5.0,1,7.886375
-5.0,2,7.898023
-7.02,1,7.904451
-5.0,1,7.911072
-5.0,1,7.919137
-5.0,2,7.92849
-5.0,1,7.937113
-5.0,1,7.942369
-5.0,3,7.960882
-5.0,3,7.976719
-5.0,1,7.982754
-7.02,1,7.990036
-5.0,1,7.997608
-2.142857,2,8.009572
-5.0,2,8.024819
-5.0,2,8.042477
-5.0,1,8.051259
-5.0,2,8.064203
-5.0,1,8.070145
-5.0,1,8.074121
-5.0,2,8.086413
-5.0,1,8.091977
-5.0,2,8.104841
-5.0,1,8.108371
-5.0,2,8.122165
-5.0,1,8.129812
-5.0,1,8.133261
-5.0,1,8.140332
-5.0,1,8.146725
-5.0,1,8.153941
-5.0,1,8.160865
-5.0,2,8.175832
-5.0,1,8.179897
-5.0,1,8.189478
-5.0,1,8.194156
-5.0,2,8.206765
-5.0,1,8.213075
-5.0,1,8.217024
-5.0,2,8.230929
-5.0,1,8.239615
-5.0,1,8.245384
-5.0,2,8.257424
-5.0,1,8.266063
-5.0,1,8.272611
-5.0,1,8.278704
-5.0,2,8.290769
-5.0,1,8.297372
-5.0,1,8.302903
-5.0,1,8.311475
-5.0,1,8.318985
-5.0,1,8.324064
-5.0,1,8.328444
-5.0,2,8.342734
-5.0,1,8.355468
-5.0,1,8.36375
-5.0,1,8.370254
-5.0,1,8.379597
-5.0,1,8.383231
-5.0,2,8.398789
-5.0,1,8.406493
-5.0,1,8.412015
-5.0,1,8.419909
-5.0,1,8.427347
-5.0,1,8.434513
-5.0,1,8.442774
-5.0,1,8.447676
-5.0,1,8.455946
-5.0,1,8.463201
-5.0,1,8.468925
-5.0,1,8.475504
-5.0,2,8.486775
-5.0,1,8.494278
-5.0,1,8.500501
-5.0,2,8.514248
-5.0,1,8.521725
-5.0,2,8.532686
-5.0,1,8.540344
-5.0,1,8.549822
-5.0,1,8.555519
-5.0,1,8.563068
-5.0,1,8.567093
-5.0,1,8.572976
-2.02,1,8.578782
-5.0,2,8.592152
-5.0,1,8.595959
-5.0,1,8.60589
-5.0,1,8.610876
-5.0,2,8.62435
-5.0,1,8.631772
-5.0,1,8.638607
-5.0,1,8.644602
-5.0,1,8.651371
-5.0,1,8.658499
-5.0,3,8.677874
-5.0,1,8.682726
-5.0,1,8.688768
-5.0,1,8.694697
-5.0,1,8.70127
-5.0,1,8.708272
-5.0,1,8.711893
-5.0,1,8.71943
-5.0,1,8.725954
-5.0,1,8.732
-5.0,1,8.738346
-5.0,1,8.74403
-5.0,1,8.750012
-5.0,1,8.756695
-5.0,1,8.762908
-7.02,1,8.769992
-5.0,1,8.77507
-7.02,2,8.786775
-5.0,1,8.795326
-5.0,1,8.798992
-5.0,1,8.805692
-5.0,2,8.818736
-5.0,1,8.82345
-5.0,2,8.838611
-5.0,2,8.849117
-5.0,2,8.862223
-5.0,1,8.86909
-5.0,2,8.882699
-5.0,1,8.889079
-5.0,1,8.89527
-5.0,1,8.901562
-5.0,1,8.906973
-5.0,1,8.913392
-5.0,2,8.925959
-5.0,1,8.933834
-5.0,1,8.93841
-5.0,1,8.943921
-5.0,2,8.956486
-5.0,1,8.962347
-5.0,2,8.974324
-5.0,1,8.979897
-5.0,2,8.99173
-5.0,1,8.998328
-5.0,1,9.004198
-5.0,1,9.012568
-5.0,1,9.019526
-7.02,1,9.023251
-5.0,2,9.03739
-5.0,1,9.041922
-5.0,1,9.048829
-5.0,1,9.055904
-5.0,1,9.060423
-5.0,1,9.069728
-5.0,1,9.073961
-5.0,2,9.087245
-5.0,1,9.093697
-5.0,1,9.099429
-5.0,3,9.119709
-5.0,1,9.128188
-5.0,2,9.1402
-5.0,1,9.144909
-5.0,4,9.17045
-7.02,1,9.177421
-5.0,1,9.183112
-5.0,1,9.190287
-5.0,1,9.194101
-5.0,1,9.200328
-5.0,1,9.208299
-5.0,2,9.221271
-5.0,1,9.22664
-5.0,1,9.234489
-5.0,1,9.23968
-5.0,1,9.24755
-5.0,1,9.252417
-5.0,2,9.266535
-5.0,2,9.279253
-5.0,1,9.286229
-5.0,2,9.298997
-5.0,1,9.304509
-5.0,2,9.31709
-5.0,1,9.321111
-5.0,2,9.332278
-5.0,1,9.337613
-5.0,1,9.342928
-5.0,2,9.356516
-5.0,1,9.361082
-5.0,1,9.368285
-5.0,1,9.3728
-5.0,1,9.378695
-5.0,1,9.386036
-5.0,1,9.393572
-5.0,1,9.398578
-5.0,1,9.403896
-5.0,1,9.4076
-5.0,1,9.415936
-5.0,1,9.421567
-5.0,1,9.429134
-5.0,1,9.434026
-5.0,2,9.445652
-5.0,1,9.453267
-5.0,1,9.459858
-5.0,1,9.466689
-5.0,1,9.473593
-5.0,1,9.479101
-5.0,2,9.49249
-5.0,1,9.497645
-5.0,1,9.504012
-5.0,1,9.512102
-5.0,1,9.517709
-5.0,1,9.525118
-5.0,1,9.531462
-5.0,1,9.539766
-5.0,1,9.547529
-5.0,1,9.552624
-5.0,1,9.558063
-5.0,1,9.562823
-5.0,1,9.570841
-5.0,1,9.574556
-5.0,1,9.581831
-5.0,1,9.588717
-5.0,1,9.595392
-5.0,1,9.600273
-5.0,2,9.613506
-5.0,1,9.620325
-5.0,1,9.626679
