#{"t_start": 1763362893.3222272, "env_id": "None"}
r,l,t
-5.0,1,85.515395
-5.0,1,85.520386
-5.0,1,85.526905
-5.0,1,85.531854
-7.02,1,85.539474
-5.0,1,85.546241
-5.0,1,85.551487
-5.0,1,85.559971
-5.0,1,85.566192
-5.0,1,85.572916
-5.0,1,85.578777
-5.0,1,85.583677
-5.0,1,85.590229
-5.0,1,85.596781
-5.0,2,85.608311
-5.0,1,85.618273
-5.0,1,85.623633
-5.0,1,85.628157
-5.0,1,85.634993
-5.0,1,85.640154
-5.0,1,85.646581
-7.02,1,85.65401
-5.0,1,85.659419
-5.0,1,85.664482
-5.0,2,85.678956
-7.02,1,85.682237
-5.0,1,85.688096
-5.0,1,85.69405
-5.0,2,85.707199
-5.0,1,85.710803
-5.0,1,85.71868
-5.0,1,85.724915
-5.0,1,85.730765
-5.0,1,85.737741
-5.0,1,85.746282
-5.0,1,85.7526
-5.0,1,85.75738
-5.0,1,85.762348
-5.0,1,85.768311
-5.0,1,85.775424
-5.0,1,85.782628
-5.0,1,85.786785
-5.0,2,85.799683
-5.0,1,85.805673
-5.0,1,85.811866
-5.0,1,85.818189
-5.0,1,85.827067
-5.0,1,85.830629
-5.0,3,85.848888
-5.0,1,85.855206
-5.0,1,85.860212
-7.02,2,85.870523
-7.02,2,85.886431
-5.0,1,85.893042
-5.0,1,85.901634
-5.0,1,85.906307
-5.0,1,85.911879
-5.0,1,85.921853
-5.0,1,85.927905
-5.0,1,85.934198
-5.0,1,85.948062
-5.0,1,85.954187
-5.0,1,85.95804
-7.02,1,85.966404
-5.0,1,85.974745
-5.0,1,85.980107
-5.0,1,85.986969
-5.0,1,85.996555
-5.0,1,86.005126
-5.0,1,86.013002
-5.0,1,86.018804
-5.0,1,86.023668
-5.0,1,86.033104
-5.0,1,86.037986
-5.0,2,86.056151
-5.0,1,86.060148
-5.0,1,86.067555
-5.0,1,86.075585
-5.0,3,86.095922
-5.0,1,86.102146
-5.0,2,86.116646
-5.0,1,86.121173
-5.0,1,86.127752
-5.0,1,86.13474
-5.0,1,86.142845
-5.0,1,86.148032
-5.0,1,86.154096
-5.0,1,86.160119
-5.0,1,86.166127
-5.0,1,86.175707
-5.0,1,86.180652
-5.0,1,86.188378
-5.0,1,86.192272
-5.0,2,86.21066
-5.0,2,86.222855
-5.0,1,86.228724
-5.0,1,86.236851
-5.0,1,86.241443
-5.0,1,86.250205
-5.0,1,86.257271
-5.0,1,86.261832
-5.0,1,86.271002
-5.0,1,86.279801
-5.0,1,86.284939
-5.0,1,86.292171
-5.0,1,86.299457
-5.0,1,86.306117
-5.0,2,86.323512
-5.0,2,86.338998
-5.0,1,86.344959
-5.0,2,86.360641
-5.0,1,86.369111
-5.0,1,86.374704
-5.0,1,86.381373
-5.0,1,86.389711
-5.0,1,86.395522
-5.0,1,86.401721
-5.0,1,86.407467
-5.0,1,86.416258
-5.0,1,86.422948
-5.0,1,86.429197
-5.0,2,86.442804
-5.0,1,86.448133
-5.0,1,86.455191
-5.0,1,86.464765
-5.0,1,86.471182
-5.0,1,86.477335
-5.0,1,86.483913
-5.0,1,86.491615
-5.0,1,86.501917
-5.0,1,86.508242
-5.0,1,86.518836
-5.0,1,86.525169
-7.02,1,86.531454
-5.0,2,86.544503
-5.0,1,86.548303
-5.0,1,86.555597
-5.0,1,86.562932
-5.0,1,86.571968
-5.0,1,86.576058
-7.02,1,86.581659
-5.0,1,86.588464
-5.0,1,86.597709
-5.0,1,86.605161
-5.0,1,86.610088
-5.0,1,86.616444
-2.02,1,86.622107
-5.0,1,86.631797
-5.0,1,86.638785
-5.0,1,86.644921
-5.0,1,86.652093
-5.0,1,86.657404
-5.0,1,86.663658
-2.02,1,86.6699
-7.02,1,86.675951
-5.0,1,86.685789
-5.0,1,86.690998
-7.02,1,86.698439
-5.0,1,86.708607
-7.02,1,86.713929
-5.0,1,86.719236
-5.0,2,86.736526
-5.0,1,86.742114
-5.0,1,86.748687
-5.0,1,86.759149
-5.0,1,86.764858
-5.0,1,86.770092
-5.0,1,86.777309
-5.0,1,86.786491
-5.0,1,86.794031
-5.0,1,86.800366
-5.0,1,86.80618
-7.02,2,86.819557
-5.0,1,86.8275
-5.0,1,86.836979
-5.0,1,86.842397
-5.0,1,86.850213
-5.0,2,86.864333
-5.0,1,86.870661
-7.02,1,86.877837
-5.0,1,86.884331
-5.0,1,86.890741
-5.0,1,86.898638
-5.0,1,86.902966
-5.0,1,86.90955
-5.0,1,86.916423
-5.0,1,86.925465
-5.0,1,86.930705
-7.02,2,86.946548
-5.0,1,86.952919
-5.0,1,86.961387
-5.0,2,86.97309
-5.0,1,86.984728
-5.0,2,86.997794
-5.0,1,87.006152
-5.0,1,87.01168
-5.0,1,87.018329
-5.0,1,87.027739
-5.0,1,87.03282
-5.0,1,87.040263
-5.0,2,87.051258
-5.0,1,87.059898
-5.0,1,87.068301
-5.0,1,87.075506
-5.0,1,87.081344
-5.0,1,87.08872
-5.0,1,87.096889
-5.0,1,87.104246
-5.0,1,87.110987
-5.0,2,87.124336
-5.0,1,87.130718
-5.0,1,87.137442
-5.0,1,87.145072
-5.0,1,87.150409
-5.0,1,87.159586
-5.0,2,87.175946
-5.0,1,87.181294
-5.0,1,87.18887
-5.0,1,87.196457
-5.0,1,87.207081
-5.0,1,87.213295
-5.0,1,87.220495
-5.0,1,87.227966
-5.0,2,87.239567
-5.0,1,87.248181
-5.0,3,87.268772
-5.0,1,87.273978
-5.0,1,87.279288
-5.0,2,87.296993
-5.0,1,87.302619
-5.0,1,87.310335
-5.0,1,87.315481
-5.0,1,87.323404
-5.0,1,87.333441
-5.0,1,87.340684
-5.0,2,87.35548
-7.02,1,87.363814
-5.0,2,87.37511
-5.0,2,87.388758
-5.0,1,87.39461
-5.0,2,87.409886
-5.0,2,87.422131
-5.0,1,87.428708
-5.0,1,87.436699
-5.0,1,87.44265
-5.0,1,87.447922
-5.0,2,87.464643
-5.0,1,87.472075
-5.0,2,87.483507
-5.0,1,87.489974
-7.02,2,87.503525
-5.0,1,87.509467
-7.02,1,87.516335
-5.0,1,87.523588
-5.0,1,87.527662
-5.0,1,87.538333
-5.0,1,87.543186
-5.0,2,87.558079
-5.0,1,87.56405
-5.0,1,87.571178
-5.0,1,87.581617
-5.0,1,87.590056
-5.0,2,87.601821
-5.0,1,87.607309
-5.0,1,87.616312
-5.0,1,87.623783
-5.0,1,87.633104
-5.0,1,87.639556
-5.0,1,87.648668
-5.0,3,87.669767
-5.0,1,87.677559
-5.0,1,87.682896
-5.0,1,87.69243
-5.0,2,87.709895
-5.0,1,87.716758
-5.0,1,87.725323
-5.0,1,87.730267
-5.0,1,87.740188
-5.0,2,87.753229
-5.0,1,87.762841
-5.0,1,87.76869
-5.0,1,87.775347
-5.0,1,87.782336
-5.0,1,87.788605
-5.0,1,87.796661
-5.0,1,87.803844
-5.0,1,87.809512
-5.0,1,87.815503
-5.0,1,87.825202
-5.0,1,87.832335
-5.0,1,87.838591
-5.0,2,87.852221
-5.0,1,87.858729
-5.0,1,87.86544
-5.0,1,87.871323
-5.0,1,87.879747
-5.0,2,87.893712
-5.0,1,87.897442
-5.0,1,87.906424
-5.0,1,87.911917
-5.0,1,87.920017
-5.0,1,87.925706
-5.0,1,87.933622
-5.0,1,87.940494
-5.0,1,87.947135
-5.0,1,87.95425
-5.0,1,87.961665
-7.02,1,87.96858
-5.0,2,87.981188
-5.0,1,87.987597
-5.0,2,88.000108
-5.0,1,88.009033
-5.0,2,88.021485
-5.0,2,88.035654
-5.0,2,88.053596
-5.0,1,88.060036
-7.02,1,88.066502
-5.0,1,88.074715
-5.0,1,88.079581
-5.0,2,88.094368
-5.0,1,88.101379
-5.0,1,88.106772
-5.0,1,88.115605
-5.0,1,88.121726
-5.0,1,88.131133
-5.0,1,88.138596
-5.0,1,88.1443
-5.0,1,88.151233
-5.0,1,88.160745
-7.02,1,88.169777
-5.0,1,88.176811
-5.0,1,88.180722
-7.02,2,88.194811
-5.0,1,88.202657
-5.0,1,88.20971
-5.0,2,88.223516
-5.0,1,88.230172
-5.0,2,88.245201
-5.0,1,88.251438
-5.0,1,88.255783
-5.0,1,88.262672
-5.0,1,88.270571
-5.0,1,88.276783
-5.0,1,88.283549
-5.0,1,88.290232
-5.0,3,88.311792
-5.0,1,88.319454
-5.0,2,88.333954
-5.0,1,88.342042
-5.0,1,88.351748
-5.0,1,88.35812
-5.0,1,88.365946
-5.0,1,88.373009
-5.0,1,88.380956
-5.0,1,88.388214
-5.0,2,88.406416
-5.0,1,88.411276
-5.0,2,88.424793
-5.0,1,88.431247
-5.0,1,88.439203
-5.0,1,88.447748
-5.0,1,88.455852
-5.0,2,88.471262
-5.0,1,88.475931
-5.0,1,88.486838
-5.0,1,88.491685
-5.0,1,88.498684
-5.0,1,88.50766
-5.0,1,88.510734
-5.0,2,88.529652
-5.0,2,88.540329
-5.0,1,88.54877
-5.0,1,88.556219
-5.0,1,88.566598
-5.0,2,88.580371
-5.0,1,88.586589
-5.0,1,88.593948
-5.0,1,88.599913
-5.0,1,88.606357
-5.0,1,88.615159
-5.0,1,88.62179
-5.0,1,88.628167
-5.0,1,88.636884
-5.0,1,88.644818
-5.0,1,88.651886
-5.0,1,88.658994
-5.0,1,88.668367
-7.02,1,88.675086
-5.0,1,88.67942
-5.0,1,88.686907
-5.0,1,88.692103
-5.0,1,88.698443
-5.0,1,88.705073
-5.0,1,88.712327
-5.0,1,88.72225
-5.0,1,88.727569
-5.0,1,88.734312
-5.0,1,88.739894
-5.0,1,88.750081
-5.0,1,88.758384
-5.0,1,88.765509
-5.0,1,88.772218
-5.0,1,88.779709
-5.0,1,88.788889
-5.0,1,88.793727
-5.0,1,88.799472
-5.0,1,88.808649
-5.0,1,88.816449
-5.0,4,88.846571
-5.0,1,88.853129
-5.0,1,88.857599
-5.0,1,88.863301
-5.0,1,88.870351
-5.0,1,88.877927
-5.0,1,88.88458
-5.0,2,88.895697
-5.0,1,88.903714
-5.0,1,88.908376
-5.0,1,88.916224
-5.0,1,88.9246
-5.0,1,88.931388
-5.0,2,88.943792
-5.0,1,88.953892
-5.0,1,88.961827
-5.0,1,88.967306
-5.0,1,88.972457
-5.0,2,88.987602
-5.0,1,88.992609
-5.0,1,88.998781
-5.0,1,89.007106
-5.0,2,89.021049
-5.0,1,89.026949
-5.0,1,89.035722
-5.0,1,89.0411
-5.0,1,89.046968
-5.0,1,89.05706
-5.0,1,89.066418
-5.0,1,89.070595
-5.0,1,89.079958
-5.0,1,89.086894
-5.0,1,89.094886
-5.0,1,89.101183
-5.0,1,89.105711
-5.0,1,89.11796
-5.0,1,89.124736
-5.0,1,89.130177
-5.0,1,89.137007
-5.0,2,89.149207
-5.0,1,89.154289
-5.0,1,89.164634
-5.0,1,89.170904
-5.0,1,89.177694
-7.02,2,89.192297
-5.0,1,89.2019
-5.0,1,89.20846
-5.0,1,89.218926
-5.0,1,89.223337
-5.0,1,89.229911
-5.0,1,89.237243
-5.0,1,89.242808
-5.0,1,89.249288
-5.0,1,89.256694
-5.0,2,89.273418
-5.0,1,89.280751
-5.0,1,89.286042
-5.0,1,89.294325
-5.0,2,89.309185
-5.0,1,89.316608
-5.0,1,89.322708
-5.0,1,89.332953
-5.0,1,89.341884
-5.0,1,89.350096
-5.0,1,89.358183
-5.0,1,89.363779
-5.0,1,89.372947
-5.0,1,89.378389
-5.0,1,89.387009
-5.0,2,89.405797
-5.0,1,89.414072
-5.0,1,89.418704
-5.0,1,89.42864
-5.0,2,89.444055
-5.0,1,89.450729
-5.0,1,89.456838
-5.0,1,89.4645
-5.0,1,89.47095
-5.0,1,89.479364
-5.0,1,89.486929
-5.0,1,89.494541
-5.0,4,89.523165
-5.0,1,89.530413
-5.0,1,89.539394
-5.0,1,89.543403
-5.0,1,89.5517
-5.0,1,89.557886
-5.0,1,89.565913
-5.0,1,89.571221
-5.0,1,89.579345
-5.0,1,89.585161
-5.0,1,89.593055
-5.0,1,89.59879
-5.0,1,89.608409
-5.0,1,89.612609
-5.0,1,89.61832
-5.0,1,89.626616
-5.0,1,89.63527
-5.0,1,89.64224
-5.0,1,89.648456
-5.0,1,89.657722
-5.0,1,89.664212
-5.0,1,89.670088
-7.02,1,89.674194
-5.0,1,89.68214
-5.0,1,89.688632
-5.0,2,89.702361
-5.0,1,89.710993
-5.0,1,89.717812
-5.0,2,89.736352
-5.0,3,89.753553
-5.0,1,89.760797
-7.02,1,89.768574
-5.0,1,89.774231
-5.0,1,89.784292
-5.0,1,89.790501
-5.0,1,89.797892
-5.0,1,89.807126
-5.0,2,89.822227
-5.0,2,89.838698
-5.0,1,89.846685
-5.0,1,89.854237
-5.0,1,89.861747
-5.0,2,89.87814
-5.0,1,89.883929
-5.0,1,89.891848
-5.0,1,89.8978
-5.0,1,89.903344
-5.0,1,89.910588
-5.0,1,89.918293
-5.0,1,89.923193
-5.0,2,89.937466
-5.0,1,89.943636
-5.0,1,89.951843
-5.0,1,89.957251
-5.0,1,89.963015
-5.0,1,89.973745
-5.0,1,89.979719
-5.0,2,89.993136
-5.0,1,90.001523
-5.0,1,90.006642
-5.0,1,90.013267
-5.0,1,90.020886
-5.0,1,90.026179
-5.0,2,90.0396
-5.0,1,90.047104
-5.0,1,90.056071
-5.0,1,90.06103
-5.0,1,90.068942
-5.0,1,90.076287
-7.02,1,90.084292
-5.0,2,90.097089
-5.0,1,90.106245
-7.02,1,90.110558
-5.0,1,90.116528
-5.0,2,90.129772
-5.0,1,90.135767
-5.0,1,90.143053
-5.0,1,90.153799
-5.0,1,90.159192
-5.0,1,90.16575
-5.0,1,90.176291
-5.0,1,90.18347
-5.0,2,90.197063
-5.0,1,90.202878
-5.0,2,90.220297
-5.0,1,90.226056
-5.0,1,90.236566
-5.0,2,90.251898
-5.0,1,90.257159
-5.0,2,90.275183
-5.0,1,90.281695
-5.0,1,90.288081
-5.0,1,90.295604
-5.0,1,90.303173
-5.0,2,90.314739
-5.0,1,90.324315
-5.0,2,90.33879
-5.0,1,90.345709
-5.0,1,90.351682
-5.0,1,90.357463
-5.0,1,90.366116
-5.0,2,90.379861
-5.0,1,90.38716
-5.0,1,90.394214
-5.0,2,90.410957
-5.0,3,90.431327
-5.0,1,90.437998
-5.0,1,90.442986
-5.0,1,90.449855
-5.0,1,90.453797
-7.02,1,90.462431
-5.0,1,90.470431
-5.0,1,90.474521
-5.0,2,90.489347
-5.0,1,90.496445
-5.0,1,90.50315
-5.0,1,90.509347
-5.0,2,90.523536
-5.0,1,90.531523
-5.0,1,90.536546
-5.0,1,90.542954
-5.0,1,90.562297
-5.0,1,90.569204
-5.0,2,90.584355
-5.0,3,90.608201
-5.0,1,90.615566
-5.0,1,90.620521
-5.0,1,90.627706
-5.0,1,90.634207
-5.0,2,90.648044
-5.0,1,90.654961
-5.0,1,90.663179
-5.0,2,90.674134
-5.0,2,90.69011
-5.0,1,90.696432
-5.0,1,90.703547
-5.0,1,90.710998
-7.02,1,90.71522
-5.0,1,90.723671
-5.0,1,90.730276
-5.0,1,90.737502
-5.0,1,90.744626
-5.0,1,90.750721
-5.0,2,90.76647
-5.0,1,90.773766
-5.0,1,90.78201
-5.0,2,90.79379
-5.0,1,90.800445
-7.02,1,90.804942
-5.0,1,90.81144
-5.0,2,90.822944
-5.0,1,90.829779
-5.0,1,90.836432
-5.0,1,90.842897
-5.0,1,90.852109
-5.0,2,90.864117
-5.0,1,90.87026
-5.0,1,90.876915
-5.0,1,90.884606
-5.0,1,90.891558
-5.0,1,90.89728
-5.0,1,90.906776
-5.0,1,90.91188
-5.0,2,90.928553
-5.0,2,90.940866
-5.0,2,90.955867
-5.0,1,90.964391
-7.02,1,90.969848
-2.02,1,90.977057
-5.0,2,90.989901
-5.0,1,90.997905
-5.0,1,91.005141
-5.0,1,91.012975
-5.0,2,91.029949
-5.0,1,91.037086
-5.0,1,91.041906
-5.0,1,91.048923
-5.0,1,91.055976
-5.0,2,91.068561
-5.0,1,91.077614
-5.0,1,91.084405
-5.0,2,91.099975
-5.0,1,91.105968
-5.0,1,91.114162
-5.0,1,91.119349
-5.0,1,91.128062
-5.0,1,91.134543
-5.0,1,91.138404
-2.02,1,91.145978
-5.0,1,91.153177
-5.0,1,91.162219
-5.0,1,91.167846
-5.0,1,91.174885
-5.0,1,91.18256
-5.0,1,91.188081
-5.0,1,91.195796
-5.0,1,91.202875
-5.0,2,91.219807
-5.0,1,91.225413
-5.0,2,91.241372
-5.0,2,91.25712
-5.0,2,91.271099
-5.0,2,91.286984
-5.0,1,91.292723
-5.0,1,91.299673
-5.0,1,91.307841
-5.0,1,91.314533
-5.0,1,91.321647
-5.0,1,91.327526
-5.0,2,91.345236
-5.0,2,91.355425
-5.0,1,91.362405
-5.0,1,91.367797
-5.0,1,91.372895
-5.0,1,91.383397
-5.0,1,91.389483
-5.0,1,91.396109
-5.0,1,91.405449
-5.0,1,91.410052
-5.0,2,91.423673
-5.0,1,91.431832
-5.0,1,91.439274
-5.0,1,91.443237
-5.0,1,91.450229
-5.0,1,91.45849
-5.0,1,91.463046
-5.0,1,91.471593
-5.0,1,91.480004
-5.0,1,91.486915
-5.0,1,91.493713
-5.0,1,91.498491
-5.0,1,91.506696
-5.0,1,91.514611
-5.0,1,91.520763
-5.0,1,91.527653
-5.0,1,91.533602
-5.0,1,91.539767
-5.0,1,91.547204
-5.0,1,91.555192
-5.0,1,91.561208
-5.0,2,91.577152
-5.0,1,91.584314
-5.0,1,91.592064
-5.0,1,91.600176
-5.0,1,91.604642
-5.0,1,91.616347
-5.0,1,91.624804
-5.0,1,91.630629
-5.0,1,91.641824
-5.0,1,91.646307
-5.0,1,91.653613
-5.0,1,91.66207
-5.0,1,91.667368
-5.0,3,91.687914
-5.0,1,91.696556
-7.02,1,91.704365
-5.0,1,91.709813
-5.0,1,91.7163
-5.0,1,91.724791
-5.0,1,91.732257
-5.0,1,91.73982
-5.0,1,91.74461
-5.0,1,91.754009
-5.0,1,91.760585
-5.0,1,91.768603
-5.0,1,91.775083
-5.0,1,91.783736
-5.0,1,91.791448
-7.02,1,91.798579
-5.0,1,91.803653
-5.0,1,91.808635
-5.0,1,91.816955
-5.0,1,91.824061
-7.02,2,91.837253
-5.0,2,91.850792
-5.0,1,91.86131
-5.0,1,91.867276
-5.0,1,91.878066
-5.0,1,91.882567
-5.0,2,91.898681
-5.0,1,91.905248
-5.0,1,91.91087
-5.0,1,91.92061
-5.0,1,91.925523
-5.0,1,91.932594
-5.0,1,91.939744
-5.0,1,91.945562
-5.0,1,91.956131
-5.0,1,91.961311
-5.0,1,91.970621
-5.0,2,91.984117
-5.0,1,91.990618
-5.0,1,91.996916
-5.0,2,92.01206
-5.0,1,92.018802
-5.0,1,92.02637
-5.0,1,92.033156
-5.0,1,92.040372
-5.0,1,92.045465
-5.0,3,92.068897
-5.0,1,92.074631
-5.0,1,92.080671
-5.0,1,92.088259
-5.0,1,92.096635
-5.0,2,92.115162
-5.0,1,92.121825
-7.02,1,92.129001
-5.0,1,92.135934
-5.0,1,92.144599
-5.0,1,92.150567
-5.0,1,92.158553
-5.0,1,92.165777
-5.0,1,92.171962
-5.0,1,92.17986
-5.0,1,92.185366
-5.0,2,92.198903
-5.0,1,92.208545
-5.0,3,92.226187
-5.0,1,92.231184
-5.0,1,92.239348
-5.0,1,92.244484
-5.0,1,92.252099
-5.0,1,92.260441
-5.0,1,92.269826
-5.0,1,92.27558
-5.0,1,92.282305
-5.0,1,92.287919
-5.0,1,92.294482
-5.0,1,92.302672
-5.0,1,92.309119
-5.0,1,92.316173
-7.02,1,92.323568
-5.0,1,92.330841
-5.0,1,92.335774
-5.0,1,92.343086
-5.0,3,92.368858
-5.0,2,92.381298
-7.02,1,92.387948
-5.0,1,92.395192
-5.0,3,92.416416
-5.0,2,92.429754
-5.0,1,92.439793
-5.0,1,92.447822
-5.0,1,92.454951
-5.0,1,92.46149
-5.0,1,92.467964
-5.0,1,92.47303
-5.0,2,92.491517
-5.0,1,92.497465
-5.0,1,92.505779
-5.0,2,92.517453
-5.0,1,92.527525
-5.0,1,92.531945
-5.0,2,92.546228
-5.0,1,92.550729
-5.0,2,92.56787
-5.0,1,92.574217
-5.0,1,92.584018
-5.0,1,92.592962
-5.0,1,92.599731
-5.0,1,92.607572
-5.0,1,92.614505
-5.0,1,92.620386
-5.0,1,92.630827
-5.0,1,92.637003
-5.0,1,92.64153
-5.0,1,92.647172
-5.0,1,92.656527
-5.0,1,92.661657
-5.0,1,92.671046
-7.02,1,92.676915
-5.0,1,92.686208
-5.0,1,92.696038
-7.02,1,92.705404
-5.0,1,92.712546
-5.0,1,92.72005
-5.0,1,92.725797
-5.0,2,92.741629
-5.0,1,92.748307
-5.0,1,92.753595
-5.0,1,92.759528
-5.0,1,92.765842
-5.0,1,92.771406
-5.0,1,92.780763
-5.0,1,92.787047
-5.0,1,92.792159
-5.0,1,92.799114
-5.0,1,92.806889
-5.0,1,92.813094
-5.0,1,92.817886
-5.0,1,92.824159
-5.0,2,92.838156
-5.0,3,92.860845
-5.0,1,92.866202
-5.0,1,92.871408
-5.0,1,92.87969
-5.0,1,92.886368
-5.0,1,92.893238
-5.0,1,92.899363
-5.0,1,92.907969
-5.0,1,92.91587
-5.0,4,92.940244
-5.0,1,92.947998
-5.0,1,92.955369
-5.0,2,92.968858
-5.0,1,92.974789
-5.0,1,92.979702
-5.0,1,92.989898
-5.0,1,92.994279
-7.02,1,93.001872
-5.0,1,93.007475
-5.0,2,93.025906
-5.0,1,93.03375
-5.0,1,93.043354
-5.0,2,93.056364
-5.0,1,93.064722
-5.0,2,93.080136
-7.02,1,93.088553
-5.0,2,93.104175
-5.0,1,93.110373
-5.0,1,93.11687
-5.0,1,93.12279
-5.0,2,93.138812
-5.0,1,93.14642
-5.0,3,93.167389
-7.02,1,93.173532
-5.0,1,93.18191
-5.0,1,93.19035
-5.0,1,93.194949
-5.0,1,93.201581
-5.0,1,93.209634
-5.0,1,93.219203
-5.0,1,93.225478
-5.0,1,93.23602
-5.0,1,93.240409
-5.0,1,93.248156
-5.0,2,93.259723
-5.0,1,93.269203
-5.0,1,93.277063
-5.0,1,93.283683
-5.0,1,93.28924
-5.0,1,93.297276
-5.0,1,93.303899
-5.0,1,93.309346
-7.02,1,93.316702
-5.0,1,93.324139
-5.0,1,93.332398
-5.0,1,93.338741
-5.0,1,93.345473
-5.0,1,93.352349
-5.0,2,93.366679
-5.0,4,93.393653
-5.0,3,93.418416
-5.0,1,93.42531
-5.0,1,93.431879
-5.0,1,93.438662
-5.0,1,93.446844
-5.0,1,93.454271
-5.0,1,93.461396
-5.0,2,93.475539
-5.0,1,93.484637
-5.0,1,93.491124
-5.0,2,93.506482
-5.0,1,93.514508
-5.0,1,93.523387
-5.0,2,93.53526
-7.02,1,93.54235
-5.0,1,93.549663
-5.0,1,93.558503
-5.0,1,93.56374
-5.0,2,93.578877
-5.0,1,93.584469
-5.0,1,93.591495
-5.0,1,93.601877
-5.0,1,93.606069
-5.0,1,93.614299
-5.0,1,93.620213
-5.0,1,93.627236
-5.0,1,93.634161
-5.0,1,93.642859
-5.0,1,93.651998
-5.0,1,93.659292
-5.0,1,93.665337
-5.0,1,93.671232
-5.0,1,93.677735
-5.0,2,93.692597
-5.0,1,93.70198
-5.0,2,93.716029
-5.0,1,93.721859
-5.0,1,93.726948
-5.0,2,93.744116
-5.0,1,93.749736
-5.0,1,93.758969
-5.0,1,93.768412
-5.0,1,93.777444
-5.0,1,93.783888
-5.0,1,93.790762
-5.0,1,93.800344
-5.0,1,93.805177
-5.0,2,93.818007
-5.0,1,93.825332
-5.0,1,93.831571
-5.0,2,93.84905
-5.0,1,93.858814
-5.0,1,93.863153
-5.0,1,93.871973
-5.0,1,93.876288
-5.0,1,93.883849
-5.0,1,93.891653
-5.0,1,93.900293
-5.0,1,93.905315
-5.0,1,93.913988
-5.0,1,93.921554
-5.0,1,93.929644
-5.0,1,93.93867
-5.0,1,93.94587
-5.0,1,93.95201
-5.0,1,93.956901
-5.0,1,93.966469
-5.0,2,93.9805
-5.0,1,93.986169
-5.0,1,93.994299
-5.0,1,94.002345
-5.0,1,94.007303
-5.0,1,94.012536
-5.0,1,94.020359
-5.0,1,94.025384
-5.0,1,94.030152
-5.0,1,94.038737
-5.0,1,94.044751
-5.0,1,94.053368
-5.0,1,94.061885
-5.0,1,94.068593
-5.0,1,94.074163
-5.0,1,94.082497
-5.0,2,94.096502
-5.0,1,94.105583
-5.0,1,94.109603
-5.0,2,94.127249
-5.0,1,94.134621
-5.0,1,94.140685
-5.0,1,94.148231
-5.0,1,94.157534
-5.0,1,94.163739
-5.0,1,94.172327
-5.0,1,94.178194
-5.0,1,94.184282
-5.0,2,94.200529
-5.0,1,94.208123
-5.0,3,94.227631
-5.0,1,94.237791
-5.0,2,94.251645
-5.0,1,94.25983
-5.0,1,94.268834
-5.0,1,94.274719
-5.0,2,94.286097
-5.0,1,94.29181
-5.0,2,94.305179
-5.0,1,94.314229
-5.0,1,94.318778
-5.0,1,94.326401
-5.0,1,94.333812
-5.0,1,94.338788
-5.0,1,94.348434
-5.0,2,94.3641
-5.0,1,94.37194
-5.0,1,94.379052
-5.0,1,94.386661
-5.0,1,94.392787
-5.0,2,94.406561
-5.0,1,94.411374
-5.0,1,94.418981
-5.0,1,94.424979
-5.0,3,94.445984
-5.0,1,94.454233
-5.0,2,94.466384
-5.0,1,94.473168
-5.0,1,94.484648
-5.0,1,94.491127
-5.0,2,94.506996
-5.0,1,94.512377
-5.0,1,94.519979
-5.0,1,94.525969
-5.0,1,94.536887
-5.0,2,94.548077
-5.0,1,94.55476
-5.0,2,94.569108
-5.0,1,94.576255
-5.0,1,94.581401
-7.02,1,94.589208
-5.0,1,94.599604
-5.0,1,94.603431
-5.0,1,94.612405
-5.0,1,94.616597
-5.0,1,94.623888
-5.0,2,94.642495
-5.0,1,94.646451
-5.0,1,94.65548
-5.0,1,94.660204
-5.0,1,94.666776
-5.0,1,94.673813
-5.0,1,94.683793
-5.0,3,94.702767
-5.0,2,94.717505
-5.0,1,94.726538
-5.0,1,94.7345
-5.0,1,94.742825
-5.0,1,94.748062
-5.0,1,94.753684
-5.0,1,94.764293
-5.0,2,94.774945
-5.0,1,94.783778
-5.0,1,94.791043
-5.0,2,94.806067
-5.0,1,94.812705
-5.0,1,94.821687
-5.0,1,94.827774
-5.0,1,94.835361
-7.02,1,94.844376
-5.0,2,94.861259
-5.0,1,94.87143
-5.0,1,94.877641
-5.0,1,94.88414
-5.0,1,94.894157
-5.0,1,94.900432
-5.0,1,94.904543
-5.0,1,94.913533
-5.0,1,94.92057
-5.0,1,94.928468
-5.0,2,94.939644
-5.0,1,94.945674
-5.0,3,94.970466
-5.0,1,94.974699
-5.0,1,94.983473
-5.0,1,94.991062
-5.0,1,94.996253
-5.0,1,95.004311
-5.0,2,95.016836
-5.0,1,95.022706
-5.0,1,95.030741
-5.0,1,95.037171
-5.0,1,95.042882
-5.0,2,95.058124
-5.0,3,95.07954
-5.0,1,95.089423
-5.0,1,95.098455
-5.0,1,95.104492
-5.0,1,95.111763
-5.0,1,95.120282
-5.0,1,95.127331
-5.0,1,95.134839
-5.0,1,95.144506
-5.0,1,95.152194
-5.0,1,95.159662
-5.0,1,95.165594
-5.0,1,95.172154
-5.0,2,95.18646
-5.0,3,95.207133
-5.0,1,95.211601
-5.0,1,95.21861
-5.0,1,95.227215
-5.0,2,95.240552
-5.0,1,95.247202
-5.0,1,95.253949
-5.0,1,95.260882
-5.0,2,95.273443
-5.0,2,95.29047
-5.0,1,95.295748
-5.0,2,95.310387
-5.0,1,95.319497
-5.0,1,95.32655
-5.0,1,95.33485
-5.0,1,95.344439
-5.0,1,95.348783
