#{"t_start": 1763362893.322091, "env_id": "None"}
r,l,t
-5.0,1,2.106858
-5.0,1,2.112099
-5.0,1,2.116781
-5.0,1,2.123417
-5.0,1,2.128483
-5.0,2,2.13995
-5.0,1,2.150317
-5.0,1,2.154637
-5.0,1,2.158851
-5.0,1,2.166549
-5.0,2,2.178925
-5.0,1,2.185331
-5.0,1,2.190465
-5.0,1,2.195563
-5.0,1,2.200907
-5.0,1,2.206952
-5.0,1,2.212576
-5.0,1,2.217913
-5.0,1,2.222315
-5.0,1,2.227177
-5.0,1,2.233918
-5.0,1,2.239697
-5.0,1,2.246843
-5.0,1,2.251656
-5.0,1,2.255772
-5.0,1,2.26327
-5.0,1,2.268562
-5.0,1,2.274228
-5.0,1,2.277651
-5.0,1,2.284485
-5.0,1,2.289835
-5.0,1,2.294973
-5.0,1,2.301719
-5.0,1,2.305176
-5.0,1,2.312632
-5.0,1,2.318749
-5.0,1,2.323275
-5.0,1,2.329509
-5.0,1,2.335513
-5.0,1,2.341206
-5.0,1,2.346569
-5.0,1,2.351532
-5.0,1,2.357415
-5.0,1,2.362144
-5.0,1,2.36695
-5.0,1,2.372651
-5.0,1,2.378126
-5.0,1,2.38239
-5.0,3,2.400147
-5.0,1,2.406266
-5.0,1,2.417084
-5.0,1,2.423384
-5.0,2,2.433401
-5.0,1,2.440146
-5.0,1,2.445838
-5.0,2,2.459052
-5.0,1,2.464257
-5.0,2,2.474329
-5.0,1,2.485436
-5.0,1,2.489343
-5.0,1,2.496483
-5.0,1,2.501891
-5.0,1,2.508242
-5.0,1,2.514251
-5.0,1,2.522337
-5.0,1,2.529061
-5.0,2,2.540951
-5.0,1,2.547312
-5.0,1,2.553288
-5.0,1,2.55973
-5.0,1,2.565572
-5.0,1,2.573932
-5.0,1,2.577686
-5.0,1,2.586043
-5.0,2,2.597546
-5.0,1,2.603043
-5.0,1,2.610223
-5.0,2,2.622854
-5.0,1,2.629903
-5.0,1,2.634442
-5.0,2,2.646487
-5.0,1,2.656654
-5.0,2,2.667497
-5.0,1,2.676642
-5.0,1,2.683486
-5.0,1,2.687879
-5.0,1,2.694203
-5.0,1,2.701471
-5.0,2,2.719041
-5.0,2,2.731615
-5.0,1,2.738517
-5.0,1,2.745517
-5.0,1,2.749871
-5.0,1,2.756199
-5.0,1,2.762182
-5.0,1,2.771402
-5.0,1,2.780793
-5.0,1,2.786166
-5.0,2,2.797862
-5.0,1,2.806682
-5.0,1,2.811413
-5.0,1,2.819522
-2.02,2,2.830665
-5.0,1,2.833935
-5.0,2,2.847928
-5.0,1,2.853786
-5.0,1,2.860558
-5.0,1,2.865814
-5.0,2,2.879607
-5.0,2,2.890636
-5.0,2,2.903454
-5.0,1,2.909845
-7.02,1,2.917084
-5.0,3,2.940595
-5.0,5,2.972257
-5.0,1,2.981147
-5.0,2,2.995136
-5.0,1,3.001651
-5.0,1,3.008316
-5.0,1,3.01668
-7.02,1,3.024581
-5.0,1,3.031348
-5.0,1,3.035767
-5.0,1,3.041229
-5.0,1,3.048105
-5.0,1,3.052011
-5.0,2,3.064176
-5.0,1,3.070858
-5.0,1,3.07531
-5.0,1,3.08279
-5.0,1,3.087215
-5.0,1,3.092194
-5.0,2,3.104576
-5.0,3,3.120032
-5.0,1,3.125484
-5.0,1,3.130077
-5.0,2,3.143296
-5.0,1,3.149693
-5.0,1,3.155062
-5.0,1,3.159306
-5.0,1,3.165154
-5.0,3,3.181401
-5.0,1,3.189603
-5.0,1,3.193459
-5.0,2,3.204271
-5.0,2,3.214989
-5.0,1,3.22199
-5.0,1,3.226464
-5.0,3,3.243912
-5.0,1,3.249881
-5.0,1,3.254791
-5.0,2,3.264261
-5.0,1,3.272105
-5.0,1,3.278148
-5.0,2,3.292679
-5.0,1,3.298265
-5.0,1,3.302128
-5.0,1,3.30862
-5.0,1,3.312581
-5.0,1,3.32035
-5.0,1,3.326099
-5.0,4,3.348058
-5.0,1,3.353618
-5.0,1,3.358727
-5.0,2,3.369357
-5.0,2,3.378752
-5.0,1,3.38577
-5.0,1,3.391915
-5.0,1,3.398688
-5.0,2,3.409153
-5.0,1,3.415844
-5.0,2,3.424871
-5.0,1,3.430618
-5.0,3,3.446714
-5.0,1,3.453815
-5.0,1,3.458123
-5.0,1,3.464252
-5.0,1,3.471831
-5.0,1,3.478138
-5.0,1,3.482435
-5.0,1,3.49041
-5.0,1,3.493749
-5.0,1,3.499427
-5.0,1,3.504821
-7.02,1,3.508997
-5.0,1,3.515385
-5.0,1,3.518972
-5.0,1,3.526224
-5.0,1,3.532558
-5.0,2,3.545476
-5.0,1,3.553432
-5.0,1,3.557397
-5.0,1,3.564377
-5.0,2,3.577234
-5.0,1,3.58411
-5.0,1,3.590739
-5.0,1,3.597811
-5.0,1,3.604212
-5.0,1,3.609807
-5.0,2,3.621512
-5.0,2,3.636414
-5.0,1,3.641335
-5.0,1,3.651439
-5.0,1,3.657713
-5.0,1,3.663382
-5.0,1,3.670202
-5.0,2,3.684355
-7.02,2,3.695357
-5.0,1,3.701383
-5.0,2,3.715412
-5.0,1,3.719567
-5.0,2,3.732058
-5.0,2,3.745935
-5.0,2,3.758501
-5.0,2,3.772784
-5.0,1,3.778595
-5.0,1,3.784869
-5.0,1,3.793959
-5.0,2,3.804987
-5.0,1,3.810827
-5.0,1,3.820097
-5.0,1,3.825589
-5.0,1,3.831373
-5.0,1,3.839483
-5.0,1,3.843457
-7.02,1,3.853187
-5.0,1,3.862611
-5.0,1,3.867557
-5.0,1,3.875018
-5.0,1,3.879676
-5.0,1,3.886204
-5.0,1,3.892219
-5.0,1,3.897174
-5.0,1,3.905597
-5.0,1,3.909387
-5.0,1,3.913508
-5.0,1,3.919359
-5.0,1,3.92732
-5.0,1,3.935819
-5.0,2,3.947325
-5.0,1,3.955999
-5.0,1,3.96112
-5.0,1,3.966751
-5.0,1,3.97238
-5.0,1,3.979095
-5.0,1,3.987041
-5.0,1,3.993291
-5.0,1,4.001971
-5.0,1,4.007918
-5.0,1,4.011945
-5.0,1,4.01974
-5.0,1,4.025184
-5.0,1,4.031351
-5.0,3,4.049131
-5.0,1,4.054492
-5.0,1,4.060913
-5.0,3,4.079174
-5.0,1,4.086818
-5.0,1,4.0925
-5.0,2,4.106534
-5.0,2,4.117822
-5.0,1,4.123184
-5.0,1,4.127482
-5.0,1,4.13635
-5.0,1,4.142415
-5.0,1,4.148904
-5.0,1,4.156
-5.0,1,4.161721
-5.0,1,4.168908
-5.0,1,4.172853
-5.0,1,4.178471
-5.0,1,4.185178
-7.02,1,4.191238
-5.0,1,4.198946
-5.0,1,4.202826
-5.0,1,4.208467
-5.0,1,4.216125
-5.0,1,4.222028
-5.0,1,4.229545
-5.0,1,4.236685
-5.0,1,4.245117
-5.0,1,4.249344
-5.0,1,4.256578
-5.0,1,4.262451
-5.0,1,4.268499
-5.0,1,4.276468
-5.0,1,4.281705
-5.0,1,4.287466
-5.0,1,4.295172
-5.0,4,4.321237
-5.0,1,4.32683
-5.0,1,4.332078
-5.0,4,4.354129
-5.0,1,4.361753
-5.0,1,4.371789
-5.0,2,4.385889
-5.0,2,4.397813
-5.0,4,4.42003
-5.0,1,4.425929
-5.0,2,4.44254
-5.0,1,4.447892
-5.0,1,4.453906
-5.0,1,4.461887
-5.0,1,4.468358
-5.0,1,4.474917
-5.0,1,4.480249
-5.0,1,4.488579
-5.0,1,4.497422
-5.0,1,4.502104
-5.0,2,4.51545
-5.0,1,4.523727
-5.0,1,4.527517
-5.0,1,4.534745
-5.0,1,4.54149
-5.0,1,4.54858
-5.0,1,4.555499
-5.0,1,4.563407
-5.0,1,4.567671
-5.0,1,4.573657
-5.0,1,4.579718
-5.0,1,4.585883
-5.0,1,4.594183
-5.0,1,4.600453
-5.0,1,4.606619
-5.0,1,4.611728
-5.0,2,4.623871
-7.02,1,4.631417
-5.0,2,4.647194
-5.0,1,4.652512
-5.0,2,4.664762
-5.0,1,4.670239
-5.0,1,4.675944
-5.0,1,4.681225
-5.0,1,4.687616
-5.0,1,4.693989
-5.0,1,4.70011
-5.0,1,4.705272
-5.0,1,4.714348
-5.0,1,4.720281
-5.0,1,4.728201
-5.0,3,4.749044
-5.0,1,4.755514
-5.0,1,4.761525
-5.0,1,4.767659
-5.0,1,4.774659
-5.0,1,4.779701
-5.0,1,4.786554
-5.0,1,4.791429
-5.0,1,4.800012
-5.0,1,4.804433
-5.0,1,4.812458
-5.0,1,4.816998
-5.0,1,4.823271
-5.0,1,4.830954
-5.0,1,4.837624
-5.0,1,4.843943
-5.0,1,4.852628
-5.0,1,4.857001
-5.0,1,4.864687
-5.0,1,4.8701
-5.0,2,4.881826
-5.0,1,4.888366
-5.0,2,4.901829
-5.0,1,4.910588
-5.0,1,4.919015
-5.0,1,4.926007
-5.0,1,4.931587
-5.0,1,4.939968
-5.0,1,4.944444
-5.0,1,4.951067
-5.0,1,4.955637
-7.02,1,4.964625
-5.0,1,4.969265
-5.0,1,4.977782
-5.0,1,4.983402
-5.0,1,4.990271
-5.0,1,4.995096
-5.0,3,5.016103
-5.0,1,5.019355
-5.0,1,5.027764
-5.0,2,5.045045
-5.0,1,5.051263
-5.0,1,5.059067
-5.0,1,5.067373
-5.0,1,5.072454
-5.0,2,5.086723
-5.0,2,5.09765
-5.0,1,5.104561
-5.0,1,5.112311
-5.0,1,5.117848
-5.0,1,5.122253
-5.0,1,5.128965
-5.0,1,5.136104
-5.0,1,5.143479
-5.0,1,5.150615
-5.0,1,5.156112
-5.0,1,5.165216
-5.0,1,5.169626
-5.0,1,5.178384
-2.02,2,5.190229
-5.0,2,5.203619
-5.0,1,5.209171
-5.0,1,5.217111
-5.0,1,5.221604
-5.0,1,5.228512
-5.0,4,5.252861
-5.0,1,5.259214
-5.0,1,5.267108
-5.0,2,5.279077
-5.0,1,5.286452
-5.0,1,5.292477
-5.0,1,5.296569
-5.0,1,5.302342
-5.0,1,5.309318
-7.02,1,5.317557
-5.0,1,5.32366
-5.0,1,5.330298
-5.0,1,5.335917
-5.0,2,5.351138
-5.0,2,5.363888
-5.0,1,5.371563
-5.0,1,5.378271
-5.0,1,5.384242
-5.0,1,5.392761
-5.0,2,5.406695
-5.0,1,5.411064
-5.0,1,5.418406
-5.0,2,5.430601
-5.0,1,5.440069
-5.0,1,5.443943
-5.0,2,5.458642
-5.0,1,5.463928
-5.0,1,5.469075
-5.0,3,5.4874
-5.0,1,5.492188
-5.0,1,5.498846
-5.0,1,5.506395
-5.0,1,5.511656
-5.0,1,5.518646
-5.0,2,5.533214
-5.0,1,5.540859
-5.0,1,5.545518
-5.0,1,5.5513
-5.0,1,5.558288
-5.0,1,5.56538
-5.0,2,5.575652
-5.0,1,5.581289
-5.0,1,5.589528
-5.0,2,5.600251
-5.0,2,5.615765
-5.0,1,5.622808
-5.0,1,5.62917
-5.0,1,5.634319
-5.0,1,5.64124
-5.0,1,5.649385
-5.0,1,5.656666
-5.0,1,5.663385
-5.0,1,5.669362
-5.0,1,5.67819
-5.0,1,5.684023
-5.0,1,5.689588
-5.0,1,5.699342
-5.0,1,5.705174
-5.0,1,5.710375
-5.0,1,5.715535
-5.0,1,5.720605
-5.0,1,5.7264
-5.0,1,5.73311
-5.0,1,5.742261
-5.0,1,5.746776
-5.0,2,5.757317
-5.0,1,5.764943
-5.0,1,5.770053
-5.0,1,5.776119
-5.0,1,5.785303
-5.0,2,5.794845
-5.0,1,5.801831
-5.0,1,5.809173
-5.0,1,5.814903
-5.0,2,5.827773
-5.0,1,5.833017
-5.0,1,5.839603
-5.0,1,5.847675
-5.0,1,5.852266
-5.0,1,5.861397
-5.0,1,5.86915
-5.0,1,5.87337
-5.0,1,5.879377
-7.02,2,5.893643
-5.0,1,5.898471
-5.0,1,5.905738
-7.02,1,5.909518
-5.0,1,5.916901
-5.0,1,5.925147
-5.0,1,5.930632
-5.0,1,5.937069
-5.0,1,5.942644
-5.0,1,5.948585
-5.0,1,5.959941
-5.0,1,5.967135
-5.0,1,5.970995
-5.0,1,5.978601
-5.0,2,5.993061
-5.0,1,6.002803
-5.0,1,6.006999
-5.0,1,6.012915
-5.0,1,6.0179
-5.0,1,6.024744
-5.0,1,6.032712
-5.0,1,6.040574
-5.0,1,6.045603
-5.0,1,6.05282
-5.0,1,6.061004
-5.0,1,6.066335
-5.0,2,6.078335
-5.0,1,6.087254
-5.0,2,6.10151
-5.0,1,6.106466
-5.0,1,6.113463
-5.0,2,6.125395
-5.0,1,6.130824
-5.0,1,6.13682
-5.0,1,6.143315
-5.0,1,6.14788
-5.0,1,6.156135
-5.0,1,6.160783
-5.0,2,6.174253
-5.0,1,6.18114
-5.0,2,6.192514
-5.0,1,6.200397
-5.0,1,6.204473
-5.0,3,6.22374
-5.0,1,6.230828
-5.0,1,6.238317
-5.0,1,6.245806
-5.0,1,6.250711
-5.0,1,6.258155
-5.0,1,6.265629
-5.0,1,6.271302
-5.0,1,6.277428
-5.0,1,6.283116
-5.0,1,6.288408
-5.0,1,6.296124
-5.0,1,6.30105
-5.0,1,6.309049
-5.0,1,6.314872
-5.0,1,6.321378
-5.0,1,6.327078
-5.0,1,6.33317
-5.0,1,6.340975
-5.0,1,6.347857
-5.0,2,6.35948
-5.0,1,6.367775
-5.0,1,6.374143
-5.0,1,6.380284
-7.02,1,6.386145
-5.0,1,6.391642
-5.0,1,6.398393
-5.0,1,6.40548
-5.0,1,6.41173
-5.0,2,6.425498
-5.0,1,6.430899
-5.0,1,6.43793
-5.0,1,6.441956
-5.0,1,6.448828
-5.0,1,6.454808
-5.0,1,6.461773
-5.0,1,6.468702
-5.0,1,6.475007
-5.0,1,6.479584
-5.0,1,6.486627
-5.0,2,6.50075
-5.0,1,6.50624
-5.0,1,6.512079
-5.0,1,6.517417
-5.0,1,6.523858
-5.0,1,6.531973
-5.0,1,6.538611
-5.0,1,6.544594
-5.0,1,6.550668
-5.0,2,6.567264
-5.0,1,6.576203
-5.0,2,6.587208
-5.0,2,6.600409
-5.0,1,6.606976
-7.02,1,6.615055
-5.0,1,6.619469
-5.0,1,6.626416
-5.0,2,6.643819
-5.0,1,6.649119
-5.0,1,6.653734
-5.0,1,6.659698
-5.0,1,6.66651
-5.0,1,6.672913
-5.0,1,6.680245
-5.0,2,6.690504
-7.02,1,6.698669
-5.0,1,6.704533
-5.0,1,6.710737
-5.0,1,6.714453
-5.0,1,6.720171
-5.0,1,6.729056
-5.0,4,6.753132
-5.0,1,6.757025
-5.0,1,6.763971
-5.0,1,6.771718
-5.0,1,6.776992
-7.02,1,6.784036
-5.0,1,6.791735
-5.0,2,6.802915
-5.0,1,6.809886
-5.0,1,6.817202
-5.0,2,6.829798
-5.0,1,6.83617
-5.0,1,6.839778
-5.0,1,6.847569
-5.0,1,6.854048
-5.0,2,6.866399
-5.0,1,6.871813
-5.0,1,6.880268
-5.0,1,6.886863
-5.0,1,6.892395
-7.02,2,6.906393
-7.02,1,6.913538
-5.0,1,6.919832
-5.0,1,6.926764
-5.0,1,6.934409
-5.0,1,6.939111
-5.0,1,6.947138
-5.0,1,6.954465
-5.0,1,6.960523
-5.0,1,6.968759
-5.0,1,6.974649
-5.0,1,6.981365
-5.0,1,6.986339
-5.0,1,6.994181
-7.02,1,7.000841
-5.0,1,7.007978
-5.0,1,7.016268
-5.0,1,7.020418
-5.0,2,7.032725
-5.0,1,7.039738
-5.0,1,7.045913
-7.02,1,7.04989
-5.0,1,7.055828
-5.0,1,7.062183
-5.0,1,7.068595
-5.0,1,7.074154
-5.0,1,7.082444
-5.0,1,7.088683
-5.0,1,7.09607
-5.0,1,7.100921
-5.0,3,7.118045
-5.0,1,7.12611
-5.0,1,7.133056
-5.0,1,7.137155
-5.0,1,7.145706
-5.0,1,7.153004
-5.0,1,7.162251
-5.0,1,7.169787
-5.0,1,7.174217
-5.0,1,7.180712
-5.0,1,7.18827
-5.0,1,7.192674
-5.0,1,7.199793
-5.0,1,7.206144
-5.0,1,7.212817
-5.0,1,7.216967
-5.0,1,7.223804
-5.0,1,7.230062
-5.0,2,7.243375
-5.0,1,7.251087
-5.0,1,7.257808
-5.0,1,7.265509
-5.0,2,7.278911
-5.0,1,7.283355
-5.0,1,7.290189
-5.0,1,7.294327
-5.0,1,7.300539
-5.0,1,7.306898
-5.0,1,7.315639
-5.0,1,7.320817
-5.0,1,7.326115
-7.02,1,7.334813
-5.0,1,7.340581
-5.0,1,7.347062
-5.0,1,7.351329
-5.0,1,7.357781
-5.0,2,7.369849
-5.0,1,7.376825
-5.0,1,7.38054
-5.0,2,7.393328
-5.0,1,7.398586
-5.0,1,7.407617
-5.0,1,7.412206
-5.0,1,7.418477
-5.0,1,7.42428
-5.0,1,7.431338
-5.0,1,7.437214
-5.0,1,7.444082
-5.0,1,7.451722
-2.02,1,7.457396
-5.0,1,7.465063
-5.0,1,7.471454
-5.0,1,7.477937
-5.0,1,7.483247
-5.0,1,7.490966
-5.0,1,7.49805
-5.0,1,7.503134
-5.0,1,7.508537
-5.0,1,7.515532
-5.0,1,7.521334
-5.0,1,7.528048
-5.0,1,7.53355
-5.0,2,7.545525
-5.0,2,7.559701
-5.0,1,7.563581
-5.0,2,7.578716
-5.0,1,7.585998
-5.0,2,7.599726
-5.0,1,7.604979
-5.0,1,7.612696
-5.0,1,7.619558
-5.0,2,7.630791
-5.0,1,7.639079
-5.0,1,7.6445
-5.0,1,7.65005
-5.0,1,7.656853
-5.0,1,7.662009
-5.0,2,7.676688
-5.0,1,7.683145
-5.0,1,7.689041
-5.0,1,7.696434
-5.0,1,7.702955
-5.0,1,7.707661
-5.0,1,7.713997
-5.0,2,7.729011
-5.0,1,7.73763
-5.0,1,7.741885
-5.0,1,7.74855
-5.0,1,7.758599
-5.0,1,7.765833
-5.0,1,7.773517
-5.0,1,7.779423
-5.0,1,7.783592
-5.0,1,7.788897
-5.0,1,7.794618
-5.0,1,7.801633
-5.0,1,7.806923
-5.0,1,7.812791
-5.0,1,7.820292
-5.0,2,7.830734
-5.0,1,7.838686
-5.0,1,7.844347
-5.0,1,7.853328
-5.0,1,7.859341
-5.0,1,7.863958
-5.0,1,7.869276
-5.0,1,7.876107
-5.0,1,7.88222
-5.0,1,7.886092
-5.0,1,7.892315
-5.0,1,7.897404
-5.0,1,7.903849
-5.0,1,7.910943
-5.0,1,7.918119
-5.0,2,7.928495
-5.0,1,7.935101
-5.0,2,7.949245
-5.0,1,7.95518
-5.0,1,7.961411
-5.0,1,7.966133
-2.142857,2,7.976555
-5.0,1,7.98379
-5.0,4,8.008644
-5.0,1,8.01756
-5.0,1,8.023902
-5.0,2,8.043658
-5.0,1,8.050338
-5.0,2,8.064154
-5.0,1,8.069404
-5.0,1,8.074929
-5.0,1,8.082459
-5.0,1,8.086545
-5.0,1,8.09394
-5.0,1,8.099197
-5.0,2,8.112185
-2.02,1,8.118569
-5.0,1,8.123505
-5.0,1,8.127983
-5.0,1,8.135523
-5.0,1,8.143808
-5.0,1,8.148316
-5.0,1,8.155993
-5.0,1,8.161085
-5.0,2,8.174545
-5.0,1,8.181029
-5.0,2,8.195644
-5.0,2,8.207099
-5.0,1,8.213285
-5.0,1,8.219468
-5.0,1,8.224794
-5.0,1,8.232661
-5.0,1,8.236925
-2.142857,1,8.244092
-5.0,1,8.253092
-5.0,1,8.25796
-5.0,1,8.266864
-5.0,2,8.276588
-5.0,1,8.28192
-5.0,1,8.288374
-7.02,1,8.298094
-5.0,1,8.305068
-5.0,1,8.310751
-5.0,1,8.316841
-5.0,2,8.329753
-5.0,1,8.336333
-5.0,1,8.343757
-5.0,1,8.356904
-5.0,1,8.364854
-5.0,1,8.369725
-5.0,3,8.392381
-5.0,1,8.400032
-5.0,1,8.406384
-5.0,1,8.412656
-5.0,1,8.421115
-5.0,1,8.428732
-5.0,1,8.434623
-5.0,1,8.442803
-5.0,1,8.449254
-5.0,1,8.454839
-5.0,1,8.461408
-5.0,1,8.469199
-5.0,1,8.476063
-5.0,1,8.479428
-5.0,1,8.487546
-5.0,1,8.493296
-5.0,1,8.502518
-5.0,1,8.510295
-5.0,1,8.516649
-5.0,1,8.52057
-5.0,1,8.527716
-5.0,1,8.534274
-5.0,1,8.541938
-5.0,1,8.547551
-5.0,1,8.555665
-5.0,1,8.561223
-5.0,1,8.566109
-5.0,1,8.573616
-5.0,1,8.579454
-5.0,1,8.586809
-5.0,1,8.591522
-5.0,1,8.596764
-5.0,1,8.603486
-5.0,1,8.612974
-5.0,1,8.619992
-5.0,1,8.624879
-5.0,2,8.63908
-5.0,1,8.6431
-5.0,1,8.650316
-5.0,2,8.663796
-5.0,1,8.671004
-5.0,1,8.676756
-5.0,1,8.683768
-5.0,1,8.687872
-7.02,1,8.693307
-5.0,1,8.70068
-5.0,1,8.705904
-5.0,1,8.711912
-5.0,2,8.724594
-5.0,1,8.730561
-5.0,1,8.736528
-5.0,2,8.750495
-5.0,1,8.756081
-5.0,3,8.776056
-5.0,1,8.782916
-5.0,1,8.788043
-5.0,1,8.79436
-5.0,1,8.800148
-5.0,1,8.806463
-5.0,1,8.813
-5.0,1,8.819247
-5.0,1,8.825187
-5.0,1,8.831571
-5.0,1,8.837799
-5.0,1,8.843823
-5.0,1,8.848401
-5.0,1,8.856195
-5.0,1,8.86404
-5.0,1,8.86938
-5.0,1,8.874367
-5.0,1,8.883122
-5.0,1,8.888315
-5.0,2,8.901963
-5.0,1,8.908803
-5.0,2,8.919559
-5.0,1,8.92582
-2.02,1,8.933386
-5.0,3,8.949255
-5.0,1,8.956439
-5.0,1,8.962407
-5.0,1,8.967816
-5.0,1,8.975885
-5.0,1,8.980193
-5.0,1,8.987734
-5.0,1,8.992668
-5.0,2,9.004857
-5.0,1,9.009561
-5.0,1,9.019507
-5.0,1,9.023942
-5.0,1,9.031373
-5.0,1,9.036691
-5.0,1,9.043903
-5.0,2,9.057081
-7.02,2,9.067745
-5.0,1,9.075024
-5.0,1,9.082853
-5.0,1,9.088244
-5.0,1,9.09488
-5.0,1,9.099151
-5.0,1,9.108523
-5.0,2,9.119982
-5.0,1,9.127243
-5.0,1,9.132121
-5.0,1,9.138702
-5.0,1,9.146023
-5.0,1,9.152994
-5.0,1,9.159058
-5.0,2,9.172976
-5.0,1,9.177307
-5.0,1,9.182286
-5.0,1,9.190411
-5.0,1,9.195945
-5.0,1,9.201364
-5.0,2,9.215054
-5.0,1,9.218838
-7.02,1,9.227133
-5.0,1,9.234524
-5.0,1,9.238143
-5.0,2,9.254499
-5.0,1,9.260838
-5.0,1,9.268111
-5.0,1,9.273141
-5.0,1,9.280515
-5.0,1,9.286143
-5.0,1,9.293307
-5.0,1,9.299775
-5.0,1,9.302968
-5.0,1,9.309606
-5.0,1,9.314601
-5.0,1,9.321877
-5.0,1,9.327562
-5.0,1,9.331713
-5.0,1,9.3378
-5.0,1,9.343021
-5.0,1,9.351496
-5.0,2,9.361769
-5.0,1,9.367291
-5.0,1,9.373193
-5.0,1,9.379111
-5.0,1,9.385504
-5.0,1,9.394229
-5.0,2,9.402758
-5.0,1,9.409288
-5.0,1,9.415642
-5.0,1,9.423463
-5.0,1,9.42812
-5.0,1,9.435579
-7.02,1,9.439958
-5.0,1,9.445411
-5.0,1,9.453151
-5.0,1,9.461468
-5.0,1,9.466798
