distance_km,mu_signal,seed,SKR_bits_per_second,SKR_bits_per_pulse,QBER
40,0.1,2025,0.0,0.0,0.046218487394957986
40,0.1,2026,0.0,0.0,0.0472972972972973
40,0.1,2027,0.0,0.0,0.036637931034482756
40,0.1,2028,0.0,0.0,0.04121475054229935
40,0.1,2029,0.0,0.0,0.04439252336448598
40,0.2,2025,117162.85463676268,0.0023432570927352536,0.030837004405286344
40,0.2,2026,10725.14294071029,0.0002145028588142058,0.02975557917109458
40,0.2,2027,53783.32979828173,0.0010756665959656346,0.026497695852534562
40,0.2,2028,67267.7904958493,0.001345355809916986,0.01995305164319249
40,0.2,2029,136145.79916326012,0.002722915983265202,0.018338727076591153
40,0.3,2025,76303.70986759955,0.001526074197351991,0.01934984520123839
40,0.3,2026,130962.57554170222,0.0026192515108340443,0.019862490450725745
40,0.3,2027,95742.74738527687,0.0019148549477055374,0.02549800796812749
40,0.3,2028,163502.9285815421,0.0032700585716308422,0.020618556701030927
40,0.3,2029,51277.46389506594,0.0010255492779013189,0.016
40,0.4,2025,113993.8348905664,0.002279876697811328,0.01656196459166191
40,0.4,2026,113820.32959344325,0.002276406591868865,0.020184544405997693
40,0.4,2027,85407.19322697015,0.001708143864539403,0.02036067481093659
40,0.4,2028,62280.707303065006,0.0012456141460613001,0.021801491681009755
40,0.4,2029,123929.52496112719,0.0024785904992225436,0.014277555682467162
40,0.5,2025,81441.40628198553,0.0016288281256397106,0.020306859205776174
40,0.5,2026,113500.26449684035,0.002270005289936807,0.017638412542871143
40,0.5,2027,80550.67704287794,0.0016110135408575587,0.01734367868553172
40,0.5,2028,105727.14295616721,0.002114542859123344,0.019646365422396856
40,0.5,2029,72049.81752384434,0.0014409963504768866,0.01729631315430132
40,0.6,2025,129927.70435361378,0.0025985540870722755,0.012312427856868027
40,0.6,2026,115081.24424828908,0.0023016248849657816,0.016770670826833072
40,0.6,2027,158800.77959196185,0.003176015591839237,0.017234625930278104
40,0.6,2028,65591.30321256502,0.0013118260642513006,0.020023103581055062
40,0.6,2029,123005.28863407519,0.0024601057726815036,0.013107170393215111
50,0.1,2025,0.0,0.0,0.07920792079207921
50,0.1,2026,0.0,0.0,0.07094594594594594
50,0.1,2027,0.0,0.0,0.04918032786885246
50,0.1,2028,0.0,0.0,0.06229508196721312
50,0.1,2029,0.0,0.0,0.06428571428571428
50,0.2,2025,51368.02799033363,0.0010273605598066725,0.04317789291882556
50,0.2,2026,21028.71187637582,0.0004205742375275164,0.036605657237936774
50,0.2,2027,18823.666202373217,0.00037647332404746437,0.03763440860215054
50,0.2,2028,55098.15681872172,0.0011019631363744344,0.03163444639718805
50,0.2,2029,78161.17108461728,0.0015632234216923456,0.025848142164781908
50,0.3,2025,27474.592469975305,0.0005494918493995061,0.023284313725490197
50,0.3,2026,109644.8759394121,0.002192897518788242,0.026347305389221556
50,0.3,2027,48157.710869413844,0.0009631542173882769,0.033210332103321034
50,0.3,2028,107405.59528271163,0.0021481119056542325,0.028606965174129355
50,0.3,2029,38937.38542571018,0.0007787477085142036,0.020156774916013438
50,0.4,2025,91062.97544743761,0.001821259508948752,0.020370370370370372
50,0.4,2026,108779.5207194411,0.002175590414388822,0.02378854625550661
50,0.4,2027,40384.80619825142,0.0008076961239650283,0.026387625113739762
50,0.4,2028,59963.49333207174,0.0011992698666414348,0.025431425976385105
50,0.4,2029,80867.01605976006,0.0016173403211952014,0.017857142857142856
50,0.5,2025,98168.55892898406,0.001963371178579681,0.022840827980014276
50,0.5,2026,92464.84642129148,0.0018492969284258298,0.02243829468960359
50,0.5,2027,41035.969608200656,0.0008207193921640131,0.021520803443328552
50,0.5,2028,53770.845260070164,0.0010754169052014032,0.023166023166023165
50,0.5,2029,28245.54833002592,0.0005649109666005183,0.020603384841795438
50,0.6,2025,126549.04702086946,0.0025309809404173893,0.013237063778580024
50,0.6,2026,106063.72174918262,0.002121274434983652,0.01932367149758454
50,0.6,2027,70377.31171198604,0.001407546234239721,0.021595680863827234
50,0.6,2028,43869.21373967713,0.0008773842747935426,0.024081878386514148
50,0.6,2029,69143.02108225545,0.001382860421645109,0.014067278287461774
60,0.1,2025,0.0,0.0,0.10144927536231885
60,0.1,2026,0.0,0.0,0.10050251256281408
60,0.1,2027,0.0,0.0,0.07526881720430108
60,0.1,2028,0.0,0.0,0.08900523560209424
60,0.1,2029,0.0,0.0,0.09693877551020408
60,0.2,2025,47845.69678999518,0.0009569139357999035,0.06182795698924731
60,0.2,2026,0.0,0.0,0.052109181141439205
60,0.2,2027,38947.003576712996,0.00077894007153426,0.05449591280653951
60,0.2,2028,42220.10643603147,0.0008444021287206294,0.043478260869565216
60,0.2,2029,18044.51691521822,0.00036089033830436444,0.03978779840848806
60,0.3,2025,21611.09521846752,0.00043222190436935034,0.03244274809160305
60,0.3,2026,90361.24548757661,0.0018072249097515322,0.03787878787878788
60,0.3,2027,61209.07583136793,0.0012241815166273587,0.0546875
60,0.3,2028,53453.994460496426,0.0010690798892099285,0.03766478342749529
60,0.3,2029,15308.21879302834,0.0003061643758605668,0.025906735751295335
60,0.4,2025,64653.17500019845,0.001293063500003969,0.02666666666666667
