#{"t_start": 1763362893.3227413, "env_id": "None"}
r,l,t
-5.0,1,1.491077
-2.142857,3,1.504888
-5.0,1,1.510433
-5.0,1,1.516791
-5.0,2,1.527494
-5.0,1,1.533278
-5.0,1,1.537824
-5.0,1,1.545264
-5.0,1,1.548762
-5.0,1,1.557074
-5.0,2,1.565806
-5.0,1,1.571598
-5.0,1,1.579919
-5.0,1,1.583379
-5.0,1,1.588912
-5.0,2,1.599465
-5.0,1,1.603398
-5.0,2,1.620562
-5.0,1,1.62625
-5.0,1,1.630434
-5.0,1,1.635173
-5.0,1,1.640574
-5.0,1,1.644324
-5.0,1,1.650698
-5.0,1,1.656291
-5.0,1,1.661144
-5.0,2,1.671131
-5.0,1,1.681003
-5.0,1,1.68545
-5.0,1,1.691983
-5.0,2,1.700452
-5.0,1,1.706591
-5.0,1,1.711805
-5.0,1,1.718438
-5.0,1,1.725915
-2.02,1,1.729719
-5.0,1,1.736384
-5.0,1,1.741147
-5.0,1,1.747476
-5.0,2,1.757807
-5.0,2,1.770823
-5.0,1,1.774409
-5.0,1,1.781143
-5.0,1,1.785869
-5.0,1,1.792597
-5.0,1,1.799121
-5.0,2,1.808311
-5.0,2,1.817811
-5.0,1,1.825379
-5.0,3,1.840435
-5.0,1,1.84672
-5.0,1,1.850822
-5.0,1,1.855793
-5.0,1,1.862451
-5.0,1,1.866555
-5.0,2,1.881391
-5.0,1,1.885527
-5.0,1,1.891771
-5.0,1,1.897439
-5.0,1,1.904953
-5.0,1,1.911822
-5.0,1,1.915787
-5.0,1,1.923046
-5.0,1,1.928151
-5.0,2,1.938857
-5.0,1,1.946265
-5.0,1,1.950813
-5.0,1,1.957287
-5.0,2,1.967797
-5.0,2,1.977665
-5.0,1,1.983448
-5.0,1,1.988559
-5.0,1,1.995548
-5.0,1,1.999493
-5.0,1,2.004564
-5.0,2,2.017879
-5.0,1,2.024696
-5.0,1,2.030207
-5.0,1,2.036835
-7.02,1,2.041963
-5.0,1,2.047296
-5.0,1,2.053555
-5.0,1,2.060448
-5.0,1,2.066795
-5.0,2,2.07801
-5.0,2,2.090083
-5.0,1,2.094381
-5.0,1,2.10037
-5.0,2,2.11062
-5.0,1,2.115398
-5.0,1,2.124769
-5.0,2,2.133367
-5.0,1,2.140161
-5.0,1,2.149116
-5.0,1,2.154845
-5.0,1,2.159021
-5.0,2,2.174668
-5.0,1,2.178888
-5.0,1,2.183734
-5.0,1,2.190165
-5.0,1,2.194468
-5.0,1,2.199888
-5.0,1,2.205617
-5.0,1,2.210918
-5.0,1,2.215267
-5.0,1,2.220808
-5.0,1,2.226226
-5.0,1,2.232253
-5.0,1,2.240237
-5.0,1,2.244499
-5.0,1,2.251573
-5.0,1,2.255894
-5.0,1,2.261937
-5.0,1,2.266808
-5.0,2,2.278016
-5.0,1,2.28504
-5.0,2,2.296249
-5.0,1,2.300127
-5.0,1,2.307827
-5.0,1,2.312795
-5.0,1,2.317119
-5.0,1,2.324952
-5.0,1,2.328741
-5.0,3,2.345124
-5.0,1,2.350827
-5.0,1,2.355332
-7.02,1,2.361012
-5.0,1,2.365705
-5.0,1,2.370816
-5.0,1,2.377476
-5.0,1,2.381288
-5.0,1,2.387125
-5.0,2,2.40019
-5.0,1,2.404432
-5.0,1,2.41567
-5.0,1,2.419883
-5.0,1,2.427855
-5.0,1,2.434546
-5.0,1,2.440745
-5.0,1,2.444758
-5.0,1,2.452525
-5.0,1,2.45878
-5.0,1,2.462306
-7.02,1,2.467501
-5.0,1,2.4773
-5.0,1,2.483843
-5.0,1,2.491619
-5.0,1,2.496146
-5.0,1,2.502725
-5.0,1,2.510217
-5.0,1,2.516159
-5.0,1,2.522284
-5.0,1,2.528257
-5.0,1,2.534111
-5.0,1,2.541401
-7.02,1,2.545911
-5.0,1,2.555498
-5.0,1,2.559717
-5.0,1,2.567448
-5.0,1,2.571061
-5.0,1,2.576983
-5.0,1,2.584275
-5.0,1,2.589839
-5.0,1,2.597973
-5.0,1,2.60475
-5.0,1,2.609596
-5.0,3,2.629128
-5.0,1,2.633086
-5.0,1,2.640759
-5.0,1,2.647449
-5.0,1,2.653238
-5.0,1,2.66349
-5.0,1,2.667437
-5.0,1,2.673805
-5.0,1,2.681105
-5.0,1,2.689972
-5.0,1,2.694114
-5.0,1,2.702169
-5.0,2,2.718298
-5.0,1,2.724741
-5.0,1,2.730896
-5.0,1,2.738896
-5.0,1,2.744951
-5.0,1,2.752414
-7.02,2,2.764341
-5.0,1,2.774234
-5.0,1,2.780201
-5.0,1,2.78598
-5.0,1,2.791568
-5.0,1,2.798893
-5.0,1,2.803798
-5.0,1,2.811383
-5.0,1,2.818592
-5.0,1,2.825068
-5.0,1,2.829206
-5.0,1,2.835345
-5.0,2,2.846545
-5.0,1,2.854685
-5.0,1,2.860117
-5.0,3,2.878991
-5.0,1,2.884771
-7.02,2,2.896271
-5.0,1,2.904342
-5.0,1,2.909473
-5.0,2,2.927946
-5.0,1,2.934827
-5.0,1,2.940497
-5.0,1,2.946601
-5.0,2,2.958532
-5.0,1,2.966443
-5.0,1,2.97506
-5.0,1,2.979262
-5.0,1,2.986413
-5.0,1,2.996664
-5.0,1,3.003899
-5.0,2,3.017884
-5.0,1,3.026358
-5.0,1,3.029598
-5.0,1,3.035284
-5.0,1,3.041127
-5.0,1,3.047926
-5.0,1,3.05242
-5.0,1,3.059299
-5.0,1,3.06327
-5.0,1,3.069142
-5.0,1,3.074345
-5.0,1,3.080287
-5.0,1,3.088096
-5.0,1,3.093519
-5.0,1,3.09885
-5.0,1,3.104621
-7.02,1,3.108294
-5.0,1,3.115708
-5.0,1,3.120617
-5.0,1,3.126246
-5.0,1,3.131649
-5.0,1,3.135941
-5.0,2,3.149796
-5.0,2,3.160871
-5.0,1,3.166727
-5.0,1,3.171398
-5.0,2,3.181968
-5.0,1,3.188334
-5.0,1,3.19232
-5.0,1,3.198854
-7.02,1,3.202807
-5.0,1,3.210358
-5.0,1,3.215565
-5.0,2,3.227128
-5.0,1,3.229697
-5.0,1,3.237497
-5.0,2,3.249767
-5.0,1,3.253687
-5.0,1,3.258369
-5.0,2,3.27111
-5.0,1,3.277498
-5.0,1,3.287779
-5.0,1,3.29339
-5.0,1,3.297089
-5.0,1,3.303404
-5.0,1,3.309061
-5.0,1,3.313236
-5.0,1,3.318198
-5.0,2,3.331113
-5.0,1,3.336854
-5.0,1,3.340045
-5.0,1,3.346874
-5.0,1,3.352289
-5.0,1,3.358478
-5.0,1,3.362888
-5.0,2,3.373802
-5.0,1,3.379566
-5.0,1,3.383296
-5.0,1,3.390114
-5.0,1,3.396352
-5.0,2,3.408205
-5.0,1,3.413762
-5.0,1,3.419644
-5.0,1,3.425315
-5.0,2,3.436646
-5.0,4,3.457841
-5.0,1,3.464364
-5.0,1,3.470972
-5.0,1,3.476125
-5.0,2,3.487363
-5.0,1,3.493829
-5.0,1,3.49842
-5.0,1,3.502568
-5.0,1,3.508485
-5.0,1,3.513651
-5.0,1,3.520565
-5.0,1,3.526673
-5.0,1,3.532494
-5.0,1,3.539068
-5.0,1,3.543129
-5.0,1,3.551452
-5.0,2,3.563008
-5.0,1,3.570557
-5.0,1,3.578578
-5.0,2,3.59166
-5.0,1,3.598077
-5.0,1,3.603906
-5.0,1,3.609229
-5.0,2,3.620039
-5.0,1,3.628344
-7.02,2,3.641921
-5.0,1,3.648747
-5.0,2,3.663286
-5.0,1,3.671211
-5.0,1,3.677324
-5.0,1,3.683454
-5.0,2,3.694323
-5.0,1,3.69927
-5.0,1,3.709221
-5.0,1,3.71496
-5.0,1,3.720998
-5.0,2,3.730211
-5.0,1,3.737528
-5.0,1,3.745884
-5.0,3,3.766438
-5.0,1,3.77165
-5.0,1,3.77964
-2.02,1,3.783424
-5.0,1,3.792895
-5.0,1,3.79866
-5.0,1,3.805642
-5.0,1,3.810066
-5.0,4,3.838288
-5.0,1,3.842952
-5.0,2,3.861979
-5.0,1,3.868293
-5.0,1,3.873012
-5.0,1,3.879596
-5.0,1,3.885223
-5.0,1,3.892194
-5.0,1,3.897504
-5.0,2,3.909612
-5.0,1,3.913684
-5.0,1,3.920546
-5.0,1,3.928522
-5.0,1,3.935005
-5.0,2,3.94794
-5.0,1,3.955972
-5.0,1,3.959921
-5.0,1,3.967208
-5.0,2,3.980831
-5.0,1,3.985445
-5.0,1,3.99294
-5.0,1,3.99931
-5.0,1,4.006464
-5.0,2,4.017677
-5.0,1,4.025116
-5.0,2,4.037086
-5.0,4,4.06215
-5.0,2,4.071767
-5.0,1,4.080242
-5.0,2,4.09142
-5.0,1,4.099473
-5.0,1,4.104023
-5.0,1,4.110448
-5.0,1,4.11742
-5.0,1,4.122065
-5.0,1,4.129461
-5.0,1,4.134573
-5.0,2,4.148687
-5.0,2,4.161782
-5.0,1,4.166433
-5.0,1,4.172346
-5.0,1,4.17995
-5.0,1,4.184734
-5.0,2,4.197149
-5.0,1,4.201963
-5.0,1,4.208812
-5.0,1,4.215754
-5.0,1,4.221527
-7.02,1,4.229652
-5.0,1,4.236758
-5.0,1,4.244646
-5.0,2,4.256056
-5.0,1,4.263241
-5.0,1,4.267672
-5.0,1,4.273919
-5.0,1,4.282065
-5.0,1,4.286273
-5.0,2,4.300025
-5.0,3,4.318548
-5.0,1,4.324704
-5.0,1,4.331871
-5.0,1,4.337117
-5.0,1,4.344958
-5.0,1,4.348619
-5.0,1,4.355965
-5.0,1,4.363592
-5.0,1,4.368475
-5.0,1,4.378159
-5.0,1,4.3841
-5.0,1,4.389173
-5.0,1,4.396756
-5.0,2,4.407359
-5.0,2,4.419761
-5.0,1,4.427946
-5.0,1,4.435119
-7.02,1,4.438882
-5.0,1,4.448277
-5.0,1,4.453994
-5.0,1,4.46146
-5.0,2,4.475037
-5.0,1,4.480791
-5.0,1,4.491267
-5.0,1,4.495385
-5.0,1,4.504524
-5.0,1,4.508635
-5.0,1,4.515858
-5.0,1,4.52223
-5.0,1,4.530346
-5.0,1,4.535132
-5.0,1,4.542235
-5.0,1,4.549058
-5.0,1,4.555342
-5.0,1,4.562444
-5.0,1,4.566695
-5.0,2,4.580678
-5.0,1,4.585118
-5.0,1,4.592499
-5.0,2,4.607354
-5.0,2,4.616332
-5.0,1,4.623808
-5.0,1,4.629997
-7.02,1,4.638799
-5.0,1,4.644701
-5.0,2,4.658579
-5.0,1,4.66385
-5.0,1,4.668926
-5.0,1,4.674526
-5.0,2,4.685812
-5.0,1,4.692703
-5.0,2,4.705225
-5.0,1,4.714791
-5.0,1,4.718637
-5.0,1,4.728115
-5.0,1,4.732282
-5.0,1,4.739191
-5.0,1,4.74762
-7.02,1,4.752688
-5.0,2,4.767227
-5.0,1,4.771259
-5.0,2,4.786765
-5.0,1,4.793012
-5.0,1,4.798069
-5.0,1,4.806241
-5.0,3,4.824463
-5.0,1,4.830983
-5.0,1,4.838367
-5.0,2,4.84989
-5.0,1,4.856265
-5.0,1,4.864806
-5.0,1,4.870192
-5.0,1,4.877198
-5.0,1,4.884365
-5.0,1,4.888401
-5.0,2,4.900293
-5.0,1,4.908905
-5.0,1,4.92048
-5.0,1,4.926635
-5.0,1,4.933868
-5.0,1,4.937792
-5.0,1,4.943794
-5.0,1,4.951868
-5.0,1,4.957261
-5.0,1,4.963524
-5.0,1,4.971087
-5.0,1,4.975318
-5.0,1,4.982942
-5.0,2,4.995533
-5.0,1,5.000776
-5.0,2,5.01323
-5.0,2,5.028333
-5.0,1,5.035781
-5.0,1,5.040816
-5.0,1,5.052846
-5.0,1,5.060843
-5.0,2,5.073958
-5.0,2,5.083331
-5.0,1,5.090624
-5.0,1,5.096149
-5.0,1,5.101635
-5.0,4,5.127815
-5.0,1,5.136277
-5.0,1,5.14257
-5.0,1,5.151888
-5.0,1,5.157137
-5.0,1,5.165269
-5.0,1,5.169619
-5.0,1,5.177612
-5.0,1,5.185773
-5.0,3,5.20413
-5.0,1,5.209973
-5.0,1,5.214893
-5.0,1,5.221816
-5.0,1,5.226193
-5.0,1,5.234889
-5.0,1,5.242396
-5.0,1,5.247443
-5.0,1,5.255148
-5.0,1,5.259127
-5.0,1,5.264731
-5.0,1,5.272298
-5.0,1,5.278514
-5.0,1,5.284026
-5.0,1,5.292054
-5.0,1,5.2972
-5.0,1,5.303015
-5.0,1,5.311596
-5.0,1,5.318811
-5.0,1,5.323637
-5.0,1,5.32882
-5.0,3,5.348555
-5.0,1,5.357126
-5.0,1,5.363283
-5.0,1,5.37077
-5.0,1,5.377895
-5.0,1,5.383592
-5.0,2,5.395858
-5.0,1,5.402898
-5.0,1,5.411013
-5.0,1,5.416811
-5.0,2,5.429951
-5.0,1,5.439048
-5.0,2,5.451741
-5.0,1,5.457159
-2.02,1,5.462737
-5.0,2,5.474086
-5.0,1,5.480166
-5.0,1,5.487366
-5.0,1,5.492484
-5.0,2,5.507565
-5.0,1,5.511836
-5.0,1,5.517915
-5.0,1,5.52486
-5.0,2,5.53705
-5.0,1,5.543644
-5.0,2,5.555122
-5.0,1,5.563787
-5.0,2,5.575856
-5.0,2,5.58945
-5.0,1,5.595448
-5.0,1,5.599713
-5.0,1,5.606566
-5.0,1,5.611721
-5.0,2,5.627998
-5.0,2,5.639936
-5.0,1,5.647731
-5.0,1,5.657122
-5.0,2,5.667997
-5.0,1,5.67708
-5.0,2,5.692354
-5.0,2,5.702773
-5.0,1,5.710764
-5.0,1,5.715715
-5.0,2,5.727524
-5.0,1,5.732553
-5.0,1,5.742196
-5.0,1,5.747113
-5.0,1,5.752716
-5.0,1,5.758038
-5.0,1,5.763922
-5.0,2,5.776362
-5.0,1,5.783828
-5.0,1,5.788909
-5.0,1,5.795774
-5.0,1,5.801278
-7.02,1,5.809683
-5.0,1,5.813484
-5.0,1,5.821346
-5.0,2,5.832133
-5.0,1,5.840193
-5.0,1,5.846608
-5.0,1,5.851982
-5.0,1,5.858874
-7.02,1,5.865611
-5.0,1,5.87363
-5.0,1,5.881324
-5.0,1,5.885802
-5.0,1,5.890525
-5.0,1,5.897246
-5.0,2,5.912018
-5.0,1,5.918117
-5.0,1,5.923977
-5.0,1,5.929773
-5.0,1,5.936607
-5.0,1,5.941554
-5.0,1,5.950068
-5.0,1,5.958641
-5.0,1,5.965994
-5.0,1,5.972627
-5.0,2,5.9878
-5.0,1,5.991957
-5.0,1,5.998578
-5.0,1,6.006552
-5.0,2,6.018437
-5.0,1,6.025004
-5.0,1,6.033289
-5.0,1,6.040466
-5.0,1,6.046715
-5.0,2,6.058238
-5.0,1,6.067323
-5.0,1,6.073123
-5.0,1,6.079157
-5.0,1,6.085464
-5.0,1,6.090702
-5.0,1,6.097603
-5.0,3,6.118767
-5.0,2,6.131212
-5.0,1,6.135659
-5.0,2,6.149197
-5.0,1,6.155008
-5.0,2,6.16601
-5.0,1,6.174672
-5.0,1,6.18075
-5.0,1,6.185917
-5.0,1,6.193117
-7.02,2,6.205618
-5.0,1,6.210602
-5.0,1,6.215891
-5.0,2,6.231539
-5.0,1,6.2382
-5.0,1,6.242815
-5.0,1,6.248949
-5.0,2,6.265115
-5.0,1,6.269346
-5.0,1,6.275483
-5.0,1,6.282377
-5.0,1,6.288459
-5.0,1,6.295128
-5.0,1,6.300704
-5.0,2,6.314226
-5.0,1,6.319601
-5.0,2,6.332994
-5.0,1,6.338411
-5.0,1,6.346722
-5.0,1,6.354933
-5.0,1,6.358515
-5.0,2,6.373646
-5.0,1,6.381058
-5.0,1,6.384906
-5.0,2,6.399739
-5.0,1,6.405924
-5.0,1,6.410558
-5.0,1,6.419745
-5.0,1,6.424024
-5.0,1,6.429949
-5.0,1,6.435572
-5.0,1,6.442699
-5.0,1,6.447731
-5.0,1,6.453318
-5.0,2,6.465641
-5.0,1,6.473499
-5.0,1,6.479442
-5.0,1,6.488037
-5.0,1,6.493982
-5.0,2,6.505095
-5.0,1,6.513137
-5.0,1,6.516503
-5.0,1,6.523006
-5.0,1,6.53196
-5.0,1,6.539086
-5.0,1,6.544213
-5.0,1,6.549659
-5.0,1,6.559636
-5.0,1,6.568863
-5.0,1,6.572335
-5.0,1,6.580059
-5.0,1,6.58734
-5.0,1,6.595066
-5.0,2,6.60813
-5.0,1,6.612186
-5.0,2,6.625911
-5.0,1,6.633481
-5.0,1,6.641178
-5.0,1,6.647394
-5.0,1,6.653847
-5.0,1,6.659543
-5.0,1,6.666526
-5.0,1,6.672207
-5.0,1,6.679498
-5.0,1,6.683354
-5.0,1,6.692057
-5.0,1,6.695895
-5.0,1,6.703974
-5.0,1,6.709024
-5.0,1,6.714214
-5.0,1,6.721986
-5.0,1,6.726048
-5.0,3,6.744862
-5.0,1,6.751875
-5.0,1,6.756257
-7.02,1,6.763181
-7.02,2,6.77575
-2.02,1,6.783264
-5.0,1,6.789247
-5.0,1,6.797588
-5.0,1,6.801703
-5.0,3,6.822983
-5.0,1,6.82739
-5.0,1,6.834742
-5.0,1,6.842075
-5.0,1,6.847492
-5.0,1,6.852942
-5.0,2,6.867305
-5.0,1,6.872538
-5.0,1,6.877413
-5.0,1,6.883689
-5.0,1,6.893172
-5.0,1,6.899244
-5.0,1,6.907504
-5.0,1,6.913039
-5.0,1,6.921294
-5.0,1,6.926812
-5.0,1,6.931447
-5.0,1,6.938318
-5.0,1,6.948567
-5.0,1,6.953053
-5.0,1,6.95889
-5.0,1,6.965522
-5.0,1,6.974036
-5.0,1,6.979592
-5.0,1,6.986533
-5.0,2,7.001717
-5.0,1,7.007205
-5.0,1,7.014109
-5.0,1,7.021551
-5.0,1,7.027936
-5.0,1,7.033734
-5.0,1,7.037534
-5.0,2,7.04914
-5.0,1,7.056587
-5.0,1,7.06131
-5.0,3,7.080846
-5.0,1,7.087464
-5.0,1,7.093822
-7.02,1,7.098928
-5.0,1,7.105222
-5.0,1,7.114024
-5.0,1,7.119436
-5.0,1,7.124212
-5.0,2,7.137429
-5.0,1,7.144824
-5.0,1,7.151455
-5.0,1,7.160944
-5.0,1,7.167104
-5.0,1,7.173865
-5.0,1,7.179772
-5.0,1,7.186402
-5.0,2,7.199573
-5.0,1,7.20508
-5.0,1,7.210867
-5.0,1,7.218001
-5.0,1,7.225199
-5.0,1,7.228689
-5.0,1,7.235778
-5.0,1,7.24626
-5.0,1,7.251158
-5.0,1,7.25771
-5.0,1,7.264271
-5.0,3,7.283445
-5.0,1,7.288075
-5.0,4,7.313258
-5.0,1,7.319199
-5.0,1,7.326578
-5.0,1,7.331958
-5.0,1,7.338174
-5.0,1,7.345412
-5.0,1,7.352504
-7.02,1,7.356729
-5.0,1,7.36358
-7.02,1,7.369522
-5.0,1,7.375514
-5.0,1,7.379864
-5.0,1,7.38649
-5.0,1,7.393111
-7.02,2,7.406636
-5.0,1,7.411995
-5.0,2,7.424176
-5.0,2,7.436442
-5.0,1,7.444009
-5.0,1,7.449557
-5.0,1,7.456712
-5.0,1,7.465004
-5.0,1,7.469619
-5.0,1,7.476537
-5.0,1,7.483617
-5.0,3,7.50232
-5.0,1,7.508213
-2.02,1,7.514918
-5.0,1,7.521333
-5.0,2,7.53383
-5.0,1,7.53953
-5.0,1,7.545443
-5.0,2,7.557355
-5.0,1,7.564527
-5.0,1,7.570552
-5.0,1,7.578928
-5.0,1,7.585673
-5.0,2,7.599529
-5.0,1,7.605859
-5.0,2,7.619609
-5.0,1,7.626251
-5.0,1,7.629869
-5.0,1,7.638205
-5.0,1,7.642027
-5.0,1,7.650223
-5.0,1,7.658036
-5.0,1,7.663492
-5.0,1,7.670683
-5.0,1,7.67659
-5.0,1,7.684106
-5.0,1,7.689167
-5.0,1,7.694599
-5.0,1,7.702712
-5.0,1,7.710331
-5.0,1,7.717221
-5.0,1,7.722438
-5.0,1,7.727962
-5.0,1,7.737332
-5.0,1,7.742861
-5.0,2,7.757736
-5.0,1,7.766088
-5.0,1,7.771939
-5.0,1,7.776425
-5.0,1,7.783106
-5.0,1,7.788481
-5.0,1,7.795682
-5.0,1,7.800727
-5.0,1,7.80723
-5.0,1,7.813657
-5.0,2,7.825759
-5.0,1,7.831942
-5.0,1,7.836878
-5.0,1,7.843408
-5.0,1,7.852142
-5.0,1,7.857
-5.0,2,7.869217
-5.0,1,7.874743
-5.0,1,7.879378
-5.0,1,7.886066
-5.0,1,7.892099
-5.0,2,7.904934
-7.02,1,7.910465
-5.0,1,7.918266
-5.0,1,7.924405
-7.02,1,7.930434
-5.0,1,7.935812
-5.0,1,7.942669
-5.0,3,7.961018
-5.0,1,7.966214
-5.0,1,7.971725
-5.0,2,7.982622
-5.0,1,7.98865
-5.0,1,7.99752
-5.0,1,8.001302
-5.0,1,8.010974
-5.0,1,8.017807
-5.0,1,8.025016
-5.0,1,8.037906
-5.0,1,8.04288
-5.0,1,8.049387
-5.0,1,8.057669
-5.0,1,8.062927
-5.0,2,8.07648
-5.0,1,8.079884
-5.0,1,8.086185
-5.0,2,8.099466
-5.0,1,8.104016
-5.0,1,8.108722
-5.0,1,8.11533
-5.0,1,8.12301
-5.0,1,8.128683
-5.0,1,8.134902
-5.0,1,8.142333
-5.0,2,8.154027
-5.0,1,8.160076
-5.0,1,8.169041
-5.0,1,8.175237
-5.0,1,8.178582
-5.0,1,8.18642
-5.0,1,8.194727
-5.0,3,8.212563
-5.0,1,8.218961
-5.0,1,8.225527
-5.0,1,8.232075
-5.0,1,8.237664
-5.0,1,8.244995
-5.0,1,8.250423
-5.0,1,8.257363
-5.0,1,8.265062
-5.0,1,8.269342
-5.0,1,8.276275
-5.0,1,8.282519
-5.0,1,8.29065
-5.0,1,8.295792
-5.0,1,8.303406
-5.0,1,8.311219
-5.0,1,8.315691
-5.0,1,8.322906
-5.0,1,8.328206
-2.5,1,8.335282
-5.0,1,8.342936
-5.0,1,8.35914
-5.0,1,8.365763
-5.0,1,8.37007
-5.0,1,8.375479
-5.0,3,8.399817
-5.0,1,8.40661
-5.0,1,8.412699
-5.0,1,8.422115
-5.0,1,8.427281
-5.0,1,8.433114
-5.0,1,8.438916
-5.0,1,8.449301
-5.0,1,8.455016
-5.0,1,8.460873
-5.0,2,8.474656
-5.0,1,8.479025
-5.0,2,8.496088
-5.0,1,8.49989
-5.0,2,8.514586
-5.0,1,8.522373
-5.0,1,8.528203
-5.0,1,8.534732
-5.0,1,8.540682
-5.0,1,8.548819
-5.0,1,8.554881
-5.0,2,8.568277
-5.0,1,8.572958
-5.0,2,8.583393
-5.0,1,8.592131
-7.02,1,8.596489
-2.02,1,8.602858
-5.0,1,8.612039
-5.0,1,8.617779
-5.0,1,8.625029
-5.0,1,8.631272
-5.0,1,8.637014
-5.0,1,8.642105
-5.0,1,8.649362
-5.0,1,8.655941
-5.0,1,8.66102
-5.0,1,8.671283
-5.0,2,8.681448
-5.0,1,8.688023
-5.0,1,8.692646
-7.02,2,8.704899
-5.0,1,8.712978
-5.0,1,8.716784
-5.0,1,8.724048
-5.0,1,8.730838
-5.0,1,8.735311
-5.0,1,8.744192
-5.0,1,8.749608
-5.0,1,8.75627
-5.0,1,8.762359
-5.0,1,8.768966
-5.0,1,8.77608
-5.0,1,8.781331
-5.0,1,8.786754
-5.0,1,8.793193
-5.0,1,8.798451
-5.0,2,8.810285
-7.02,1,8.81945
-5.0,2,8.830975
-7.02,1,8.836018
-5.0,1,8.844254
-5.0,1,8.850502
-5.0,1,8.854872
-5.0,1,8.862814
-5.0,1,8.870519
-5.0,2,8.880382
-5.0,1,8.887047
-5.0,1,8.896519
-5.0,1,8.900888
-5.0,1,8.907277
-7.02,1,8.912262
-5.0,1,8.919225
-5.0,1,8.924194
-5.0,1,8.930009
-5.0,1,8.937286
-5.0,1,8.944131
-5.0,1,8.948283
-5.0,1,8.955305
-5.0,1,8.961315
-5.0,1,8.966708
-5.0,1,8.974944
-5.0,2,8.987031
-5.0,1,8.990972
-5.0,2,9.005275
-5.0,1,9.009294
-5.0,1,9.017616
-5.0,2,9.030601
-5.0,1,9.036688
-5.0,1,9.0419
-5.0,1,9.048335
-5.0,1,9.054627
-5.0,1,9.061669
-5.0,1,9.068605
-5.0,1,9.075404
-5.0,1,9.080446
-5.0,1,9.087455
-5.0,1,9.094833
-5.0,1,9.101315
-5.0,1,9.10529
-5.0,1,9.11289
-5.0,2,9.125566
-5.0,1,9.1335
-5.0,1,9.139326
-5.0,1,9.146473
-7.02,1,9.150556
-5.0,1,9.159203
-5.0,1,9.166243
-5.0,1,9.17101
-5.0,1,9.175823
-5.0,1,9.1824
-5.0,1,9.18861
-5.0,2,9.20197
-5.0,1,9.207566
-2.02,1,9.213907
-5.0,1,9.218681
-5.0,2,9.23394
-5.0,2,9.24575
-5.0,1,9.254691
-5.0,1,9.260663
-5.0,1,9.2674
-5.0,2,9.278591
-5.0,1,9.285236
-5.0,2,9.297934
-5.0,1,9.302717
-5.0,1,9.308786
-5.0,1,9.314234
-5.0,1,9.321355
-5.0,1,9.326918
-5.0,2,9.338113
-5.0,1,9.34353
-5.0,1,9.349483
-5.0,1,9.355685
-5.0,2,9.365527
-5.0,1,9.372754
-5.0,1,9.379624
-5.0,1,9.385598
-5.0,1,9.390851
-5.0,1,9.3986
-5.0,1,9.40341
-5.0,1,9.409275
-5.0,1,9.415645
-5.0,1,9.421093
-5.0,1,9.428982
-5.0,1,9.435476
-5.0,1,9.440077
-5.0,2,9.454682
-5.0,1,9.459696
-5.0,1,9.465154
-5.0,1,9.473227
-5.0,1,9.478843
-5.0,1,9.485321
-5.0,1,9.489873
-5.0,1,9.497146
-5.0,2,9.51081
-5.0,1,9.517442
-5.0,1,9.523028
-5.0,3,9.545665
-5.0,2,9.556442
-5.0,1,9.56363
-5.0,1,9.56878
